waveform	Ch0	
t0	4/7/2025  13:11:16.078349	
delta t	0.000500	

time[0]	Ch0
4/7/2025  13:11:16.078349	1.693145E-1
4/7/2025  13:11:16.078849	1.717727E-1
4/7/2025  13:11:16.079349	1.763476E-1
4/7/2025  13:11:16.079849	1.782595E-1
4/7/2025  13:11:16.080349	1.801031E-1
4/7/2025  13:11:16.080849	1.646713E-1
4/7/2025  13:11:16.081349	1.984710E-1
4/7/2025  13:11:16.081849	1.864534E-1
4/7/2025  13:11:16.082349	1.921208E-1
4/7/2025  13:11:16.082849	1.904820E-1
4/7/2025  13:11:16.083349	1.942375E-1
4/7/2025  13:11:16.083849	1.930767E-1
4/7/2025  13:11:16.084349	1.932816E-1
4/7/2025  13:11:16.084849	2.005878E-1
4/7/2025  13:11:16.085349	2.186826E-1
4/7/2025  13:11:16.085849	2.086451E-1
4/7/2025  13:11:16.086349	2.104887E-1
4/7/2025  13:11:16.086849	2.100107E-1
4/7/2025  13:11:16.087349	2.116495E-1
4/7/2025  13:11:16.087849	2.072794E-1
4/7/2025  13:11:16.088349	2.072794E-1
4/7/2025  13:11:16.088849	2.040019E-1
4/7/2025  13:11:16.089349	1.979248E-1
4/7/2025  13:11:16.089849	1.999050E-1
4/7/2025  13:11:16.090349	1.973102E-1
4/7/2025  13:11:16.090849	1.997684E-1
4/7/2025  13:11:16.091349	1.982662E-1
4/7/2025  13:11:16.091849	1.895943E-1
4/7/2025  13:11:16.092349	1.896626E-1
4/7/2025  13:11:16.092849	1.822881E-1
4/7/2025  13:11:16.093349	1.836538E-1
4/7/2025  13:11:16.093849	1.781229E-1
4/7/2025  13:11:16.094349	1.792837E-1
4/7/2025  13:11:16.094849	1.746405E-1
4/7/2025  13:11:16.095349	1.663784E-1
4/7/2025  13:11:16.095849	1.628960E-1
4/7/2025  13:11:16.096349	1.647396E-1
4/7/2025  13:11:16.096849	1.643982E-1
4/7/2025  13:11:16.097349	1.637154E-1
4/7/2025  13:11:16.097849	1.675392E-1
4/7/2025  13:11:16.098349	1.678806E-1
4/7/2025  13:11:16.098849	1.738211E-1
4/7/2025  13:11:16.099349	1.760745E-1
4/7/2025  13:11:16.099849	1.768256E-1
4/7/2025  13:11:16.100349	1.770987E-1
4/7/2025  13:11:16.100849	1.764842E-1
4/7/2025  13:11:16.101349	1.757331E-1
4/7/2025  13:11:16.101849	1.848146E-1
4/7/2025  13:11:16.102349	1.767573E-1
4/7/2025  13:11:16.102849	1.816053E-1
4/7/2025  13:11:16.103349	1.859071E-1
4/7/2025  13:11:16.103849	1.865899E-1
4/7/2025  13:11:16.104349	1.882287E-1
4/7/2025  13:11:16.104849	1.873410E-1
4/7/2025  13:11:16.105349	1.884335E-1
4/7/2025  13:11:16.105849	1.984027E-1
4/7/2025  13:11:16.106349	1.938278E-1
4/7/2025  13:11:16.106849	1.979248E-1
4/7/2025  13:11:16.107349	1.941692E-1
4/7/2025  13:11:16.107849	1.904137E-1
4/7/2025  13:11:16.108349	1.946472E-1
4/7/2025  13:11:16.108849	1.930767E-1
4/7/2025  13:11:16.109349	1.925305E-1
4/7/2025  13:11:16.109849	1.976516E-1
4/7/2025  13:11:16.110349	1.890481E-1
4/7/2025  13:11:16.110849	1.869313E-1
4/7/2025  13:11:16.111349	1.821516E-1
4/7/2025  13:11:16.111849	1.811273E-1
4/7/2025  13:11:16.112349	1.801031E-1
4/7/2025  13:11:16.112849	1.754599E-1
4/7/2025  13:11:16.113349	1.704753E-1
4/7/2025  13:11:16.113849	1.709533E-1
4/7/2025  13:11:16.114349	1.672661E-1
4/7/2025  13:11:16.114849	1.682220E-1
4/7/2025  13:11:16.115349	1.618035E-1
4/7/2025  13:11:16.115849	1.625546E-1
4/7/2025  13:11:16.116349	1.599599E-1
4/7/2025  13:11:16.116849	1.587991E-1
4/7/2025  13:11:16.117349	1.600281E-1
4/7/2025  13:11:16.117849	1.639885E-1
4/7/2025  13:11:16.118349	1.644665E-1
4/7/2025  13:11:16.118849	1.673343E-1
4/7/2025  13:11:16.119349	1.683586E-1
4/7/2025  13:11:16.119849	1.693828E-1
4/7/2025  13:11:16.120349	1.670612E-1
4/7/2025  13:11:16.120849	1.673343E-1
4/7/2025  13:11:16.121349	1.749819E-1
4/7/2025  13:11:16.121849	1.837904E-1
4/7/2025  13:11:16.122349	1.791472E-1
4/7/2025  13:11:16.122849	1.822199E-1
4/7/2025  13:11:16.123349	1.895261E-1
4/7/2025  13:11:16.123849	1.826978E-1
4/7/2025  13:11:16.124349	1.965591E-1
4/7/2025  13:11:16.124849	1.944424E-1
4/7/2025  13:11:16.125349	2.046847E-1
4/7/2025  13:11:16.125849	2.111032E-1
4/7/2025  13:11:16.126349	1.975834E-1
4/7/2025  13:11:16.126849	2.103521E-1
4/7/2025  13:11:16.127349	2.062552E-1
4/7/2025  13:11:16.127849	2.036605E-1
4/7/2025  13:11:16.128349	2.033191E-1
4/7/2025  13:11:16.128849	1.994953E-1
4/7/2025  13:11:16.129349	1.969005E-1
4/7/2025  13:11:16.129849	1.953983E-1
4/7/2025  13:11:16.130349	1.943741E-1
4/7/2025  13:11:16.130849	1.997001E-1
4/7/2025  13:11:16.131349	1.941010E-1
4/7/2025  13:11:16.131849	1.889798E-1
4/7/2025  13:11:16.132349	1.883653E-1
4/7/2025  13:11:16.132849	1.820833E-1
4/7/2025  13:11:16.133349	1.796934E-1
4/7/2025  13:11:16.133849	1.755282E-1
4/7/2025  13:11:16.134349	1.792837E-1
4/7/2025  13:11:16.134849	1.768256E-1
4/7/2025  13:11:16.135349	1.695877E-1
4/7/2025  13:11:16.135849	1.624180E-1
4/7/2025  13:11:16.136349	1.745040E-1
4/7/2025  13:11:16.136849	1.618035E-1
4/7/2025  13:11:16.137349	1.587991E-1
4/7/2025  13:11:16.137849	1.629643E-1
4/7/2025  13:11:16.138349	1.639885E-1
4/7/2025  13:11:16.138849	1.633740E-1
4/7/2025  13:11:16.139349	1.691780E-1
4/7/2025  13:11:16.139849	1.713630E-1
4/7/2025  13:11:16.140349	1.740943E-1
