Time (s),	Channel 1 (V),	Channel 2 (V)
-2.7671682573015604	1.5381215506955306	1.539851122653995
-2.7664966673015603	1.5381215506955306	1.5395096822852747
-2.7658250773015602	1.5381215506955306	1.5395096822852747
-2.76515348730156	1.5381215506955306	1.5395096822852747
-2.76448189730156	1.5381215506955306	1.5395096822852747
-2.7638103073015605	1.5381215506955306	1.5395096822852747
-2.7631387173015605	1.5381215506955306	1.5391682419165549
-2.7624671273015604	1.5381215506955306	1.5388268015478344
-2.7617955373015604	1.5381215506955306	1.5388268015478344
-2.7611239473015603	1.5381215506955306	1.5391682419165547
-2.7604523573015602	1.5381215506955306	1.5391682419165547
-2.75978076730156	1.5381215506955306	1.539851122653995
-2.75910917730156	1.5384650011834897	1.5395096822852745
-2.7584375873015605	1.5384650011834897	1.5391682419165549
-2.7577659973015605	1.5384650011834897	1.5395096822852745
-2.7570944073015604	1.5384650011834897	1.5391682419165547
-2.7564228173015604	1.5384650011834897	1.5395096822852747
-2.7557512273015603	1.5384650011834897	1.5395096822852747
-2.7550796373015602	1.5384650011834897	1.5388268015478344
-2.75440804730156	1.5384650011834897	1.5395096822852747
-2.75373645730156	1.5384650011834897	1.5395096822852747
-2.7530648673015605	1.5384650011834897	1.5395096822852747
-2.7523932773015605	1.5384650011834897	1.5395096822852747
-2.7517216873015604	1.5381215506955306	1.5395096822852747
-2.7510500973015604	1.5384650011834897	1.539851122653995
-2.7503785073015603	1.5384650011834897	1.5395096822852747
-2.7497069173015602	1.5384650011834897	1.5391682419165547
-2.74903532730156	1.5384650011834897	1.5395096822852747
-2.74836373730156	1.5384650011834897	1.5391682419165547
-2.74769214730156	1.5384650011834895	1.5391682419165549
-2.7470205573015605	1.5381215506955308	1.5395096822852745
-2.7463489673015604	1.5381215506955306	1.5388268015478344
-2.7456773773015604	1.5381215506955306	1.5395096822852747
-2.7450057873015603	1.5381215506955306	1.5395096822852747
-2.7443341973015603	1.5381215506955306	1.5395096822852747
-2.74366260730156	1.5381215506955306	1.5391682419165547
-2.74299101730156	1.5381215506955306	1.5395096822852745
-2.74231942730156	1.5381215506955306	1.5391682419165549
-2.7416478373015605	1.5381215506955306	1.5395096822852745
-2.7409762473015604	1.5381215506955306	1.5395096822852747
-2.7403046573015604	1.5381215506955306	1.5391682419165547
-2.7396330673015603	1.5381215506955306	1.5388268015478344
-2.7389614773015603	1.5381215506955306	1.5388268015478344
-2.73828988730156	1.5381215506955306	1.5395096822852747
-2.73761829730156	1.5381215506955306	1.5395096822852745
-2.73694670730156	1.5381215506955306	1.5391682419165547
-2.7362751173015605	1.5381215506955306	1.5391682419165547
-2.7356035273015604	1.5381215506955306	1.5395096822852747
-2.7349319373015604	1.5381215506955306	1.5395096822852747
-2.7342603473015603	1.5381215506955306	1.5391682419165547
-2.7335887573015603	1.5381215506955306	1.539851122653995
-2.73291716730156	1.5381215506955306	1.5395096822852747
-2.73224557730156	1.5381215506955306	1.5395096822852745
-2.73157398730156	1.5381215506955306	1.5391682419165549
-2.7309023973015605	1.5381215506955306	1.5398511226539948
-2.7302308073015604	1.5381215506955306	1.5391682419165547
-2.7295592173015604	1.5381215506955306	1.5395096822852747
-2.7288876273015603	1.5381215506955306	1.5384853611791143
-2.7282160373015603	1.5381215506955306	1.5391682419165547
-2.72754444730156	1.5381215506955306	1.5388268015478344
-2.72687285730156	1.5381215506955306	1.5388268015478346
-2.72620126730156	1.5381215506955306	1.5391682419165544
-2.7255296773015605	1.5381215506955306	1.5388268015478346
-2.7248580873015604	1.5381215506955306	1.5391682419165547
-2.7241864973015604	1.5381215506955306	1.5384853611791143
-2.7235149073015603	1.5381215506955306	1.5391682419165547
-2.7228433173015603	1.5381215506955306	1.5391682419165547
-2.72217172730156	1.5381215506955306	1.5391682419165547
-2.72150013730156	1.5381215506955306	1.5391682419165547
-2.72082854730156	1.5381215506955306	1.5391682419165549
-2.7201569573015605	1.5381215506955306	1.5398511226539948
-2.7194853673015604	1.5381215506955306	1.539851122653995
-2.7188137773015604	1.5381215506955306	1.5384853611791143
-2.7181421873015603	1.5381215506955306	1.539851122653995
-2.7174705973015603	1.5384650011834897	1.5395096822852747
-2.71679900730156	1.5381215506955306	1.5395096822852747
-2.71612741730156	1.5381215506955306	1.5388268015478344
-2.71545582730156	1.5381215506955306	1.5388268015478348
-2.7147842373015605	1.5381215506955306	1.5398511226539946
-2.7141126473015604	1.5384650011834897	1.5391682419165547
-2.7134410573015604	1.5381215506955306	1.5395096822852747
-2.7127694673015603	1.5381215506955306	1.5395096822852747
-2.7120978773015603	1.5381215506955306	1.539851122653995
-2.71142628730156	1.5384650011834897	1.5391682419165547
-2.71075469730156	1.5381215506955306	1.5395096822852747
-2.71008310730156	1.5381215506955306	1.5391682419165549
-2.7094115173015605	1.5381215506955306	1.5395096822852745
-2.7087399273015604	1.5381215506955306	1.5391682419165547
-2.7080683373015604	1.5381215506955306	1.5391682419165547
-2.7073967473015603	1.5381215506955306	1.5391682419165547
-2.7067251573015603	1.5384650011834897	1.5391682419165547
-2.70605356730156	1.5384650011834897	1.5388268015478344
-2.70538197730156	1.5381215506955306	1.5388268015478344
-2.70471038730156	1.5381215506955306	1.5395096822852747
-2.7040387973015605	1.5381215506955306	1.5395096822852747
-2.7033672073015604	1.5381215506955306	1.539851122653995
-2.7026956173015604	1.5381215506955306	1.539851122653995
-2.7020240273015603	1.5381215506955306	1.5391682419165547
-2.7013524373015603	1.5381215506955306	1.5391682419165547
-2.70068084730156	1.5381215506955306	1.539851122653995
-2.70000925730156	1.5381215506955306	1.5388268015478344
-2.69933766730156	1.5381215506955306	1.5388268015478346
-2.6986660773015605	1.5381215506955306	1.5395096822852745
-2.6979944873015604	1.5384650011834897	1.5388268015478344
-2.6973228973015604	1.5384650011834897	1.5391682419165547
-2.6966513073015603	1.5384650011834897	1.5395096822852747
-2.6959797173015603	1.5384650011834897	1.5395096822852747
-2.69530812730156	1.5384650011834897	1.5395096822852747
-2.69463653730156	1.5384650011834897	1.5391682419165547
-2.69396494730156	1.5384650011834897	1.5391682419165549
-2.6932933573015605	1.5384650011834897	1.5398511226539948
-2.6926217673015604	1.5384650011834897	1.5391682419165547
-2.6919501773015604	1.5384650011834897	1.5395096822852747
-2.6912785873015603	1.5384650011834897	1.539851122653995
-2.6906069973015603	1.5381215506955306	1.5395096822852747
-2.68993540730156	1.5381215506955306	1.5395096822852747
-2.68926381730156	1.5381215506955306	1.539851122653995
-2.68859222730156	1.5381215506955306	1.5391682419165547
-2.6879206373015605	1.5381215506955306	1.5391682419165547
-2.6872490473015604	1.5381215506955306	1.5391682419165547
-2.6865774573015604	1.5381215506955306	1.5388268015478344
-2.6859058673015603	1.5381215506955306	1.5391682419165547
-2.6852342773015603	1.5381215506955306	1.5391682419165547
-2.6845626873015602	1.5381215506955306	1.5384853611791143
-2.68389109730156	1.5381215506955306	1.5391682419165547
-2.68321950730156	1.5381215506955306	1.5395096822852747
-2.6825479173015605	1.5381215506955306	1.5395096822852747
-2.6818763273015604	1.5381215506955306	1.5388268015478344
-2.6812047373015604	1.5381215506955306	1.5388268015478344
-2.6805331473015603	1.5381215506955306	1.5388268015478344
-2.6798615573015603	1.5381215506955306	1.5384853611791143
-2.6791899673015602	1.5381215506955306	1.5391682419165547
-2.67851837730156	1.5381215506955306	1.5388268015478344
-2.67784678730156	1.5381215506955308	1.5388268015478346
-2.6771751973015605	1.5384650011834895	1.5391682419165544
-2.6765036073015605	1.5381215506955306	1.5388268015478344
-2.6758320173015604	1.5381215506955306	1.5388268015478344
-2.6751604273015603	1.5381215506955306	1.5391682419165547
-2.6744888373015603	1.5384650011834897	1.5391682419165547
-2.6738172473015602	1.5381215506955306	1.5395096822852747
-2.67314565730156	1.5381215506955306	1.5395096822852747
-2.67247406730156	1.5381215506955306	1.5391682419165549
-2.6718024773015605	1.5381215506955306	1.5395096822852745
-2.6711308873015605	1.5381215506955306	1.5395096822852747
-2.6704592973015604	1.5381215506955306	1.5391682419165547
-2.6697877073015603	1.5381215506955306	1.5384853611791143
-2.6691161173015603	1.5381215506955306	1.5391682419165547
-2.6684445273015602	1.5381215506955306	1.539851122653995
-2.66777293730156	1.5381215506955306	1.5384853611791143
-2.66710134730156	1.5381215506955306	1.5388268015478344
-2.6664297573015605	1.5381215506955306	1.5388268015478344
-2.6657581673015605	1.5381215506955306	1.539851122653995
-2.6650865773015604	1.5381215506955306	1.5395096822852747
-2.6644149873015603	1.5381215506955306	1.5388268015478344
-2.6637433973015603	1.5381215506955306	1.5391682419165547
-2.6630718073015602	1.5381215506955306	1.5391682419165547
-2.66240021730156	1.5381215506955306	1.5384853611791143
-2.66172862730156	1.5381215506955306	1.5395096822852745
-2.6610570373015605	1.5381215506955306	1.5391682419165549
-2.6603854473015605	1.5381215506955306	1.5388268015478344
-2.6597138573015604	1.5381215506955306	1.5388268015478344
-2.6590422673015603	1.5381215506955306	1.5391682419165547
-2.6583706773015603	1.5384650011834897	1.5391682419165547
-2.6576990873015602	1.5381215506955306	1.539851122653995
-2.65702749730156	1.5384650011834897	1.5395096822852747
-2.65635590730156	1.5381215506955306	1.5388268015478346
-2.6556843173015605	1.5381215506955306	1.5391682419165544
-2.6550127273015605	1.5381215506955306	1.539851122653995
-2.6543411373015604	1.5381215506955306	1.5388268015478344
-2.6536695473015603	1.5381215506955306	1.539851122653995
-2.6529979573015603	1.5381215506955306	1.5391682419165547
-2.6523263673015602	1.5381215506955306	1.5391682419165547
-2.65165477730156	1.5381215506955306	1.5391682419165547
-2.65098318730156	1.5381215506955306	1.5391682419165544
-2.6503115973015605	1.5381215506955306	1.5384853611791145
-2.6496400073015605	1.5381215506955306	1.5391682419165544
-2.6489684173015604	1.5381215506955306	1.5391682419165547
-2.6482968273015604	1.5381215506955306	1.5395096822852747
-2.6476252373015603	1.5381215506955306	1.5384853611791143
-2.6469536473015602	1.5381215506955306	1.5395096822852747
-2.64628205730156	1.5381215506955306	1.5395096822852747
-2.64561046730156	1.5381215506955306	1.5388268015478346
-2.6449388773015605	1.5381215506955306	1.5391682419165544
-2.6442672873015605	1.5381215506955306	1.5388268015478346
-2.6435956973015604	1.5381215506955306	1.5391682419165547
-2.6429241073015604	1.5381215506955306	1.5391682419165547
-2.6422525173015603	1.5384650011834897	1.539851122653995
-2.6415809273015602	1.5384650011834897	1.5388268015478344
-2.64090933730156	1.5388084516714486	1.5395096822852747
-2.64023774730156	1.5388084516714486	1.5398511226539948
-2.6395661573015605	1.5388084516714486	1.539509682285275
-2.6388945673015605	1.5388084516714486	1.5391682419165549
-2.6382229773015604	1.5388084516714486	1.5384853611791143
-2.6375513873015604	1.5388084516714486	1.539851122653995
-2.6368797973015603	1.5388084516714486	1.5395096822852747
-2.6362082073015602	1.5388084516714486	1.5395096822852747
-2.63553661730156	1.5388084516714486	1.5395096822852747
-2.63486502730156	1.5388084516714486	1.5391682419165549
-2.6341934373015605	1.5388084516714486	1.5395096822852745
-2.6335218473015605	1.5388084516714486	1.5395096822852747
-2.6328502573015604	1.5388084516714486	1.5391682419165547
-2.6321786673015604	1.5391519021594078	1.5395096822852747
-2.6315070773015603	1.5388084516714486	1.5395096822852747
-2.6308354873015602	1.5388084516714486	1.5395096822852747
-2.63016389730156	1.5388084516714486	1.5391682419165547
-2.62949230730156	1.5391519021594078	1.5395096822852745
-2.6288207173015605	1.5391519021594078	1.5391682419165549
-2.6281491273015605	1.5388084516714489	1.5395096822852745
-2.6274775373015604	1.5388084516714486	1.5395096822852747
-2.6268059473015604	1.5388084516714486	1.5391682419165547
-2.6261343573015603	1.5388084516714486	1.5391682419165547
-2.6254627673015603	1.5384650011834897	1.5391682419165547
-2.62479117730156	1.5388084516714486	1.5395096822852747
-2.62411958730156	1.5388084516714486	1.5391682419165547
-2.6234479973015605	1.5388084516714486	1.5391682419165547
-2.6227764073015605	1.5388084516714486	1.5391682419165547
-2.6221048173015604	1.5388084516714486	1.539851122653995
-2.6214332273015604	1.5388084516714486	1.5395096822852747
-2.6207616373015603	1.5388084516714486	1.5391682419165547
-2.6200900473015603	1.5388084516714486	1.5391682419165547
-2.61941845730156	1.5391519021594078	1.5395096822852747
-2.61874686730156	1.5391519021594078	1.5395096822852745
-2.6180752773015605	1.5391519021594078	1.5391682419165549
-2.6174036873015605	1.5391519021594078	1.5398511226539948
-2.6167320973015604	1.5388084516714486	1.539851122653995
-2.6160605073015604	1.5388084516714486	1.5391682419165547
-2.6153889173015603	1.5388084516714486	1.5395096822852747
-2.6147173273015603	1.5384650011834897	1.5391682419165547
-2.61404573730156	1.5388084516714486	1.5395096822852747
-2.61337414730156	1.5384650011834897	1.5391682419165547
-2.61270255730156	1.53846500118349	1.5391682419165544
-2.6120309673015605	1.5388084516714484	1.5388268015478346
-2.6113593773015604	1.5388084516714486	1.5391682419165547
-2.6106877873015604	1.5388084516714486	1.5395096822852747
-2.6100161973015603	1.5384650011834897	1.5388268015478344
-2.6093446073015603	1.5388084516714486	1.5395096822852747
-2.60867301730156	1.5384650011834897	1.5388268015478344
-2.60800142730156	1.5384650011834897	1.5388268015478348
-2.60732983730156	1.5384650011834897	1.5398511226539948
-2.6066582473015605	1.5384650011834897	1.539509682285275
-2.6059866573015604	1.5384650011834897	1.539851122653995
-2.6053150673015604	1.5388084516714486	1.5395096822852747
-2.6046434773015603	1.5384650011834897	1.5391682419165547
-2.6039718873015603	1.5384650011834897	1.5395096822852747
-2.60330029730156	1.5384650011834897	1.539851122653995
-2.60262870730156	1.5384650011834897	1.5391682419165549
-2.60195711730156	1.5384650011834897	1.5395096822852745
-2.6012855273015605	1.5384650011834897	1.5388268015478346
-2.6006139373015604	1.5384650011834897	1.5395096822852747
-2.5999423473015604	1.5388084516714486	1.5388268015478344
-2.5992707573015603	1.5388084516714486	1.5391682419165547
-2.5985991673015603	1.5384650011834897	1.5395096822852747
-2.59792757730156	1.5381215506955306	1.5391682419165547
-2.59725598730156	1.5384650011834897	1.5398511226539946
-2.59658439730156	1.5384650011834897	1.5388268015478346
-2.5959128073015605	1.5384650011834897	1.5391682419165544
-2.5952412173015604	1.5384650011834897	1.539851122653995
-2.5945696273015604	1.5384650011834897	1.5391682419165547
-2.5938980373015603	1.5384650011834897	1.5391682419165547
-2.5932264473015603	1.5384650011834897	1.5391682419165547
-2.59255485730156	1.5381215506955306	1.5391682419165547
-2.59188326730156	1.5381215506955306	1.5395096822852747
-2.59121167730156	1.5381215506955306	1.5395096822852745
-2.5905400873015605	1.5381215506955306	1.5388268015478346
-2.5898684973015604	1.5381215506955306	1.5395096822852747
-2.5891969073015604	1.5381215506955306	1.5391682419165547
-2.5885253173015603	1.5381215506955306	1.5391682419165547
-2.5878537273015603	1.5381215506955306	1.5395096822852747
-2.58718213730156	1.5381215506955306	1.5395096822852747
-2.58651054730156	1.5384650011834895	1.5391682419165547
-2.58583895730156	1.5381215506955306	1.5391682419165549
-2.5851673673015605	1.5381215506955306	1.5395096822852745
-2.5844957773015604	1.5381215506955306	1.539851122653995
-2.5838241873015604	1.5381215506955306	1.5395096822852747
-2.5831525973015603	1.5381215506955306	1.5391682419165547
-2.5824810073015603	1.5381215506955306	1.5395096822852747
-2.58180941730156	1.5381215506955306	1.5388268015478344
-2.58113782730156	1.5381215506955306	1.5395096822852747
-2.58046623730156	1.5381215506955306	1.5395096822852747
-2.5797946473015605	1.5381215506955306	1.5395096822852747
-2.5791230573015604	1.5381215506955306	1.5391682419165547
-2.5784514673015604	1.5384650011834897	1.5388268015478344
-2.5777798773015603	1.5384650011834897	1.5391682419165547
-2.5771082873015603	1.5384650011834897	1.539851122653995
-2.57643669730156	1.5384650011834897	1.5391682419165547
-2.57576510730156	1.5384650011834897	1.5391682419165547
-2.57509351730156	1.5384650011834897	1.5391682419165549
-2.5744219273015605	1.5384650011834897	1.5395096822852745
-2.5737503373015604	1.5381215506955306	1.5391682419165547
-2.5730787473015604	1.5381215506955306	1.539851122653995
-2.5724071573015603	1.5381215506955306	1.5391682419165547
-2.5717355673015603	1.5381215506955306	1.5395096822852747
-2.57106397730156	1.5384650011834897	1.5395096822852747
-2.57039238730156	1.5384650011834897	1.5391682419165547
-2.56972079730156	1.5381215506955306	1.5391682419165549
-2.5690492073015605	1.5381215506955306	1.5395096822852745
-2.5683776173015604	1.5384650011834897	1.5388268015478344
-2.5677060273015604	1.5381215506955306	1.5388268015478344
-2.5670344373015603	1.5381215506955306	1.5384853611791143
-2.5663628473015603	1.5381215506955306	1.5388268015478344
-2.5656912573015602	1.5381215506955306	1.5384853611791143
-2.56501966730156	1.5381215506955306	1.5388268015478344
-2.56434807730156	1.5381215506955306	1.5395096822852745
-2.5636764873015605	1.5381215506955306	1.5388268015478346
-2.5630048973015604	1.5381215506955306	1.5391682419165547
-2.5623333073015604	1.5381215506955306	1.5391682419165547
-2.5616617173015603	1.5381215506955306	1.5395096822852747
-2.5609901273015603	1.5381215506955306	1.5391682419165547
-2.5603185373015602	1.5381215506955306	1.5391682419165547
-2.55964694730156	1.5381215506955306	1.539851122653995
-2.55897535730156	1.5381215506955306	1.5395096822852745
-2.5583037673015605	1.5381215506955306	1.5388268015478346
-2.5576321773015604	1.5384650011834897	1.5395096822852747
-2.5569605873015604	1.5384650011834897	1.5395096822852747
-2.5562889973015603	1.5381215506955306	1.5395096822852747
-2.5556174073015603	1.5384650011834897	1.5395096822852747
-2.5549458173015602	1.5384650011834897	1.5388268015478344
-2.55427422730156	1.5384650011834897	1.5391682419165547
-2.55360263730156	1.5384650011834895	1.5395096822852747
-2.5529310473015605	1.5381215506955308	1.5395096822852747
-2.5522594573015605	1.5381215506955306	1.5391682419165547
-2.5515878673015604	1.5381215506955306	1.539851122653995
-2.5509162773015603	1.5381215506955306	1.5391682419165547
-2.5502446873015603	1.5381215506955306	1.539851122653995
-2.5495730973015602	1.5381215506955306	1.5395096822852747
-2.54890150730156	1.5381215506955306	1.5391682419165547
-2.54822991730156	1.5381215506955306	1.5398511226539948
-2.5475583273015605	1.5381215506955306	1.5391682419165549
-2.5468867373015605	1.5381215506955306	1.5391682419165547
-2.5462151473015604	1.5381215506955306	1.5395096822852747
-2.5455435573015603	1.5381215506955306	1.5388268015478344
-2.5448719673015603	1.5381215506955306	1.5391682419165547
-2.5442003773015602	1.5381215506955306	1.5391682419165547
-2.54352878730156	1.5381215506955306	1.5395096822852747
-2.54285719730156	1.5381215506955306	1.539509682285275
-2.5421856073015605	1.5381215506955306	1.5398511226539948
-2.5415140173015605	1.5381215506955306	1.539851122653995
-2.5408424273015604	1.5381215506955306	1.5395096822852747
-2.5401708373015603	1.5381215506955306	1.5395096822852747
-2.5394992473015603	1.5381215506955306	1.5391682419165547
-2.5388276573015602	1.5381215506955306	1.5391682419165547
-2.53815606730156	1.5381215506955306	1.5391682419165547
-2.53748447730156	1.5381215506955308	1.5395096822852747
-2.5368128873015605	1.5384650011834895	1.5395096822852747
-2.5361412973015605	1.5384650011834897	1.5391682419165547
-2.5354697073015604	1.5384650011834897	1.5395096822852747
-2.5347981173015603	1.5384650011834897	1.5391682419165547
-2.5341265273015603	1.5381215506955306	1.5395096822852747
-2.5334549373015602	1.5384650011834897	1.5395096822852747
-2.53278334730156	1.5381215506955306	1.5391682419165547
-2.53211175730156	1.5384650011834895	1.5395096822852745
-2.5314401673015605	1.5381215506955308	1.5391682419165549
-2.5307685773015605	1.5381215506955306	1.539851122653995
-2.5300969873015604	1.5381215506955306	1.5395096822852747
-2.5294253973015604	1.5381215506955306	1.5395096822852747
-2.5287538073015603	1.5381215506955306	1.5391682419165547
-2.5280822173015602	1.5381215506955306	1.5395096822852747
-2.52741062730156	1.5381215506955306	1.5395096822852747
-2.52673903730156	1.5381215506955306	1.5388268015478344
-2.5260674473015605	1.5381215506955306	1.5388268015478344
-2.5253958573015605	1.5381215506955306	1.5391682419165547
-2.5247242673015604	1.5381215506955306	1.5391682419165547
-2.5240526773015604	1.5381215506955306	1.5384853611791143
-2.5233810873015603	1.5381215506955306	1.5384853611791143
-2.5227094973015602	1.5377781002075714	1.5391682419165547
-2.52203790730156	1.5381215506955306	1.5395096822852747
-2.52136631730156	1.5381215506955306	1.5388268015478344
-2.5206947273015605	1.5381215506955306	1.5388268015478344
-2.5200231373015605	1.5381215506955306	1.5388268015478344
-2.5193515473015604	1.5384650011834897	1.5388268015478344
-2.5186799573015604	1.5384650011834897	1.5391682419165547
-2.5180083673015603	1.5384650011834897	1.539851122653995
-2.5173367773015602	1.5384650011834897	1.5384853611791143
-2.51666518730156	1.5384650011834897	1.5391682419165547
-2.51599359730156	1.5381215506955308	1.5395096822852745
-2.5153220073015605	1.5384650011834895	1.5391682419165549
-2.5146504173015605	1.5381215506955308	1.5388268015478346
-2.5139788273015604	1.5381215506955306	1.5388268015478344
-2.5133072373015604	1.5381215506955306	1.5395096822852747
-2.5126356473015603	1.5381215506955306	1.5395096822852747
-2.5119640573015602	1.5381215506955306	1.539851122653995
-2.51129246730156	1.5381215506955306	1.5391682419165547
-2.51062087730156	1.5381215506955306	1.5398511226539948
-2.5099492873015605	1.5381215506955306	1.539509682285275
-2.5092776973015605	1.5381215506955306	1.5388268015478346
-2.5086061073015604	1.5381215506955306	1.539851122653995
-2.5079345173015604	1.5381215506955306	1.5395096822852747
-2.5072629273015603	1.5381215506955306	1.5391682419165547
-2.5065913373015603	1.5381215506955306	1.5388268015478344
-2.50591974730156	1.5381215506955306	1.5388268015478344
-2.50524815730156	1.5381215506955306	1.5391682419165549
-2.5045765673015605	1.5381215506955306	1.5395096822852745
-2.5039049773015605	1.5381215506955306	1.5388268015478346
-2.5032333873015604	1.5381215506955306	1.5395096822852747
-2.5025617973015604	1.5381215506955306	1.5391682419165547
-2.5018902073015603	1.5381215506955306	1.5395096822852747
-2.5012186173015603	1.5381215506955306	1.5388268015478344
-2.50054702730156	1.5381215506955306	1.5391682419165547
-2.49987543730156	1.5381215506955306	1.5395096822852745
-2.4992038473015605	1.5381215506955306	1.5391682419165549
-2.4985322573015605	1.5381215506955306	1.5388268015478346
-2.4978606673015604	1.5381215506955306	1.5391682419165547
-2.4971890773015604	1.5381215506955306	1.5395096822852747
-2.4965174873015603	1.5381215506955306	1.5395096822852747
-2.4958458973015603	1.5381215506955306	1.5395096822852747
-2.49517430730156	1.5381215506955306	1.5388268015478344
