Time (s),Channel 1 (V),Channel 2 (V)
-3.580853472877187,1.538808451671449,1.539509682285275
-3.578778272877187,1.538808451671449,1.539509682285275
-3.576703072877187,1.538808451671449,1.539851122653995
-3.574627872877187,1.538808451671449,1.539851122653995
-3.572552672877187,1.538808451671449,1.539509682285275
-3.570477472877187,1.538808451671449,1.539509682285275
-3.568402272877186,1.538808451671449,1.539509682285275
-3.566327072877186,1.538808451671449,1.539509682285275
-3.564251872877188,1.538808451671449,1.539509682285275
-3.562176672877188,1.538808451671449,1.539851122653995
-3.560101472877188,1.538808451671449,1.539851122653995
-3.558026272877187,1.538808451671449,1.539851122653995
-3.555951072877187,1.538808451671449,1.539851122653995
-3.553875872877187,1.538808451671449,1.539509682285275
-3.551800672877187,1.538808451671449,1.539509682285275
-3.549725472877187,1.538808451671449,1.539509682285275
-3.547650272877187,1.538808451671449,1.539509682285275
-3.545575072877186,1.538808451671449,1.539509682285275
-3.543499872877188,1.538808451671449,1.539168241916555
-3.541424672877188,1.538808451671449,1.539509682285275
-3.539349472877188,1.538808451671449,1.539851122653995
-3.537274272877188,1.538808451671449,1.539509682285275
-3.535199072877187,1.538808451671449,1.539509682285275
-3.533123872877187,1.538808451671449,1.539851122653995
-3.531048672877187,1.538808451671449,1.539851122653995
-3.528973472877187,1.538808451671449,1.539168241916555
-3.526898272877187,1.538808451671449,1.539509682285275
-3.524823072877187,1.538808451671449,1.539851122653995
-3.522747872877186,1.538808451671449,1.539509682285275
-3.520672672877188,1.538808451671449,1.539168241916555
-3.518597472877188,1.538808451671449,1.539851122653995
-3.516522272877188,1.538808451671449,1.539851122653995
-3.514447072877187,1.538808451671449,1.539509682285275
-3.512371872877187,1.538808451671449,1.539509682285275
-3.510296672877187,1.538808451671449,1.539509682285275
-3.508221472877187,1.538808451671449,1.539168241916555
-3.506146272877187,1.538808451671449,1.539509682285275
-3.504071072877187,1.538808451671449,1.539509682285275
-3.501995872877186,1.538808451671449,1.539509682285275
-3.499920672877186,1.538808451671449,1.539509682285275
-3.497845472877188,1.538808451671449,1.539509682285275
-3.495770272877188,1.538808451671449,1.539509682285275
-3.493695072877188,1.538808451671449,1.539509682285275
-3.491619872877187,1.538808451671449,1.539851122653995
-3.489544672877187,1.538808451671449,1.539851122653995
-3.487469472877187,1.538808451671449,1.539851122653995
-3.485394272877187,1.538808451671449,1.539509682285275
-3.483319072877187,1.538808451671449,1.539509682285275
-3.481243872877187,1.538808451671449,1.539851122653995
-3.479168672877186,1.538808451671449,1.539509682285275
-3.477093472877188,1.538808451671449,1.539509682285275
-3.475018272877188,1.538808451671449,1.539509682285275
-3.472943072877188,1.538808451671449,1.539851122653995
-3.470867872877188,1.538808451671449,1.539851122653995
-3.468792672877187,1.538808451671449,1.539509682285275
-3.466717472877187,1.538808451671449,1.539851122653995
-3.464642272877187,1.538808451671449,1.539851122653995
-3.462567072877187,1.538808451671449,1.539509682285275
-3.460491872877187,1.538808451671449,1.539509682285275
-3.458416672877187,1.538808451671449,1.539851122653995
-3.456341472877186,1.538808451671449,1.539509682285275
-3.454266272877188,1.538808451671449,1.539509682285275
-3.452191072877188,1.538808451671449,1.539509682285275
-3.450115872877188,1.538808451671449,1.539509682285275
-3.448040672877188,1.538808451671449,1.539509682285275
-3.445965472877187,1.538808451671449,1.539168241916555
-3.443890272877187,1.538808451671449,1.539509682285275
-3.441815072877187,1.538808451671449,1.539509682285275
-3.439739872877187,1.538808451671449,1.539509682285275
-3.437664672877187,1.538808451671449,1.539851122653995
-3.435589472877187,1.538808451671449,1.539851122653995
-3.433514272877186,1.538808451671449,1.539851122653995
-3.431439072877188,1.538808451671449,1.539509682285275
-3.429363872877188,1.538808451671449,1.539509682285275
-3.427288672877188,1.538808451671449,1.539509682285275
-3.425213472877187,1.538808451671449,1.539168241916555
-3.423138272877187,1.538808451671449,1.539509682285275
-3.421063072877187,1.538808451671449,1.539851122653995
-3.418987872877187,1.538808451671449,1.539509682285275
-3.416912672877187,1.538808451671449,1.539168241916555
-3.414837472877187,1.538808451671449,1.539851122653995
-3.412762272877186,1.538808451671449,1.539509682285275
-3.410687072877186,1.538808451671449,1.539509682285275
-3.408611872877188,1.538808451671449,1.539509682285275
-3.406536672877188,1.538808451671449,1.539851122653995
-3.404461472877188,1.538808451671449,1.539509682285275
-3.402386272877187,1.538808451671449,1.539509682285275
-3.400311072877187,1.538808451671449,1.539509682285275
-3.398235872877187,1.538808451671449,1.539509682285275
-3.396160672877187,1.538808451671449,1.539851122653995
-3.394085472877187,1.538808451671449,1.539509682285275
-3.392010272877187,1.538808451671449,1.539509682285275
-3.389935072877186,1.538808451671449,1.539509682285275
-3.387859872877188,1.538808451671449,1.539509682285275
-3.385784672877188,1.538808451671449,1.539509682285275
-3.383709472877188,1.538808451671449,1.539509682285275
-3.381634272877188,1.538808451671449,1.539168241916555
-3.379559072877187,1.538808451671449,1.539851122653995
-3.377483872877187,1.538808451671449,1.539851122653995
-3.375408672877187,1.538808451671449,1.539509682285275
-3.373333472877187,1.538808451671449,1.539851122653995
-3.371258272877187,1.538808451671449,1.539851122653995
-3.369183072877187,1.538808451671449,1.539851122653995
-3.367107872877186,1.538808451671449,1.539509682285275
-3.365032672877188,1.538808451671449,1.539851122653995
-3.362957472877188,1.538808451671449,1.539851122653995
-3.360882272877188,1.538808451671449,1.539509682285275
-3.358807072877187,1.538808451671449,1.539509682285275
-3.356731872877187,1.538808451671449,1.539509682285275
-3.354656672877187,1.538808451671449,1.539851122653995
-3.352581472877187,1.538808451671449,1.539509682285275
-3.350506272877187,1.538808451671449,1.539851122653995
-3.348431072877187,1.538808451671449,1.539509682285275
-3.346355872877186,1.538808451671449,1.539509682285275
-3.344280672877186,1.538808451671449,1.539509682285275
-3.342205472877188,1.538808451671449,1.539509682285275
-3.340130272877188,1.538808451671449,1.539509682285275
-3.338055072877188,1.538808451671449,1.539509682285275
-3.335979872877187,1.538808451671449,1.539509682285275
-3.333904672877187,1.538808451671449,1.539851122653995
-3.331829472877187,1.538808451671449,1.539851122653995
-3.329754272877187,1.538808451671449,1.539851122653995
-3.327679072877187,1.538808451671449,1.539851122653995
-3.325603872877187,1.538808451671449,1.539509682285275
-3.323528672877186,1.538808451671449,1.539851122653995
-3.321453472877188,1.538808451671449,1.539509682285275
-3.319378272877188,1.538808451671449,1.539509682285275
-3.317303072877188,1.538808451671449,1.539509682285275
-3.315227872877188,1.538808451671449,1.539509682285275
-3.313152672877187,1.538808451671449,1.539851122653995
-3.311077472877187,1.538808451671449,1.539851122653995
-3.309002272877187,1.538808451671449,1.539509682285275
-3.306927072877187,1.538808451671449,1.539509682285275
-3.304851872877187,1.538808451671449,1.539509682285275
-3.302776672877187,1.538808451671449,1.539851122653995
-3.300701472877186,1.538808451671449,1.539509682285275
-3.298626272877188,1.538808451671449,1.539851122653995
-3.296551072877188,1.538808451671449,1.539851122653995
-3.294475872877188,1.538808451671449,1.539509682285275
-3.292400672877188,1.538808451671449,1.539509682285275
-3.290325472877187,1.538808451671449,1.539509682285275
-3.288250272877187,1.538808451671449,1.539851122653995
-3.286175072877187,1.538808451671449,1.539509682285275
-3.284099872877187,1.538808451671449,1.539509682285275
-3.282024672877187,1.538808451671449,1.539851122653995
-3.279949472877187,1.538808451671449,1.539851122653995
-3.277874272877186,1.538808451671449,1.539851122653995
-3.275799072877188,1.538808451671449,1.539851122653995
-3.273723872877188,1.538808451671449,1.539851122653995
-3.271648672877188,1.538808451671449,1.539851122653995
-3.269573472877187,1.538808451671449,1.539509682285275
-3.267498272877187,1.538808451671449,1.539851122653995
-3.265423072877187,1.538808451671449,1.539509682285275
-3.263347872877187,1.538808451671449,1.539509682285275
-3.261272672877187,1.538808451671449,1.539851122653995
-3.259197472877187,1.538808451671449,1.539851122653995
-3.257122272877186,1.538808451671449,1.539509682285275
-3.255047072877186,1.538808451671449,1.539509682285275
-3.252971872877188,1.538808451671449,1.539509682285275
-3.250896672877188,1.538808451671449,1.539509682285275
-3.248821472877188,1.538808451671449,1.539509682285275
-3.246746272877187,1.538808451671449,1.539509682285275
-3.244671072877187,1.538808451671449,1.539509682285275
-3.242595872877187,1.538808451671449,1.539509682285275
-3.240520672877187,1.538808451671449,1.539509682285275
-3.238445472877187,1.538808451671449,1.539851122653995
-3.236370272877187,1.538808451671449,1.539851122653995
-3.234295072877186,1.538808451671449,1.539509682285275
-3.232219872877188,1.538808451671449,1.539509682285275
-3.230144672877188,1.538808451671449,1.539509682285275
-3.228069472877188,1.538808451671449,1.539509682285275
-3.225994272877188,1.538808451671449,1.539509682285275
-3.223919072877187,1.538808451671449,1.539851122653995
-3.221843872877187,1.538808451671449,1.539509682285275
-3.219768672877187,1.538808451671449,1.539509682285275
-3.217693472877187,1.538808451671449,1.539851122653995
-3.215618272877187,1.538808451671449,1.539509682285275
-3.213543072877187,1.538808451671449,1.539851122653995
-3.211467872877186,1.538808451671449,1.539851122653995
-3.209392672877188,1.538808451671449,1.539851122653995
-3.207317472877188,1.538808451671449,1.539851122653995
-3.205242272877188,1.538808451671449,1.539851122653995
-3.203167072877187,1.538808451671449,1.539851122653995
-3.201091872877187,1.538808451671449,1.539509682285275
-3.199016672877187,1.538808451671449,1.539509682285275
-3.196941472877187,1.538808451671449,1.539851122653995
-3.194866272877187,1.538808451671449,1.539851122653995
-3.192791072877187,1.538808451671449,1.539509682285275
-3.190715872877186,1.538808451671449,1.539509682285275
-3.188640672877186,1.538808451671449,1.539851122653995
-3.186565472877188,1.538808451671449,1.539509682285275
-3.184490272877188,1.538808451671449,1.539851122653995
-3.182415072877188,1.538808451671449,1.539509682285275
-3.180339872877187,1.538808451671449,1.539851122653995
-3.178264672877187,1.538808451671449,1.539509682285275
-3.176189472877187,1.538808451671449,1.539509682285275
-3.174114272877187,1.538808451671449,1.539509682285275
