Time (s),Channel 1 (V),Channel 2 (V)
-1.061426049867662,1.53846500118349,1.539168241916555
-1.061086719867662,1.53846500118349,1.539168241916555
-1.060747389867662,1.53846500118349,1.538826801547834
-1.060408059867662,1.53846500118349,1.539851122653995
-1.060068729867662,1.53846500118349,1.539168241916555
-1.059729399867662,1.53846500118349,1.539509682285275
-1.059390069867662,1.53846500118349,1.538826801547835
-1.059050739867662,1.53846500118349,1.538826801547834
-1.058711409867662,1.53846500118349,1.539509682285275
-1.058372079867662,1.53846500118349,1.538826801547834
-1.058032749867662,1.53846500118349,1.539509682285275
-1.057693419867662,1.53846500118349,1.538485361179114
-1.057354089867662,1.53846500118349,1.538826801547834
-1.057014759867662,1.53846500118349,1.538485361179114
-1.056675429867662,1.53846500118349,1.538485361179114
-1.056336099867662,1.53846500118349,1.538826801547834
-1.055996769867662,1.53846500118349,1.539168241916555
-1.055657439867662,1.53846500118349,1.538826801547834
-1.055318109867662,1.53846500118349,1.539509682285275
-1.054978779867662,1.53846500118349,1.539851122653995
-1.054639449867662,1.53846500118349,1.539168241916555
-1.054300119867662,1.53846500118349,1.539168241916555
-1.053960789867662,1.53846500118349,1.539168241916555
-1.053621459867662,1.53846500118349,1.539168241916555
-1.053282129867662,1.53846500118349,1.538826801547834
-1.052942799867662,1.53846500118349,1.539168241916554
-1.052603469867662,1.53846500118349,1.538826801547834
-1.052264139867662,1.53846500118349,1.539168241916555
-1.051924809867662,1.53846500118349,1.539168241916555
-1.051585479867662,1.53846500118349,1.539168241916555
-1.051246149867662,1.53846500118349,1.539509682285275
-1.050906819867662,1.53846500118349,1.539168241916555
-1.050567489867662,1.53846500118349,1.539168241916555
-1.050228159867662,1.53846500118349,1.539509682285275
-1.049888829867662,1.53846500118349,1.539168241916555
-1.049549499867662,1.53846500118349,1.538826801547834
-1.049210169867662,1.53846500118349,1.539168241916555
-1.048870839867662,1.53846500118349,1.539851122653995
-1.048531509867662,1.53846500118349,1.539168241916555
-1.048192179867662,1.53846500118349,1.539509682285275
-1.047852849867662,1.53846500118349,1.538826801547834
-1.047513519867662,1.53846500118349,1.539509682285275
-1.047174189867662,1.53846500118349,1.539509682285275
-1.046834859867662,1.53846500118349,1.539168241916555
-1.046495529867662,1.53846500118349,1.538143920810394
-1.046156199867662,1.53846500118349,1.539168241916555
-1.045816869867662,1.53846500118349,1.538826801547834
-1.045477539867662,1.53846500118349,1.538826801547834
-1.045138209867662,1.53846500118349,1.539851122653995
-1.044798879867662,1.53846500118349,1.539851122653995
-1.044459549867662,1.53846500118349,1.539168241916555
-1.044120219867662,1.53846500118349,1.539168241916555
-1.043780889867662,1.53846500118349,1.539168241916555
-1.043441559867662,1.53846500118349,1.539168241916555
-1.043102229867662,1.53846500118349,1.539851122653995
-1.042762899867662,1.53846500118349,1.538143920810394
-1.042423569867662,1.53846500118349,1.538485361179114
-1.042084239867662,1.53846500118349,1.539168241916555
-1.041744909867662,1.53846500118349,1.539509682285275
-1.041405579867662,1.53846500118349,1.538143920810394
-1.041066249867662,1.53846500118349,1.539509682285274
-1.040726919867662,1.53846500118349,1.538143920810394
-1.040387589867662,1.53846500118349,1.540192563022715
-1.040048259867662,1.53846500118349,1.539168241916555
-1.039708929867662,1.53846500118349,1.539509682285275
-1.039369599867662,1.53846500118349,1.538826801547835
-1.039030269867662,1.53846500118349,1.539509682285275
-1.038690939867662,1.53846500118349,1.539168241916555
-1.038351609867662,1.53846500118349,1.538485361179114
-1.038012279867662,1.53846500118349,1.539509682285275
-1.037672949867662,1.53846500118349,1.538826801547834
-1.037333619867662,1.53846500118349,1.538826801547834
