Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
2892.811950154829,0.0144153382155779,-10.28326633552234,135.6985433137346
2924.017738212866,0.01384981989034271,-10.54933353965761,133.9366734431958
2955.560154169676,0.01481463305501561,-10.82212504553408,132.1760753521967
2987.442829349742,0.01451383735403479,-11.09761666615599,130.4386984790208
3019.669434249933,0.01388493874592728,-11.37565663681688,128.7025464225752
3052.24367896207,0.01439834396499718,-11.65920544056665,126.9717116136094
3085.169313600048,0.01489722622608368,-11.94791790043144,125.258201188619
3118.450128731572,0.0149146447650321,-12.2407518779039,123.5673191118843
3152.089955814542,0.01419325609174038,-12.53856158685876,121.8692062976993
3186.092667638154,0.01533327182739489,-12.83786732893133,120.1952877953945
3220.462178768756,0.01486763868409672,-13.14140385979146,118.5377293370941
3255.202446000507,0.01489555291080558,-13.45037688422213,116.8726733858477
3290.317468810912,0.01548823548140783,-13.7615521997337,115.2586332135813
3325.811289821253,0.0149855634992044,-14.07717059322507,113.6335215584365
3361.687995262004,0.01568684231962523,-14.39968824496079,112.0510489821719
3397.951715443256,0.01540756996549006,-14.71887111142774,110.441627041039
3434.606625230217,0.01536503649503338,-15.04492649708178,108.8959980548984
3471.656944523847,0.01602777245202319,-15.37419183979292,107.3419544766585
3509.106938746675,0.01540595761448643,-15.706365553446,105.80159652944
3546.960919333852,0.01578257034623735,-16.04407375480745,104.2996698584308
3585.223244229514,0.0164907219363714,-16.38490435919067,102.8053949465879
3623.898318388478,0.01568523782371877,-16.72768492275555,101.3477579898379
3662.990594283375,0.01654171045843458,-17.06988359036082,99.87887762129655
3702.504572417237,0.01622066855645478,-17.41454407498951,98.43907912048518
3742.444801841615,0.01650868283049905,-17.76562612127046,97.05847226704439
3782.815880680295,0.01668029727967721,-18.11528577203266,95.64179975992312
3823.62245665865,0.01681116778425734,-18.46926649380562,94.27857285783233
3864.869227638719,0.01737204181570078,-18.82935849855506,92.90570614324339
3906.560942160042,0.01683470129824741,-19.18457066627727,91.59404529417655
3948.702399986337,0.01756874682246753,-19.55166079798648,90.26807663114681
3991.298452658078,0.01685162617815656,-19.91626443156151,88.96433988990492
4034.354004051025,0.01819127213335715,-20.27595090885935,87.71371264633993
4077.874010940782,0.01758174529101217,-20.63476062435696,86.43846323030661
4121.863483573453,0.01780718746341198,-21.00424951150728,85.23512892579146
4166.327486242439,0.01769898650160708,-21.38163303636901,84.01646704918483
4211.271137871469,0.01865428757060645,-21.75006046029547,82.80882870831491
4256.699612603923,0.01784624264291116,-22.11946575834551,81.61620889788729
4302.618140398493,0.01891715653197005,-22.48819797313015,80.48785615924349
4349.032007631293,0.01877356621300991,-22.86475542615495,79.36913505386899
4395.946557704449,0.01894585765473861,-23.23773554449814,78.22623211504232
4443.367191661261,0.01843974412661525,-23.61646536876386,77.11789487937732
4491.299368807999,0.01941146890082839,-23.98913932387707,76.08680853889375
4539.7486073424,0.01691434691179018,-24.37917461328816,74.96925930068235
4588.720484988963,0.01932949024931199,-24.76073733464633,73.91170161546576
4638.220639641076,0.01770383407895626,-25.13624573756862,72.90651184131349
4688.254770010078,0.02028433136268576,-25.50575671547424,71.89972165235537
4738.828636281332,0.01945095028729049,-25.89225991109431,70.92602771355624
4789.948060777363,0.01959382708846215,-26.26369963619154,69.91889983671888
4841.618928628149,0.02033802600988992,-26.66107756047285,68.94940055246998
4893.847188448656,0.02025539897748373,-27.02773228865336,68.00632486063365
4946.638853023665,0.02133276499767323,-27.42291892138216,67.09326122084435
5000,0.01748210615805092,-27.80822462217515,66.23298546954288
