#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C964
#Date Time: 2024-11-15 15:30:01.158
#Sample rate: 400Hz
#Samples: 4096

Time (s),UART2,UART
-0.9075,X,hF5[õ]
-0.905,X,hF5[õ]
-0.9025,X,hF5[õ]
-0.9,X,hF5[õ]
-0.8975,X,hF5[õ]
-0.895,X,hF5[õ]
-0.8925,X,hF5[õ]
-0.89,X,hF5[õ]
-0.8875,X,hF5[õ]
-0.885,X,X
-0.8825,X,X
-0.88,X,X
-0.8774999999999999,X,X
-0.875,X,X
-0.8725000000000001,X,X
-0.87,X,X
-0.8675,X,X
-0.865,X,X
-0.8625,X,h01[SOH] Framing Error
-0.86,X,h01[SOH] Framing Error
-0.8575,X,h01[SOH] Framing Error
-0.855,X,h01[SOH] Framing Error
-0.8525,X,h01[SOH] Framing Error
-0.85,X,h01[SOH] Framing Error
-0.8475,X,h01[SOH] Framing Error
-0.845,X,h01[SOH] Framing Error
-0.8425,X,h01[SOH] Framing Error
-0.84,X,h01[SOH] Framing Error
-0.8375,X,h01[SOH] Framing Error
-0.835,X,h01[SOH] Framing Error
-0.8325,X,h01[SOH] Framing Error
-0.83,X,h01[SOH] Framing Error
-0.8275,X,h01[SOH] Framing Error
-0.825,X,h01[SOH] Framing Error
-0.8225,X,h01[SOH] Framing Error
-0.82,X,h01[SOH] Framing Error
-0.8175,X,h01[SOH] Framing Error
-0.8149999999999999,X,h01[SOH] Framing Error
-0.8125,X,h01[SOH] Framing Error
-0.8100000000000001,X,h01[SOH] Framing Error
-0.8075,X,h01[SOH] Framing Error
-0.805,hFF[ÿ],h01[SOH] Framing Error
-0.8025,hFF[ÿ],h01[SOH] Framing Error
-0.8,hFF[ÿ],h01[SOH] Framing Error
-0.7975,hFF[ÿ],h01[SOH] Framing Error
-0.795,hFF[ÿ],h01[SOH] Framing Error
-0.7925,hFF[ÿ],h01[SOH] Framing Error
-0.79,hFF[ÿ],h01[SOH] Framing Error
-0.7875,hFF[ÿ],h01[SOH] Framing Error
-0.785,hFF[ÿ],h01[SOH] Framing Error
-0.7825,hFF[ÿ],h01[SOH] Framing Error
-0.78,hFF[ÿ],h01[SOH] Framing Error
-0.7775,hFF[ÿ],h01[SOH] Framing Error
-0.775,hFF[ÿ],h01[SOH] Framing Error
-0.7725,hFF[ÿ],h01[SOH] Framing Error
-0.77,hFF[ÿ],h01[SOH] Framing Error
-0.7675,hFF[ÿ],h01[SOH] Framing Error
-0.765,hFF[ÿ],h01[SOH] Framing Error
-0.7625,hFF[ÿ],h01[SOH] Framing Error
-0.76,hFF[ÿ],h01[SOH] Framing Error
-0.7575,hFF[ÿ],h01[SOH] Framing Error
-0.755,hFF[ÿ],h01[SOH] Framing Error
-0.7524999999999999,hFF[ÿ],h01[SOH] Framing Error
-0.75,hFF[ÿ],h01[SOH] Framing Error
-0.7475000000000001,hFF[ÿ],h01[SOH] Framing Error
-0.745,hFF[ÿ],h01[SOH] Framing Error
-0.7425,hFF[ÿ],h01[SOH] Framing Error
-0.74,hFF[ÿ],h01[SOH] Framing Error
-0.7375,hFF[ÿ],h01[SOH] Framing Error
-0.735,hFF[ÿ],h01[SOH] Framing Error
-0.7325,hFF[ÿ],h01[SOH] Framing Error
-0.73,hFF[ÿ],h01[SOH] Framing Error
-0.7275,hFF[ÿ],h01[SOH] Framing Error
-0.725,hFF[ÿ],h01[SOH] Framing Error
-0.7225,hFF[ÿ],h01[SOH] Framing Error
-0.72,hFF[ÿ],h01[SOH] Framing Error
-0.7175,hFF[ÿ],h01[SOH] Framing Error
-0.715,hFF[ÿ],h01[SOH] Framing Error
-0.7125,hFF[ÿ],h01[SOH] Framing Error
-0.71,hFF[ÿ],h01[SOH] Framing Error
-0.7075,hFF[ÿ],h01[SOH] Framing Error
-0.705,hFF[ÿ],h01[SOH] Framing Error
-0.7025,hFF[ÿ],h01[SOH] Framing Error
-0.7,hFF[ÿ],h01[SOH] Framing Error
-0.6975,hFF[ÿ],h01[SOH] Framing Error
-0.695,hFF[ÿ],h01[SOH] Framing Error
-0.6925,hFF[ÿ],h01[SOH] Framing Error
-0.6899999999999999,hFF[ÿ],h01[SOH] Framing Error
-0.6875,hFF[ÿ],h01[SOH] Framing Error
-0.6850000000000001,hFF[ÿ],h01[SOH] Framing Error
-0.6825,hFF[ÿ],h01[SOH] Framing Error
-0.68,hFF[ÿ],h01[SOH] Framing Error
-0.6775,hFF[ÿ],h01[SOH] Framing Error
-0.675,hFF[ÿ],h01[SOH] Framing Error
-0.6725,hFF[ÿ],h01[SOH] Framing Error
-0.67,hFF[ÿ],h01[SOH] Framing Error
-0.6675,hFF[ÿ],h01[SOH] Framing Error
-0.665,hFF[ÿ],h01[SOH] Framing Error
-0.6625,hFF[ÿ],h01[SOH] Framing Error
-0.66,hFF[ÿ],h01[SOH] Framing Error
-0.6575,hFF[ÿ],h01[SOH] Framing Error
-0.655,hFF[ÿ],h01[SOH] Framing Error
-0.6525,hFF[ÿ],h01[SOH] Framing Error
-0.65,hFF[ÿ],h01[SOH] Framing Error
-0.6475,hFF[ÿ],h01[SOH] Framing Error
-0.645,hFF[ÿ],h01[SOH] Framing Error
-0.6425,hFF[ÿ],h01[SOH] Framing Error
-0.64,hFF[ÿ],h01[SOH] Framing Error
-0.6375,hFF[ÿ],h01[SOH] Framing Error
-0.635,hFF[ÿ],h01[SOH] Framing Error
-0.6325,hFF[ÿ],h01[SOH] Framing Error
-0.63,hFF[ÿ],h01[SOH] Framing Error
-0.6274999999999999,hFF[ÿ],h01[SOH] Framing Error
-0.625,hFF[ÿ],h01[SOH] Framing Error
-0.6225000000000001,hFF[ÿ],h01[SOH] Framing Error
-0.62,hFF[ÿ],h01[SOH] Framing Error
-0.6175,hFF[ÿ],h01[SOH] Framing Error
-0.615,hFF[ÿ],h01[SOH] Framing Error
-0.6125,hFF[ÿ],h01[SOH] Framing Error
-0.61,hFF[ÿ],h01[SOH] Framing Error
-0.6075,hFF[ÿ],h01[SOH] Framing Error
-0.605,hFF[ÿ],h01[SOH] Framing Error
-0.6025,hFF[ÿ],h01[SOH] Framing Error
-0.6,hFF[ÿ],h01[SOH] Framing Error
-0.5975,hFF[ÿ],h01[SOH] Framing Error
-0.595,hFF[ÿ],h01[SOH] Framing Error
-0.5925,hFF[ÿ],h01[SOH] Framing Error
-0.59,hFF[ÿ],h01[SOH] Framing Error
-0.5875,hFF[ÿ],h01[SOH] Framing Error
-0.585,hFF[ÿ],h01[SOH] Framing Error
-0.5825,hFF[ÿ],h01[SOH] Framing Error
-0.58,hFF[ÿ],h01[SOH] Framing Error
-0.5775,hFF[ÿ],h01[SOH] Framing Error
-0.575,hFF[ÿ],h01[SOH] Framing Error
-0.5725,hFF[ÿ],h01[SOH] Framing Error
-0.57,hFF[ÿ],h01[SOH] Framing Error
-0.5675,hFF[ÿ],h01[SOH] Framing Error
-0.5649999999999999,hFF[ÿ],h01[SOH] Framing Error
-0.5625,hFF[ÿ],h01[SOH] Framing Error
-0.5600000000000001,hFF[ÿ],h01[SOH] Framing Error
-0.5575,hFF[ÿ],h01[SOH] Framing Error
-0.555,hFF[ÿ],h01[SOH] Framing Error
-0.5525,hFF[ÿ],h01[SOH] Framing Error
-0.55,hFF[ÿ],h01[SOH] Framing Error
-0.5475,hFF[ÿ],h01[SOH] Framing Error
-0.545,hFF[ÿ],h01[SOH] Framing Error
-0.5425,hFF[ÿ],h01[SOH] Framing Error
-0.54,hFF[ÿ],h01[SOH] Framing Error
-0.5375,hFF[ÿ],h01[SOH] Framing Error
-0.535,hFF[ÿ],h01[SOH] Framing Error
-0.5325,hFF[ÿ],h01[SOH] Framing Error
-0.53,hFF[ÿ],h01[SOH] Framing Error
-0.5275,hFF[ÿ],h01[SOH] Framing Error
-0.525,hFF[ÿ],h01[SOH] Framing Error
-0.5225,hFF[ÿ],h01[SOH] Framing Error
-0.52,hFF[ÿ],h01[SOH] Framing Error
-0.5175,hFF[ÿ],h01[SOH] Framing Error
-0.515,hFF[ÿ],h01[SOH] Framing Error
-0.5125,hFF[ÿ],h01[SOH] Framing Error
-0.51,hFF[ÿ],h01[SOH] Framing Error
-0.5075,hFF[ÿ],h01[SOH] Framing Error
-0.505,hFF[ÿ],h01[SOH] Framing Error
-0.5024999999999999,hFF[ÿ],h01[SOH] Framing Error
-0.5,hFF[ÿ],h01[SOH] Framing Error
-0.4975,hFF[ÿ],h01[SOH] Framing Error
-0.495,hFF[ÿ],h01[SOH] Framing Error
-0.4925,hFF[ÿ],h01[SOH] Framing Error
-0.49,hFF[ÿ],h01[SOH] Framing Error
-0.4875,hFF[ÿ],h01[SOH] Framing Error
-0.485,hFF[ÿ],h01[SOH] Framing Error
-0.4825,hFF[ÿ],h01[SOH] Framing Error
-0.48,hFF[ÿ],h01[SOH] Framing Error
-0.4775,hFF[ÿ],h01[SOH] Framing Error
-0.475,hFF[ÿ],h01[SOH] Framing Error
-0.4725,hFF[ÿ],h01[SOH] Framing Error
-0.47,hFF[ÿ],h01[SOH] Framing Error
-0.4675,hFF[ÿ],h01[SOH] Framing Error
-0.465,hFF[ÿ],h01[SOH] Framing Error
-0.4625,hFF[ÿ],h01[SOH] Framing Error
-0.46,hFF[ÿ],h01[SOH] Framing Error
-0.4575,hFF[ÿ],h01[SOH] Framing Error
-0.455,hFF[ÿ],h01[SOH] Framing Error
-0.4525,hFF[ÿ],h01[SOH] Framing Error
-0.45,hFF[ÿ],h01[SOH] Framing Error
-0.4475,hFF[ÿ],h01[SOH] Framing Error
-0.445,hFF[ÿ],h01[SOH] Framing Error
-0.4425,hFF[ÿ],h01[SOH] Framing Error
-0.44,hFF[ÿ],h01[SOH] Framing Error
-0.4375,hFF[ÿ],h01[SOH] Framing Error
-0.435,hFF[ÿ],h01[SOH] Framing Error
-0.4325,hFF[ÿ],h01[SOH] Framing Error
-0.43,hFF[ÿ],h01[SOH] Framing Error
-0.4275,hFF[ÿ],h01[SOH] Framing Error
-0.425,hFF[ÿ],h01[SOH] Framing Error
-0.4225,hFF[ÿ],h01[SOH] Framing Error
-0.42,hFF[ÿ],h01[SOH] Framing Error
-0.4175,hFF[ÿ],h01[SOH] Framing Error
-0.415,hFF[ÿ],h01[SOH] Framing Error
-0.4125,hFF[ÿ],h01[SOH] Framing Error
-0.41,hFF[ÿ],h01[SOH] Framing Error
-0.4075,hFF[ÿ],h01[SOH] Framing Error
-0.405,hFF[ÿ],h01[SOH] Framing Error
-0.4025,hFF[ÿ],h01[SOH] Framing Error
-0.4,hFF[ÿ],h01[SOH] Framing Error
-0.3975,hFF[ÿ],h01[SOH] Framing Error
-0.395,hFF[ÿ],h01[SOH] Framing Error
-0.3925,hFF[ÿ],h01[SOH] Framing Error
-0.39,hFF[ÿ],h01[SOH] Framing Error
-0.3875,hFF[ÿ],h01[SOH] Framing Error
-0.385,hFF[ÿ],X
-0.3825,hFF[ÿ],X
-0.38,hFF[ÿ],X
-0.3775,hFF[ÿ],X
-0.375,hFF[ÿ],X
-0.3725,hFF[ÿ],X
-0.37,hFF[ÿ],X
-0.3675,hFF[ÿ],X
-0.365,hFF[ÿ],X
-0.3625,hFF[ÿ],X
-0.36,hFF[ÿ],X
-0.3575,hFF[ÿ],X
-0.355,hFF[ÿ],X
-0.3525,hFF[ÿ],X
-0.35,hFF[ÿ],X
-0.3475,hFF[ÿ],X
-0.345,hFF[ÿ],X
-0.3425,hFF[ÿ],X
-0.34,hFF[ÿ],X
-0.3375,hFF[ÿ],X
-0.335,hFF[ÿ],X
-0.3325,hFF[ÿ],X
-0.33,hFF[ÿ],X
-0.3275,X,X
-0.325,X,X
-0.3225,X,X
-0.32,X,X
-0.3175,X,X
-0.315,X,X
-0.3125,X,X
-0.31,X,X
-0.3075,X,X
-0.305,X,X
-0.3025,X,X
-0.3,X,X
-0.2975,X,X
-0.295,X,X
-0.2925,X,X
-0.29,X,X
-0.2875,X,X
-0.285,X,X
-0.2825,X,X
-0.28,X,X
-0.2775,X,X
-0.275,X,X
-0.2725,X,X
-0.27,X,X
-0.2675,X,X
-0.265,X,X
-0.2625,X,X
-0.26,X,X
-0.2575,X,X
-0.255,X,X
-0.2525,X,X
-0.25,X,X
-0.2475,X,X
-0.245,X,X
-0.2425,X,X
-0.24,X,X
-0.2375,X,X
-0.235,X,X
-0.2325,X,X
-0.23,X,X
-0.2275,X,X
-0.225,X,X
-0.2225,X,X
-0.22,X,X
-0.2175,X,X
-0.215,X,X
-0.2125,X,X
-0.21,X,X
-0.2075,X,X
-0.205,h42[B],X
-0.2025,h42[B],X
-0.2,h42[B],X
-0.1975,h42[B],X
-0.195,h42[B],X
-0.1925,h42[B],X
-0.19,h42[B],X
-0.1875,h42[B],X
-0.185,h42[B],X
-0.1825,h42[B],X
-0.18,h42[B],X
-0.1775,h42[B],X
-0.175,h42[B],X
-0.1725,h42[B],X
-0.17,h42[B],X
-0.1675,h42[B],X
-0.165,h42[B],X
-0.1625,h42[B],X
-0.16,h42[B],X
-0.1575,h42[B],X
-0.155,h42[B],X
-0.1525,h42[B],X
-0.15,h42[B],X
-0.1475,h42[B],X
-0.145,h42[B],X
-0.1425,h42[B],X
-0.14,h42[B],X
-0.1375,h42[B],X
-0.135,h42[B],X
-0.1325,h42[B],X
-0.13,h42[B],X
-0.1275,h42[B],X
-0.125,h42[B],X
-0.1225,h42[B],X
-0.12,h42[B],X
-0.1175,h42[B],X
-0.115,h42[B],X
-0.1125,h42[B],X
-0.11,h42[B],X
-0.1075,h42[B],X
-0.105,h42[B],X
-0.1025,h42[B],hAF[¯] Framing Error
-0.1,h42[B],hAF[¯] Framing Error
-0.0975,h42[B],hAF[¯] Framing Error
-0.095,h42[B],hAF[¯] Framing Error
-0.0925,h42[B],hAF[¯] Framing Error
-0.09,h42[B],hAF[¯] Framing Error
-0.08749999999999999,h42[B],hAF[¯] Framing Error
-0.08500000000000001,h42[B],hAF[¯] Framing Error
-0.0825,h42[B],hAF[¯] Framing Error
-0.08,h42[B],hAF[¯] Framing Error
-0.0775,h42[B],hAF[¯] Framing Error
-0.075,h42[B],hAF[¯] Framing Error
-0.0725,h42[B],hAF[¯] Framing Error
-0.07000000000000001,h42[B],hAF[¯] Framing Error
-0.0675,h42[B],hAF[¯] Framing Error
-0.065,h42[B],hAF[¯] Framing Error
-0.0625,h42[B],hAF[¯] Framing Error
-0.06,h42[B],hAF[¯] Framing Error
-0.0575,h42[B],hAF[¯] Framing Error
-0.055,h42[B],hAF[¯] Framing Error
-0.0525,h42[B],hAF[¯] Framing Error
-0.05,h42[B],hAF[¯] Framing Error
-0.0475,h42[B],hAF[¯] Framing Error
-0.045,h42[B],hAF[¯] Framing Error
-0.0425,h42[B],hAF[¯] Framing Error
-0.04,h42[B],hAF[¯] Framing Error
-0.0375,h42[B],hAF[¯] Framing Error
-0.035,h42[B],hAF[¯] Framing Error
-0.0325,h42[B],hAF[¯] Framing Error
-0.03,h42[B],hAF[¯] Framing Error
-0.0275,h42[B],hAF[¯] Framing Error
-0.025,h42[B],hAF[¯] Framing Error
-0.0225,h42[B],hAF[¯] Framing Error
-0.02,h42[B],hAF[¯] Framing Error
-0.0175,h42[B],hAF[¯] Framing Error
-0.015,h42[B],hAF[¯] Framing Error
-0.0125,h42[B],hAF[¯] Framing Error
-0.01,h42[B],hAF[¯] Framing Error
-0.0075,h42[B],hAF[¯] Framing Error
-0.005,h42[B],hAF[¯] Framing Error
-0.0025,h42[B],hAF[¯] Framing Error
0,h42[B],hAF[¯] Framing Error
0.0025,h42[B],hAF[¯] Framing Error
0.005,h42[B],hAF[¯] Framing Error
0.0075,h42[B],hAF[¯] Framing Error
0.01,h42[B],hAF[¯] Framing Error
0.0125,h42[B],hAF[¯] Framing Error
0.015,h42[B],hAF[¯] Framing Error
0.0175,h42[B],hAF[¯] Framing Error
0.02,h42[B],hAF[¯] Framing Error
0.0225,h42[B],hAF[¯] Framing Error
0.025,h42[B],hAF[¯] Framing Error
0.0275,h42[B],hAF[¯] Framing Error
0.03,h42[B],hAF[¯] Framing Error
0.0325,h42[B],hAF[¯] Framing Error
0.035,h42[B],hAF[¯] Framing Error
0.0375,h42[B],hAF[¯] Framing Error
0.04,h42[B],hAF[¯] Framing Error
0.0425,h42[B],hAF[¯] Framing Error
0.045,h42[B],hAF[¯] Framing Error
0.0475,h42[B],hAF[¯] Framing Error
0.05,h42[B],hAF[¯] Framing Error
0.0525,h42[B],hAF[¯] Framing Error
0.055,h42[B],hAF[¯] Framing Error
0.0575,h42[B],hAF[¯] Framing Error
0.06,h42[B],hAF[¯] Framing Error
0.0625,h42[B],hAF[¯] Framing Error
0.065,h42[B],hAF[¯] Framing Error
0.0675,h42[B],hAF[¯] Framing Error
0.07000000000000001,h42[B],hAF[¯] Framing Error
0.0725,h42[B],hAF[¯] Framing Error
0.075,h42[B],hAF[¯] Framing Error
0.0775,h42[B],hAF[¯] Framing Error
0.08,h42[B],hAF[¯] Framing Error
0.0825,h42[B],hAF[¯] Framing Error
0.08500000000000001,h42[B],hAF[¯] Framing Error
0.08749999999999999,h42[B],hAF[¯] Framing Error
0.09,h42[B],hAF[¯] Framing Error
0.0925,h42[B],hAF[¯] Framing Error
0.095,h42[B],hAF[¯] Framing Error
0.0975,h42[B],hAF[¯] Framing Error
0.1,h42[B],hAF[¯] Framing Error
0.1025,h42[B],hAF[¯] Framing Error
0.105,h42[B],hAF[¯] Framing Error
0.1075,h42[B],hAF[¯] Framing Error
0.11,h42[B],hAF[¯] Framing Error
0.1125,h42[B],hAF[¯] Framing Error
0.115,h42[B],hAF[¯] Framing Error
0.1175,h42[B],hAF[¯] Framing Error
0.12,h42[B],hAF[¯] Framing Error
0.1225,h42[B],hAF[¯] Framing Error
0.125,h42[B],hAF[¯] Framing Error
0.1275,h42[B],hAF[¯] Framing Error
0.13,h42[B],hAF[¯] Framing Error
0.1325,h42[B],hAF[¯] Framing Error
0.135,h42[B],hAF[¯] Framing Error
0.1375,h42[B],hAF[¯] Framing Error
0.14,h42[B],hAF[¯] Framing Error
0.1425,h42[B],hAF[¯] Framing Error
0.145,h42[B],hAF[¯] Framing Error
0.1475,h42[B],hAF[¯] Framing Error
0.15,h42[B],hAF[¯] Framing Error
0.1525,h42[B],hAF[¯] Framing Error
0.155,h42[B],hAF[¯] Framing Error
0.1575,h42[B],hAF[¯] Framing Error
0.16,h42[B],hAF[¯] Framing Error
0.1625,h42[B],hAF[¯] Framing Error
0.165,h42[B],hAF[¯] Framing Error
0.1675,h42[B],hAF[¯] Framing Error
0.17,h42[B],hAF[¯] Framing Error
0.1725,h42[B],hAF[¯] Framing Error
0.175,h42[B],hAF[¯] Framing Error
0.1775,h42[B],hAF[¯] Framing Error
0.18,h42[B],hAF[¯] Framing Error
0.1825,h42[B],hAF[¯] Framing Error
0.185,h42[B],hAF[¯] Framing Error
0.1875,h42[B],hAF[¯] Framing Error
0.19,h42[B],hAF[¯] Framing Error
0.1925,h42[B],hAF[¯] Framing Error
0.195,h42[B],hAF[¯] Framing Error
0.1975,h42[B],hAF[¯] Framing Error
0.2,h42[B],hAF[¯] Framing Error
0.2025,h42[B],hAF[¯] Framing Error
0.205,h42[B],hAF[¯] Framing Error
0.2075,h42[B],hAF[¯] Framing Error
0.21,h42[B],hAF[¯] Framing Error
0.2125,h42[B],hAF[¯] Framing Error
0.215,h42[B],hAF[¯] Framing Error
0.2175,h42[B],hAF[¯] Framing Error
0.22,h42[B],hAF[¯] Framing Error
0.2225,h42[B],hAF[¯] Framing Error
0.225,h42[B],hAF[¯] Framing Error
0.2275,h42[B],hAF[¯] Framing Error
0.23,h42[B],hAF[¯] Framing Error
0.2325,h42[B],hAF[¯] Framing Error
0.235,h42[B],hAF[¯] Framing Error
0.2375,h42[B],hAF[¯] Framing Error
0.24,h42[B],hAF[¯] Framing Error
0.2425,h42[B],hAF[¯] Framing Error
0.245,h42[B],hAF[¯] Framing Error
0.2475,h42[B],hAF[¯] Framing Error
0.25,h42[B],hAF[¯] Framing Error
0.2525,h42[B],hAF[¯] Framing Error
0.255,h42[B],hAF[¯] Framing Error
0.2575,h42[B],hAF[¯] Framing Error
0.26,h42[B],hAF[¯] Framing Error
0.2625,h42[B],hAF[¯] Framing Error
0.265,h42[B],hAF[¯] Framing Error
0.2675,h42[B],hAF[¯] Framing Error
0.27,h42[B],hAF[¯] Framing Error
0.2725,X,hAF[¯] Framing Error
0.275,X,hAF[¯] Framing Error
0.2775,X,hAF[¯] Framing Error
0.28,X,hAF[¯] Framing Error
0.2825,X,hAF[¯] Framing Error
0.285,X,hAF[¯] Framing Error
0.2875,X,hAF[¯] Framing Error
0.29,X,hAF[¯] Framing Error
0.2925,X,hAF[¯] Framing Error
0.295,h4F[O],hAF[¯] Framing Error
0.2975,h4F[O],hAF[¯] Framing Error
0.3,h4F[O],hAF[¯] Framing Error
0.3025,h4F[O],hAF[¯] Framing Error
0.305,h4F[O],hAF[¯] Framing Error
0.3075,h4F[O],hAF[¯] Framing Error
0.31,h4F[O],hAF[¯] Framing Error
0.3125,h4F[O],hAF[¯] Framing Error
0.315,h4F[O],hAF[¯] Framing Error
0.3175,h4F[O],hAF[¯] Framing Error
0.32,h4F[O],hAF[¯] Framing Error
0.3225,h4F[O],hAF[¯] Framing Error
0.325,h4F[O],hAF[¯] Framing Error
0.3275,h4F[O],hAF[¯] Framing Error
0.33,h4F[O],hAF[¯] Framing Error
0.3325,h4F[O],hAF[¯] Framing Error
0.335,h4F[O],hAF[¯] Framing Error
0.3375,h4F[O],hAF[¯] Framing Error
0.34,h4F[O],hAF[¯] Framing Error
0.3425,h4F[O],hAF[¯] Framing Error
0.345,h4F[O],hAF[¯] Framing Error
0.3475,h4F[O],hAF[¯] Framing Error
0.35,h4F[O],hAF[¯] Framing Error
0.3525,h4F[O],hAF[¯] Framing Error
0.355,h4F[O],hAF[¯] Framing Error
0.3575,h4F[O],hAF[¯] Framing Error
0.36,h4F[O],hAF[¯] Framing Error
0.3625,h4F[O],hAF[¯] Framing Error
0.365,h4F[O],hAF[¯] Framing Error
0.3675,h4F[O],hAF[¯] Framing Error
0.37,h4F[O],hAF[¯] Framing Error
0.3725,h4F[O],hAF[¯] Framing Error
0.375,h4F[O],X
0.3775,h4F[O],X
0.38,h4F[O],X
0.3825,h4F[O],X
0.385,h4F[O],X
0.3875,h4F[O],X
0.39,h4F[O],X
0.3925,h4F[O],X
0.395,h4F[O],X
0.3975,h4F[O],X
0.4,h4F[O],X
0.4025,h4F[O],X
0.405,h4F[O],X
0.4075,h4F[O],X
0.41,h4F[O],X
0.4125,h4F[O],X
0.415,h4F[O],X
0.4175,h4F[O],X
0.42,h4F[O],X
0.4225,h4F[O],X
0.425,h4F[O],X
0.4275,h4F[O],X
0.43,h4F[O],X
0.4325,h4F[O],X
0.435,h4F[O],X
0.4375,h4F[O],X
0.44,h4F[O],X
0.4425,h4F[O],X
0.445,h4F[O],X
0.4475,h4F[O],X
0.45,h4F[O],X
0.4525,h4F[O],X
0.455,h4F[O],X
0.4575,h4F[O],X
0.46,h4F[O],X
0.4625,h4F[O],X
0.465,h4F[O],X
0.4675,h4F[O],X
0.47,h4F[O],X
0.4725,h4F[O],X
0.475,h4F[O],X
0.4775,h4F[O],X
0.48,h4F[O],X
0.4825,h4F[O],X
0.485,h4F[O],X
0.4875,h4F[O],X
0.49,h4F[O],X
0.4925,h4F[O],X
0.495,h4F[O],X
0.4975,h4F[O],X
0.5,h4F[O],X
0.5024999999999999,h4F[O],X
0.505,h4F[O],X
0.5075,h4F[O],X
0.51,h4F[O],X
0.5125,h4F[O],X
0.515,h4F[O],X
0.5175,h4F[O],X
0.52,h4F[O],X
0.5225,h4F[O],X
0.525,h4F[O],X
0.5275,h4F[O],X
0.53,h4F[O],X
0.5325,h4F[O],X
0.535,h4F[O],X
0.5375,h4F[O],X
0.54,h4F[O],X
0.5425,h4F[O],X
0.545,h4F[O],X
0.5475,h4F[O],X
0.55,h4F[O],X
0.5525,h4F[O],X
0.555,h4F[O],X
0.5575,h4F[O],X
0.5600000000000001,h4F[O],X
0.5625,h4F[O],X
0.5649999999999999,h4F[O],X
0.5675,h4F[O],X
0.57,h4F[O],X
0.5725,h4F[O],X
0.575,h4F[O],X
0.5775,h4F[O],X
0.58,h4F[O],X
0.5825,h4F[O],X
0.585,h4F[O],X
0.5875,h4F[O],X
0.59,h4F[O],X
0.5925,h4F[O],X
0.595,h4F[O],X
0.5975,h4F[O],X
0.6,h4F[O],X
0.6025,h4F[O],X
0.605,h4F[O],X
0.6075,h4F[O],X
0.61,h4F[O],X
0.6125,h4F[O],X
0.615,h4F[O],X
0.6175,h4F[O],X
0.62,h4F[O],X
0.6225000000000001,h4F[O],X
0.625,h4F[O],X
0.6274999999999999,h4F[O],X
0.63,h4F[O],X
0.6325,h4F[O],X
0.635,h4F[O],X
0.6375,h4F[O],X
0.64,h4F[O],X
0.6425,h4F[O],X
0.645,h4F[O],X
0.6475,h4F[O],hC5[Å]
0.65,h4F[O],hC5[Å]
0.6525,h4F[O],hC5[Å]
0.655,h4F[O],hC5[Å]
0.6575,h4F[O],hC5[Å]
0.66,h4F[O],hC5[Å]
0.6625,h4F[O],hC5[Å]
0.665,h4F[O],hC5[Å]
0.6675,h4F[O],hC5[Å]
0.67,h4F[O],hC5[Å]
0.6725,h4F[O],hC5[Å]
0.675,h4F[O],hC5[Å]
0.6775,h4F[O],hC5[Å]
0.68,h4F[O],hC5[Å]
0.6825,h4F[O],hC5[Å]
0.6850000000000001,h4F[O],hC5[Å]
0.6875,h4F[O],hC5[Å]
0.6899999999999999,h4F[O],hC5[Å]
0.6925,h4F[O],hC5[Å]
0.695,h4F[O],hC5[Å]
0.6975,h4F[O],hC5[Å]
0.7,h4F[O],hC5[Å]
0.7025,h4F[O],hC5[Å]
0.705,h4F[O],hC5[Å]
0.7075,h4F[O],hC5[Å]
0.71,h4F[O],hC5[Å]
0.7125,h4F[O],hC5[Å]
0.715,h4F[O],hC5[Å]
0.7175,h4F[O],hC5[Å]
0.72,h4F[O],hC5[Å]
0.7225,h4F[O],hC5[Å]
0.725,h4F[O],hC5[Å]
0.7275,h4F[O],hC5[Å]
0.73,h4F[O],hC5[Å]
0.7325,h4F[O],hC5[Å]
0.735,h4F[O],hC5[Å]
0.7375,h4F[O],hC5[Å]
0.74,h4F[O],hC5[Å]
0.7425,h4F[O],hC5[Å]
0.745,h4F[O],hC5[Å]
0.7475000000000001,h4F[O],hC5[Å]
0.75,h4F[O],hC5[Å]
0.7524999999999999,h4F[O],hC5[Å]
0.755,h4F[O],hC5[Å]
0.7575,h4F[O],hC5[Å]
0.76,h4F[O],hC5[Å]
0.7625,h4F[O],hC5[Å]
0.765,h4F[O],hC5[Å]
0.7675,h4F[O],hC5[Å]
0.77,h4F[O],hC5[Å]
0.7725,X,hC5[Å]
0.775,X,hC5[Å]
0.7775,X,hC5[Å]
0.78,X,hC5[Å]
0.7825,X,hC5[Å]
0.785,X,hC5[Å]
0.7875,X,hC5[Å]
0.79,X,hC5[Å]
0.7925,X,hC5[Å]
0.795,h47[G],hC5[Å]
0.7975,h47[G],hC5[Å]
0.8,h47[G],hC5[Å]
0.8025,h47[G],hC5[Å]
0.805,h47[G],hC5[Å]
0.8075,h47[G],hC5[Å]
0.8100000000000001,h47[G],hC5[Å]
0.8125,h47[G],hC5[Å]
0.8149999999999999,h47[G],hC5[Å]
0.8175,h47[G],hC5[Å]
0.82,h47[G],hC5[Å]
0.8225,h47[G],hC5[Å]
0.825,h47[G],hC5[Å]
0.8275,h47[G],hC5[Å]
0.83,h47[G],hC5[Å]
0.8325,h47[G],hC5[Å]
0.835,h47[G],hC5[Å]
0.8375,h47[G],hC5[Å]
