#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C964
#Date Time: 2024-11-15 15:30:01.158
#Sample rate: 400Hz
#Samples: 4096

Time (s),UART2,UART
0.84,h47[G],hC5[Å]
0.8425,h47[G],hC5[Å]
0.845,h47[G],hC5[Å]
0.8475,h47[G],hC5[Å]
0.85,h47[G],hC5[Å]
0.8525,h47[G],hC5[Å]
0.855,h47[G],hC5[Å]
0.8575,h47[G],hC5[Å]
0.86,h47[G],hC5[Å]
0.8625,h47[G],hC5[Å]
0.865,h47[G],hC5[Å]
0.8675,h47[G],hC5[Å]
0.87,h47[G],hC5[Å]
0.8725000000000001,h47[G],hC5[Å]
0.875,h47[G],hC5[Å]
0.8774999999999999,h47[G],hC5[Å]
0.88,h47[G],hC5[Å]
0.8825,h47[G],hC5[Å]
0.885,h47[G],hC5[Å]
0.8875,h47[G],hC5[Å]
0.89,h47[G],hC5[Å]
0.8925,h47[G],hC5[Å]
0.895,h47[G],hC5[Å]
0.8975,h47[G],hC5[Å]
0.9,h47[G],hC5[Å]
0.9025,h47[G],hC5[Å]
0.905,h47[G],hC5[Å]
0.9075,h47[G],hC5[Å]
0.91,h47[G],hC5[Å]
0.9125,h47[G],hC5[Å]
0.915,h47[G],hC5[Å]
0.9175,h47[G],hC5[Å]
0.92,h47[G],hC5[Å]
0.9225,h47[G],hC5[Å]
0.925,h47[G],hC5[Å]
0.9275,h47[G],hC5[Å]
0.93,h47[G],hC5[Å]
0.9325,h47[G],hC5[Å]
0.9350000000000001,h47[G],hC5[Å]
0.9375,h47[G],hC5[Å]
0.9399999999999999,h47[G],hC5[Å]
0.9425,h47[G],hC5[Å]
0.945,h47[G],hC5[Å]
0.9475,h47[G],hC5[Å]
0.95,h47[G],hC5[Å]
0.9525,h47[G],hC5[Å]
0.955,h47[G],hC5[Å]
0.9575,h47[G],hC5[Å]
0.96,h47[G],hC5[Å]
0.9625,h47[G],hC5[Å]
0.965,h47[G],hC5[Å]
0.9675,h47[G],hC5[Å]
0.97,h47[G],hC5[Å]
0.9725,h47[G],hC5[Å]
0.975,h47[G],hC5[Å]
0.9775,h47[G],hC5[Å]
0.98,h47[G],hC5[Å]
0.9825,h47[G],hC5[Å]
0.985,h47[G],hC5[Å]
0.9875,h47[G],hC5[Å]
0.99,h47[G],hC5[Å]
0.9925,h47[G],hC5[Å]
0.995,h47[G],hC5[Å]
0.9975000000000001,h47[G],hC5[Å]
1,h47[G],hC5[Å]
1.0025,h47[G],hC5[Å]
1.005,h47[G],hC5[Å]
1.0075,h47[G],hC5[Å]
1.01,h47[G],hC5[Å]
1.0125,h47[G],hC5[Å]
1.015,h47[G],hC5[Å]
1.0175,h47[G],hC5[Å]
1.02,h47[G],hC5[Å]
1.0225,h47[G],hC5[Å]
1.025,h47[G],hC5[Å]
1.0275,h47[G],hC5[Å]
1.03,h47[G],hC5[Å]
1.0325,h47[G],hC5[Å]
1.035,h47[G],hC5[Å]
1.0375,h47[G],hC5[Å]
1.04,h47[G],hC5[Å]
1.0425,h47[G],hC5[Å]
1.045,h47[G],hC5[Å]
1.0475,h47[G],hC5[Å]
1.05,h47[G],hC5[Å]
1.0525,h47[G],hC5[Å]
1.055,h47[G],hC5[Å]
1.0575,h47[G],hC5[Å]
1.06,h47[G],hC5[Å]
1.0625,h47[G],hC5[Å]
1.065,h47[G],hC5[Å]
1.0675,h47[G],hC5[Å]
1.07,h47[G],hC5[Å]
1.0725,h47[G],hC5[Å]
1.075,h47[G],hC5[Å]
1.0775,h47[G],hC5[Å]
1.08,h47[G],hC5[Å]
1.0825,h47[G],hC5[Å]
1.085,h47[G],hC5[Å]
1.0875,h47[G],hC5[Å]
1.09,h47[G],hC5[Å]
1.0925,h47[G],hC5[Å]
1.095,h47[G],hC5[Å]
1.0975,h47[G],hC5[Å]
1.1,h47[G],hC5[Å]
1.1025,h47[G],hC5[Å]
1.105,h47[G],hC5[Å]
1.1075,h47[G],hC5[Å]
1.11,h47[G],hC5[Å]
1.1125,h47[G],hC5[Å]
1.115,h47[G],hC5[Å]
1.1175,h47[G],hC5[Å]
1.12,h47[G],hC5[Å]
1.1225,h47[G],hC5[Å]
1.125,h47[G],X
1.1275,h47[G],X
1.13,h47[G],X
1.1325,h47[G],X
1.135,h47[G],X
1.1375,h47[G],h85
1.14,h47[G],h85
1.1425,h47[G],h85
1.145,h47[G],h85
1.1475,h47[G],h85
1.15,h47[G],h85
1.1525,h47[G],h85
1.155,h47[G],h85
1.1575,h47[G],h85
1.16,h47[G],h85
1.1625,h47[G],h85
1.165,h47[G],h85
1.1675,h47[G],h85
1.17,h47[G],h85
1.1725,h47[G],h85
1.175,h47[G],h85
1.1775,h47[G],h85
1.18,h47[G],h85
1.1825,h47[G],h85
1.185,h47[G],h85
1.1875,h47[G],h85
1.19,h47[G],h85
1.1925,h47[G],h85
1.195,h47[G],h85
1.1975,h47[G],h85
1.2,h47[G],h85
1.2025,h47[G],h85
1.205,h47[G],h85
1.2075,h47[G],h85
1.21,h47[G],h85
1.2125,h47[G],h85
1.215,h47[G],h85
1.2175,h47[G],h85
1.22,h47[G],h85
1.2225,h47[G],h85
1.225,h47[G],h85
1.2275,h47[G],h85
1.23,h47[G],h85
1.2325,h47[G],h85
1.235,h47[G],h85
1.2375,h47[G],h85
1.24,h47[G],h85
1.2425,h47[G],h85
1.245,h47[G],h85
1.2475,h47[G],h85
1.25,h47[G],h85
1.2525,h47[G],h85
1.255,h47[G],h85
1.2575,h47[G],h85
1.26,h47[G],h85
1.2625,h47[G],h85
1.265,h47[G],h85
1.2675,h47[G],h85
1.27,h47[G],h85
1.2725,X,h85
1.275,X,h85
1.2775,X,h85
1.28,X,h85
1.2825,X,h85
1.285,X,h85
1.2875,X,h85
1.29,X,h85
1.2925,X,h85
1.295,h4F[O],h85
1.2975,h4F[O],h85
1.3,h4F[O],h85
1.3025,h4F[O],h85
1.305,h4F[O],h85
1.3075,h4F[O],h85
1.31,h4F[O],h85
1.3125,h4F[O],h85
1.315,h4F[O],h85
1.3175,h4F[O],h85
1.32,h4F[O],h85
1.3225,h4F[O],h85
1.325,h4F[O],h85
1.3275,h4F[O],h85
1.33,h4F[O],h85
1.3325,h4F[O],h85
1.335,h4F[O],h85
1.3375,h4F[O],h85
1.34,h4F[O],h85
1.3425,h4F[O],h85
1.345,h4F[O],h85
1.3475,h4F[O],h85
1.35,h4F[O],h85
1.3525,h4F[O],h85
1.355,h4F[O],h85
1.3575,h4F[O],h85
1.36,h4F[O],h85
1.3625,h4F[O],h85
1.365,h4F[O],h85
1.3675,h4F[O],h85
1.37,h4F[O],h85
1.3725,h4F[O],h85
1.375,h4F[O],h85
1.3775,h4F[O],h85
1.38,h4F[O],h85
1.3825,h4F[O],h85
1.385,h4F[O],h85
1.3875,h4F[O],h85
1.39,h4F[O],h85
1.3925,h4F[O],h85
1.395,h4F[O],h85
1.3975,h4F[O],h85
1.4,h4F[O],h85
1.4025,h4F[O],h85
1.405,h4F[O],h85
1.4075,h4F[O],h85
1.41,h4F[O],h85
1.4125,h4F[O],h85
1.415,h4F[O],h85
1.4175,h4F[O],h85
1.42,h4F[O],h85
1.4225,h4F[O],h85
1.425,h4F[O],h85
1.4275,h4F[O],h85
1.43,h4F[O],h85
1.4325,h4F[O],h85
1.435,h4F[O],h85
1.4375,h4F[O],h85
1.44,h4F[O],h85
1.4425,h4F[O],h85
1.445,h4F[O],h85
1.4475,h4F[O],h85
1.45,h4F[O],h85
1.4525,h4F[O],h85
1.455,h4F[O],h85
1.4575,h4F[O],h85
1.46,h4F[O],h85
1.4625,h4F[O],h85
1.465,h4F[O],h85
1.4675,h4F[O],h85
1.47,h4F[O],h85
1.4725,h4F[O],h85
1.475,h4F[O],h85
1.4775,h4F[O],h85
1.48,h4F[O],h85
1.4825,h4F[O],h85
1.485,h4F[O],h85
1.4875,h4F[O],h85
1.49,h4F[O],h85
1.4925,h4F[O],h85
1.495,h4F[O],h85
1.4975,h4F[O],h85
1.5,h4F[O],h85
1.5025,h4F[O],h85
1.505,h4F[O],h85
1.5075,h4F[O],h85
1.51,h4F[O],h85
1.5125,h4F[O],h85
1.515,h4F[O],h85
1.5175,h4F[O],h85
1.52,h4F[O],h85
1.5225,h4F[O],h85
1.525,h4F[O],h85
1.5275,h4F[O],h85
1.53,h4F[O],h85
1.5325,h4F[O],h85
1.535,h4F[O],h85
1.5375,h4F[O],h85
1.54,h4F[O],h85
1.5425,h4F[O],h85
1.545,h4F[O],h85
1.5475,h4F[O],h85
1.55,h4F[O],h85
1.5525,h4F[O],h85
1.555,h4F[O],h85
1.5575,h4F[O],h85
1.56,h4F[O],h85
1.5625,h4F[O],h85
1.565,h4F[O],h85
1.5675,h4F[O],h85
1.57,h4F[O],h85
1.5725,h4F[O],h85
1.575,h4F[O],h85
1.5775,h4F[O],h85
1.58,h4F[O],h85
1.5825,h4F[O],h85
1.585,h4F[O],h85
1.5875,h4F[O],h85
1.59,h4F[O],h85
1.5925,h4F[O],h85
1.595,h4F[O],h85
1.5975,h4F[O],h85
1.6,h4F[O],h85
1.6025,h4F[O],h85
1.605,h4F[O],h85
1.6075,h4F[O],h85
1.61,h4F[O],h85
1.6125,h4F[O],h85
1.615,h4F[O],X
1.6175,h4F[O],X
1.62,h4F[O],X
1.6225,h4F[O],X
1.625,h4F[O],X
1.6275,h4F[O],X
1.63,h4F[O],X
1.6325,h4F[O],X
1.635,h4F[O],X
1.6375,h4F[O],X
1.64,h4F[O],h5D[]]
1.6425,h4F[O],h5D[]]
1.645,h4F[O],h5D[]]
1.6475,h4F[O],h5D[]]
1.65,h4F[O],h5D[]]
1.6525,h4F[O],h5D[]]
1.655,h4F[O],h5D[]]
1.6575,h4F[O],h5D[]]
1.66,h4F[O],h5D[]]
1.6625,h4F[O],h5D[]]
1.665,h4F[O],h5D[]]
1.6675,h4F[O],h5D[]]
1.67,h4F[O],h5D[]]
1.6725,h4F[O],h5D[]]
1.675,h4F[O],h5D[]]
1.6775,h4F[O],h5D[]]
1.68,h4F[O],h5D[]]
1.6825,h4F[O],h5D[]]
1.685,h4F[O],h5D[]]
1.6875,h4F[O],h5D[]]
1.69,h4F[O],h5D[]]
1.6925,h4F[O],h5D[]]
1.695,h4F[O],h5D[]]
1.6975,h4F[O],h5D[]]
1.7,h4F[O],h5D[]]
1.7025,h4F[O],h5D[]]
1.705,h4F[O],h5D[]]
1.7075,h4F[O],h5D[]]
1.71,h4F[O],h5D[]]
1.7125,h4F[O],h5D[]]
1.715,h4F[O],h5D[]]
1.7175,h4F[O],h5D[]]
1.72,h4F[O],h5D[]]
1.7225,h4F[O],h5D[]]
1.725,h4F[O],h5D[]]
1.7275,h4F[O],h5D[]]
1.73,h4F[O],h5D[]]
1.7325,h4F[O],h5D[]]
1.735,h4F[O],h5D[]]
1.7375,h4F[O],h5D[]]
1.74,h4F[O],h5D[]]
1.7425,h4F[O],h5D[]]
1.745,h4F[O],h5D[]]
1.7475,h4F[O],h5D[]]
1.75,h4F[O],h5D[]]
1.7525,h4F[O],h5D[]]
1.755,h4F[O],h5D[]]
1.7575,h4F[O],h5D[]]
1.76,h4F[O],h5D[]]
1.7625,h4F[O],h5D[]]
1.765,h4F[O],h5D[]]
1.7675,h4F[O],h5D[]]
1.77,h4F[O],h5D[]]
1.7725,X,h5D[]]
1.775,X,h5D[]]
1.7775,X,h5D[]]
1.78,X,h5D[]]
1.7825,X,h5D[]]
1.785,X,h5D[]]
1.7875,X,h5D[]]
1.79,X,h5D[]]
1.7925,X,h5D[]]
1.795,h54[T],h5D[]]
1.7975,h54[T],h5D[]]
1.8,h54[T],h5D[]]
1.8025,h54[T],h5D[]]
1.805,h54[T],h5D[]]
1.8075,h54[T],h5D[]]
1.81,h54[T],h5D[]]
1.8125,h54[T],h5D[]]
1.815,h54[T],h5D[]]
1.8175,h54[T],h5D[]]
1.82,h54[T],h5D[]]
1.8225,h54[T],h5D[]]
1.825,h54[T],h5D[]]
1.8275,h54[T],h5D[]]
1.83,h54[T],h5D[]]
1.8325,h54[T],h5D[]]
1.835,h54[T],h5D[]]
1.8375,h54[T],h5D[]]
1.84,h54[T],h5D[]]
1.8425,h54[T],h5D[]]
1.845,h54[T],h5D[]]
1.8475,h54[T],h5D[]]
1.85,h54[T],h5D[]]
1.8525,h54[T],h5D[]]
1.855,h54[T],h5D[]]
1.8575,h54[T],h5D[]]
1.86,h54[T],h5D[]]
1.8625,h54[T],h5D[]]
1.865,h54[T],h5D[]]
1.8675,h54[T],h5D[]]
1.87,h54[T],h5D[]]
1.8725,h54[T],h5D[]]
1.875,h54[T],h5D[]]
1.8775,h54[T],h5D[]]
1.88,h54[T],h5D[]]
1.8825,h54[T],h5D[]]
1.885,h54[T],h5D[]]
1.8875,h54[T],h5D[]]
1.89,h54[T],h5D[]]
1.8925,h54[T],h5D[]]
1.895,h54[T],h5D[]]
1.8975,h54[T],h5D[]]
1.9,h54[T],h5D[]]
1.9025,h54[T],h5D[]]
1.905,h54[T],h5D[]]
1.9075,h54[T],h5D[]]
1.91,h54[T],h5D[]]
1.9125,h54[T],h5D[]]
1.915,h54[T],h5D[]]
1.9175,h54[T],h5D[]]
1.92,h54[T],h5D[]]
1.9225,h54[T],h5D[]]
1.925,h54[T],h5D[]]
1.9275,h54[T],h5D[]]
1.93,h54[T],h5D[]]
1.9325,h54[T],h5D[]]
1.935,h54[T],h5D[]]
1.9375,h54[T],h5D[]]
1.94,h54[T],h5D[]]
1.9425,h54[T],h5D[]]
1.945,h54[T],h5D[]]
1.9475,h54[T],h5D[]]
1.95,h54[T],h5D[]]
1.9525,h54[T],h5D[]]
1.955,h54[T],h5D[]]
1.9575,h54[T],h5D[]]
1.96,h54[T],h5D[]]
1.9625,h54[T],h5D[]]
1.965,h54[T],h5D[]]
1.9675,h54[T],h5D[]]
1.97,h54[T],h5D[]]
1.9725,h54[T],h5D[]]
1.975,h54[T],h5D[]]
1.9775,h54[T],h5D[]]
1.98,h54[T],h5D[]]
1.9825,h54[T],h5D[]]
1.985,h54[T],h5D[]]
1.9875,h54[T],h5D[]]
1.99,h54[T],h5D[]]
1.9925,h54[T],h5D[]]
1.995,h54[T],h5D[]]
1.9975,h54[T],h5D[]]
2,h54[T],h5D[]]
2.0025,h54[T],h5D[]]
2.005,h54[T],h5D[]]
2.0075,h54[T],h5D[]]
2.01,h54[T],h5D[]]
2.0125,h54[T],h5D[]]
2.015,h54[T],h5D[]]
2.0175,h54[T],h5D[]]
2.02,h54[T],h5D[]]
2.0225,h54[T],h5D[]]
2.025,h54[T],h5D[]]
2.0275,h54[T],h5D[]]
2.03,h54[T],h5D[]]
2.0325,h54[T],h5D[]]
2.035,h54[T],h5D[]]
2.0375,h54[T],h5D[]]
2.04,h54[T],h5D[]]
2.0425,h54[T],h5D[]]
2.045,h54[T],h5D[]]
2.0475,h54[T],h5D[]]
2.05,h54[T],h5D[]]
2.0525,h54[T],h5D[]]
2.055,h54[T],h5D[]]
2.0575,h54[T],h5D[]]
2.06,h54[T],h5D[]]
2.0625,h54[T],h5D[]]
2.065,h54[T],h5D[]]
2.0675,h54[T],h5D[]]
2.07,h54[T],h5D[]]
2.0725,h54[T],h5D[]]
2.075,h54[T],h5D[]]
2.0775,h54[T],h5D[]]
2.08,h54[T],h5D[]]
2.0825,h54[T],h5D[]]
2.085,h54[T],h5D[]]
2.0875,h54[T],h5D[]]
2.09,h54[T],h5D[]]
2.0925,h54[T],h5D[]]
2.095,h54[T],h5D[]]
2.0975,h54[T],h5D[]]
2.1,h54[T],h5D[]]
2.1025,h54[T],h5D[]]
2.105,h54[T],h5D[]]
2.1075,h54[T],h5D[]]
2.11,h54[T],h5D[]]
2.1125,h54[T],h5D[]]
2.115,h54[T],h5D[]]
2.1175,h54[T],X
2.12,h54[T],X
2.1225,h54[T],X
2.125,h54[T],X
2.1275,h54[T],X
2.13,h54[T],X
2.1325,h54[T],X
2.135,h54[T],X
2.1375,h54[T],X
2.14,h54[T],X
2.1425,h54[T],X
2.145,h54[T],X
2.1475,h54[T],hF5[õ]
2.15,h54[T],hF5[õ]
2.1525,h54[T],hF5[õ]
2.155,h54[T],hF5[õ]
2.1575,h54[T],hF5[õ]
2.16,h54[T],hF5[õ]
2.1625,h54[T],hF5[õ]
2.165,h54[T],hF5[õ]
2.1675,h54[T],hF5[õ]
2.17,h54[T],hF5[õ]
2.1725,h54[T],hF5[õ]
2.175,h54[T],hF5[õ]
2.1775,h54[T],hF5[õ]
2.18,h54[T],hF5[õ]
2.1825,h54[T],hF5[õ]
2.185,h54[T],hF5[õ]
2.1875,h54[T],hF5[õ]
2.19,h54[T],hF5[õ]
2.1925,h54[T],hF5[õ]
2.195,h54[T],hF5[õ]
2.1975,h54[T],hF5[õ]
2.2,h54[T],hF5[õ]
2.2025,h54[T],hF5[õ]
2.205,h54[T],hF5[õ]
2.2075,h54[T],hF5[õ]
2.21,h54[T],hF5[õ]
2.2125,h54[T],hF5[õ]
2.215,h54[T],hF5[õ]
2.2175,h54[T],hF5[õ]
2.22,h54[T],hF5[õ]
2.2225,h54[T],hF5[õ]
2.225,h54[T],hF5[õ]
2.2275,h54[T],hF5[õ]
2.23,h54[T],hF5[õ]
2.2325,h54[T],hF5[õ]
2.235,h54[T],hF5[õ]
2.2375,h54[T],hF5[õ]
2.24,h54[T],hF5[õ]
2.2425,h54[T],hF5[õ]
2.245,h54[T],hF5[õ]
2.2475,h54[T],hF5[õ]
2.25,h54[T],hF5[õ]
2.2525,h54[T],hF5[õ]
2.255,h54[T],hF5[õ]
2.2575,h54[T],hF5[õ]
2.26,h54[T],hF5[õ]
2.2625,h54[T],hF5[õ]
2.265,h54[T],hF5[õ]
2.2675,h54[T],hF5[õ]
2.27,h54[T],hF5[õ]
2.2725,X,hF5[õ]
2.275,X,hF5[õ]
2.2775,X,hF5[õ]
2.28,X,hF5[õ]
2.2825,X,hF5[õ]
2.285,X,hF5[õ]
2.2875,X,hF5[õ]
2.29,X,hF5[õ]
2.2925,X,hF5[õ]
2.295,h41[A],hF5[õ]
2.2975,h41[A],hF5[õ]
2.3,h41[A],hF5[õ]
2.3025,h41[A],hF5[õ]
2.305,h41[A],hF5[õ]
2.3075,h41[A],hF5[õ]
2.31,h41[A],hF5[õ]
2.3125,h41[A],hF5[õ]
2.315,h41[A],hF5[õ]
2.3175,h41[A],hF5[õ]
2.32,h41[A],hF5[õ]
2.3225,h41[A],hF5[õ]
2.325,h41[A],hF5[õ]
2.3275,h41[A],hF5[õ]
2.33,h41[A],hF5[õ]
2.3325,h41[A],hF5[õ]
2.335,h41[A],hF5[õ]
2.3375,h41[A],hF5[õ]
2.34,h41[A],hF5[õ]
2.3425,h41[A],hF5[õ]
2.345,h41[A],hF5[õ]
2.3475,h41[A],hF5[õ]
2.35,h41[A],hF5[õ]
2.3525,h41[A],hF5[õ]
2.355,h41[A],hF5[õ]
2.3575,h41[A],hF5[õ]
2.36,h41[A],hF5[õ]
2.3625,h41[A],hF5[õ]
2.365,h41[A],hF5[õ]
2.3675,h41[A],hF5[õ]
2.37,h41[A],hF5[õ]
2.3725,h41[A],hF5[õ]
2.375,h41[A],hF5[õ]
2.3775,h41[A],hF5[õ]
2.38,h41[A],hF5[õ]
2.3825,h41[A],hF5[õ]
2.385,h41[A],hF5[õ]
2.3875,h41[A],hF5[õ]
2.39,h41[A],hF5[õ]
2.3925,h41[A],hF5[õ]
2.395,h41[A],hF5[õ]
2.3975,h41[A],hF5[õ]
2.4,h41[A],hF5[õ]
2.4025,h41[A],hF5[õ]
2.405,h41[A],hF5[õ]
2.4075,h41[A],hF5[õ]
2.41,h41[A],hF5[õ]
2.4125,h41[A],hF5[õ]
2.415,h41[A],hF5[õ]
2.4175,h41[A],hF5[õ]
2.42,h41[A],hF5[õ]
2.4225,h41[A],hF5[õ]
2.425,h41[A],hF5[õ]
2.4275,h41[A],hF5[õ]
2.43,h41[A],hF5[õ]
2.4325,h41[A],hF5[õ]
2.435,h41[A],hF5[õ]
2.4375,h41[A],hF5[õ]
2.44,h41[A],hF5[õ]
2.4425,h41[A],hF5[õ]
2.445,h41[A],hF5[õ]
2.4475,h41[A],hF5[õ]
2.45,h41[A],hF5[õ]
2.4525,h41[A],hF5[õ]
2.455,h41[A],hF5[õ]
2.4575,h41[A],hF5[õ]
2.46,h41[A],hF5[õ]
2.4625,h41[A],hF5[õ]
2.465,h41[A],hF5[õ]
2.4675,h41[A],hF5[õ]
2.47,h41[A],hF5[õ]
2.4725,h41[A],hF5[õ]
2.475,h41[A],hF5[õ]
2.4775,h41[A],hF5[õ]
2.48,h41[A],hF5[õ]
2.4825,h41[A],hF5[õ]
2.485,h41[A],hF5[õ]
2.4875,h41[A],hF5[õ]
2.49,h41[A],hF5[õ]
2.4925,h41[A],hF5[õ]
2.495,h41[A],hF5[õ]
2.4975,h41[A],hF5[õ]
2.5,h41[A],hF5[õ]
2.5025,h41[A],hF5[õ]
2.505,h41[A],hF5[õ]
2.5075,h41[A],hF5[õ]
2.51,h41[A],hF5[õ]
2.5125,h41[A],hF5[õ]
2.515,h41[A],hF5[õ]
2.5175,h41[A],hF5[õ]
2.52,h41[A],hF5[õ]
2.5225,h41[A],hF5[õ]
2.525,h41[A],hF5[õ]
2.5275,h41[A],hF5[õ]
2.53,h41[A],hF5[õ]
2.5325,h41[A],hF5[õ]
2.535,h41[A],hF5[õ]
2.5375,h41[A],hF5[õ]
2.54,h41[A],hF5[õ]
2.5425,h41[A],hF5[õ]
2.545,h41[A],hF5[õ]
2.5475,h41[A],hF5[õ]
2.55,h41[A],hF5[õ]
2.5525,h41[A],hF5[õ]
2.555,h41[A],hF5[õ]
2.5575,h41[A],hF5[õ]
2.56,h41[A],hF5[õ]
2.5625,h41[A],hF5[õ]
2.565,h41[A],hF5[õ]
2.5675,h41[A],hF5[õ]
2.57,h41[A],hF5[õ]
2.5725,h41[A],hF5[õ]
2.575,h41[A],hF5[õ]
2.5775,h41[A],hF5[õ]
2.58,h41[A],hF5[õ]
2.5825,h41[A],hF5[õ]
2.585,h41[A],hF5[õ]
2.5875,h41[A],hF5[õ]
2.59,h41[A],hF5[õ]
2.5925,h41[A],hF5[õ]
2.595,h41[A],hF5[õ]
2.5975,h41[A],hF5[õ]
2.6,h41[A],hF5[õ]
2.6025,h41[A],hF5[õ]
2.605,h41[A],hF5[õ]
2.6075,h41[A],hF5[õ]
2.61,h41[A],hF5[õ]
2.6125,h41[A],hF5[õ]
2.615,h41[A],hF5[õ]
2.6175,h41[A],hF5[õ]
2.62,h41[A],hF5[õ]
2.6225,h41[A],hF5[õ]
2.625,h41[A],X
2.6275,h41[A],X
2.63,h41[A],X
2.6325,h41[A],X
2.635,h41[A],X
2.6375,h41[A],X
2.64,h41[A],X
2.6425,h41[A],X
2.645,h41[A],X
2.6475,h41[A],h01[SOH] Framing Error
2.65,h41[A],h01[SOH] Framing Error
2.6525,h41[A],h01[SOH] Framing Error
2.655,h41[A],h01[SOH] Framing Error
2.6575,h41[A],h01[SOH] Framing Error
2.66,h41[A],h01[SOH] Framing Error
2.6625,h41[A],h01[SOH] Framing Error
2.665,h41[A],h01[SOH] Framing Error
2.6675,h41[A],h01[SOH] Framing Error
2.67,h41[A],h01[SOH] Framing Error
2.6725,h41[A],h01[SOH] Framing Error
2.675,h41[A],h01[SOH] Framing Error
2.6775,h41[A],h01[SOH] Framing Error
2.68,h41[A],h01[SOH] Framing Error
2.6825,h41[A],h01[SOH] Framing Error
2.685,h41[A],h01[SOH] Framing Error
2.6875,h41[A],h01[SOH] Framing Error
2.69,h41[A],h01[SOH] Framing Error
2.6925,h41[A],h01[SOH] Framing Error
2.695,h41[A],h01[SOH] Framing Error
2.6975,h41[A],h01[SOH] Framing Error
2.7,h41[A],h01[SOH] Framing Error
2.7025,h41[A],h01[SOH] Framing Error
2.705,h41[A],h01[SOH] Framing Error
2.7075,h41[A],h01[SOH] Framing Error
2.71,h41[A],h01[SOH] Framing Error
2.7125,h41[A],h01[SOH] Framing Error
2.715,h41[A],h01[SOH] Framing Error
2.7175,h41[A],h01[SOH] Framing Error
2.72,h41[A],h01[SOH] Framing Error
2.7225,h41[A],h01[SOH] Framing Error
2.725,h41[A],h01[SOH] Framing Error
2.7275,h41[A],h01[SOH] Framing Error
2.73,h41[A],h01[SOH] Framing Error
2.7325,h41[A],h01[SOH] Framing Error
2.735,h41[A],h01[SOH] Framing Error
2.7375,h41[A],h01[SOH] Framing Error
2.74,h41[A],h01[SOH] Framing Error
2.7425,h41[A],h01[SOH] Framing Error
2.745,h41[A],h01[SOH] Framing Error
2.7475,h41[A],h01[SOH] Framing Error
2.75,h41[A],h01[SOH] Framing Error
2.7525,h41[A],h01[SOH] Framing Error
2.755,h41[A],h01[SOH] Framing Error
2.7575,h41[A],h01[SOH] Framing Error
2.76,h41[A],h01[SOH] Framing Error
2.7625,h41[A],h01[SOH] Framing Error
2.765,h41[A],h01[SOH] Framing Error
2.7675,h41[A],h01[SOH] Framing Error
2.77,h41[A],h01[SOH] Framing Error
2.7725,X,h01[SOH] Framing Error
2.775,X,h01[SOH] Framing Error
2.7775,X,h01[SOH] Framing Error
2.78,X,h01[SOH] Framing Error
2.7825,X,h01[SOH] Framing Error
2.785,X,h01[SOH] Framing Error
2.7875,X,h01[SOH] Framing Error
2.79,X,h01[SOH] Framing Error
2.7925,X,h01[SOH] Framing Error
2.795,X,h01[SOH] Framing Error
2.7975,X,h01[SOH] Framing Error
2.8,X,h01[SOH] Framing Error
2.8025,X,h01[SOH] Framing Error
2.805,X,h01[SOH] Framing Error
2.8075,X,h01[SOH] Framing Error
2.81,X,h01[SOH] Framing Error
2.8125,X,h01[SOH] Framing Error
2.815,X,h01[SOH] Framing Error
2.8175,X,h01[SOH] Framing Error
2.82,X,h01[SOH] Framing Error
2.8225,X,h01[SOH] Framing Error
2.825,X,h01[SOH] Framing Error
2.8275,X,h01[SOH] Framing Error
2.83,X,h01[SOH] Framing Error
2.8325,X,h01[SOH] Framing Error
2.835,X,h01[SOH] Framing Error
2.8375,X,h01[SOH] Framing Error
2.84,X,h01[SOH] Framing Error
2.8425,X,h01[SOH] Framing Error
2.845,X,h01[SOH] Framing Error
2.8475,X,h01[SOH] Framing Error
2.85,X,h01[SOH] Framing Error
2.8525,X,h01[SOH] Framing Error
2.855,X,h01[SOH] Framing Error
2.8575,X,h01[SOH] Framing Error
2.86,X,h01[SOH] Framing Error
2.8625,X,h01[SOH] Framing Error
2.865,X,h01[SOH] Framing Error
2.8675,X,h01[SOH] Framing Error
2.87,X,h01[SOH] Framing Error
2.8725,X,h01[SOH] Framing Error
2.875,X,h01[SOH] Framing Error
2.8775,X,h01[SOH] Framing Error
2.88,X,h01[SOH] Framing Error
2.8825,X,h01[SOH] Framing Error
2.885,X,h01[SOH] Framing Error
2.8875,X,h01[SOH] Framing Error
2.89,X,h01[SOH] Framing Error
2.8925,X,h01[SOH] Framing Error
2.895,X,h01[SOH] Framing Error
2.8975,X,h01[SOH] Framing Error
2.9,X,h01[SOH] Framing Error
2.9025,X,h01[SOH] Framing Error
2.905,X,h01[SOH] Framing Error
2.9075,X,h01[SOH] Framing Error
2.91,X,h01[SOH] Framing Error
2.9125,X,h01[SOH] Framing Error
2.915,X,h01[SOH] Framing Error
2.9175,X,h01[SOH] Framing Error
2.92,X,h01[SOH] Framing Error
2.9225,X,h01[SOH] Framing Error
2.925,X,h01[SOH] Framing Error
2.9275,X,h01[SOH] Framing Error
2.93,X,h01[SOH] Framing Error
2.9325,X,h01[SOH] Framing Error
2.935,X,h01[SOH] Framing Error
2.9375,X,h01[SOH] Framing Error
2.94,X,h01[SOH] Framing Error
2.9425,X,h01[SOH] Framing Error
