v1	V(output)	V(n007)	V(n008)
1.272858374007906e-02	-3.436173e-03	1.272695e-01	-4.505308e-05
1.281711804143432e-02	-3.436173e-03	1.281547e-01	-4.505308e-05
1.290626814755439e-02	-3.436173e-03	1.290461e-01	-4.505308e-05
1.299603834170014e-02	-3.436173e-03	1.299437e-01	-4.505308e-05
1.308643293692488e-02	-3.436173e-03	1.308475e-01	-4.505308e-05
1.317745627628155e-02	-3.436173e-03	1.317576e-01	-4.505308e-05
1.326911273303145e-02	-3.436173e-03	1.326741e-01	-4.505308e-05
1.336140671085430e-02	-3.436173e-03	1.335969e-01	-4.505308e-05
1.345434264405983e-02	-3.436173e-03	1.345261e-01	-4.505308e-05
1.354792499780083e-02	-3.436173e-03	1.354619e-01	-4.505308e-05
1.364215826828771e-02	-3.436173e-03	1.364041e-01	-4.505308e-05
1.373704698300446e-02	-3.436173e-03	1.373528e-01	-4.505308e-05
1.383259570092625e-02	-3.436173e-03	1.383082e-01	-4.505308e-05
1.392880901273840e-02	-3.436173e-03	1.392702e-01	-4.505308e-05
1.402569154105698e-02	-3.436173e-03	1.402389e-01	-4.505308e-05
1.412324794065090e-02	-3.436173e-03	1.412143e-01	-4.505308e-05
1.422148289866555e-02	-3.436173e-03	1.421966e-01	-4.505308e-05
1.432040113484799e-02	-3.436173e-03	1.431856e-01	-4.505308e-05
1.442000740177372e-02	-3.436173e-03	1.441815e-01	-4.505308e-05
1.452030648507501e-02	-3.436173e-03	1.451844e-01	-4.505308e-05
1.462130320367085e-02	-3.436173e-03	1.461942e-01	-4.505308e-05
1.472300240999845e-02	-3.436173e-03	1.472111e-01	-4.505308e-05
1.482540899024638e-02	-3.436173e-03	1.482350e-01	-4.505308e-05
1.492852786458937e-02	-3.436173e-03	1.492661e-01	-4.505308e-05
1.503236398742465e-02	-3.436173e-03	1.503043e-01	-4.505308e-05
1.513692234761000e-02	-3.436173e-03	1.513498e-01	-4.505308e-05
1.524220796870347e-02	-3.436173e-03	1.524025e-01	-4.505308e-05
1.534822590920470e-02	-3.436173e-03	1.534625e-01	-4.505308e-05
1.545498126279801e-02	-3.436173e-03	1.545300e-01	-4.505308e-05
1.556247915859705e-02	-3.436173e-03	1.556048e-01	-4.505308e-05
1.567072476139132e-02	-3.436173e-03	1.566871e-01	-4.505308e-05
1.577972327189424e-02	-3.436173e-03	1.577770e-01	-4.505308e-05
1.588947992699307e-02	-3.436173e-03	1.588744e-01	-4.505308e-05
1.600000000000050e-02	-3.436173e-03	1.599794e-01	-4.505308e-05
1.611128880090800e-02	-3.436173e-03	1.610922e-01	-4.505308e-05
1.622335167664097e-02	-3.436173e-03	1.622127e-01	-4.505308e-05
1.633619401131560e-02	-3.436173e-03	1.633409e-01	-4.505308e-05
1.644982122649758e-02	-3.436173e-03	1.644771e-01	-4.505308e-05
1.656423878146256e-02	-3.436173e-03	1.656211e-01	-4.505308e-05
1.667945217345847e-02	-3.436173e-03	1.667731e-01	-4.505308e-05
1.679546693796961e-02	-3.436173e-03	1.679331e-01	-4.505308e-05
1.691228864898262e-02	-3.436173e-03	1.691011e-01	-4.505308e-05
1.702992291925430e-02	-3.436173e-03	1.702773e-01	-4.505308e-05
1.714837540058124e-02	-3.436173e-03	1.714617e-01	-4.505308e-05
1.726765178407139e-02	-3.436173e-03	1.726543e-01	-4.505308e-05
1.738775780041749e-02	-3.436173e-03	1.738552e-01	-4.505308e-05
1.750869922017240e-02	-3.436173e-03	1.750645e-01	-4.505308e-05
1.763048185402634e-02	-3.436173e-03	1.762822e-01	-4.505308e-05
1.775311155308609e-02	-3.436173e-03	1.775083e-01	-4.505308e-05
1.787659420915610e-02	-3.436173e-03	1.787430e-01	-4.505308e-05
1.800093575502153e-02	-3.436173e-03	1.799862e-01	-4.505308e-05
1.812614216473337e-02	-3.436173e-03	1.812381e-01	-4.505308e-05
1.825221945389537e-02	-3.436173e-03	1.824987e-01	-4.505308e-05
1.837917367995316e-02	-3.436173e-03	1.837681e-01	-4.505308e-05
1.850701094248521e-02	-3.436173e-03	1.850463e-01	-4.505308e-05
1.863573738349590e-02	-3.436173e-03	1.863334e-01	-4.505308e-05
1.876535918771068e-02	-3.436173e-03	1.876295e-01	-4.505308e-05
1.889588258287311e-02	-3.436173e-03	1.889345e-01	-4.505308e-05
1.902731384004417e-02	-3.436173e-03	1.902487e-01	-4.505308e-05
1.915965927390349e-02	-3.436173e-03	1.915720e-01	-4.505308e-05
1.929292524305281e-02	-3.436173e-03	1.929044e-01	-4.505308e-05
1.942711815032139e-02	-3.436173e-03	1.942462e-01	-4.505308e-05
1.956224444307375e-02	-3.436173e-03	1.955973e-01	-4.505308e-05
1.969831061351932e-02	-3.436173e-03	1.969578e-01	-4.505308e-05
1.983532319902445e-02	-3.436173e-03	1.983277e-01	-4.505308e-05
1.997328878242646e-02	-3.436173e-03	1.997072e-01	-4.505308e-05
2.011221399234993e-02	-3.436173e-03	2.010963e-01	-4.505308e-05
2.025210550352516e-02	-3.436173e-03	2.024950e-01	-4.505308e-05
2.039297003710888e-02	-3.436173e-03	2.039035e-01	-4.505308e-05
2.053481436100716e-02	-3.436173e-03	2.053217e-01	-4.505308e-05
2.067764529020057e-02	-3.436173e-03	2.067499e-01	-4.505308e-05
2.082146968707164e-02	-3.436173e-03	2.081879e-01	-4.505308e-05
2.096629446173452e-02	-3.436173e-03	2.096360e-01	-4.505308e-05
2.111212657236702e-02	-3.436173e-03	2.110941e-01	-4.505308e-05
2.125897302554491e-02	-3.436173e-03	2.125624e-01	-4.505308e-05
2.140684087657852e-02	-3.436173e-03	2.140409e-01	-4.505308e-05
2.155573722985178e-02	-3.436173e-03	2.155296e-01	-4.505308e-05
2.170566923916349e-02	-3.436173e-03	2.170288e-01	-4.505308e-05
2.185664410807108e-02	-3.436173e-03	2.185383e-01	-4.505308e-05
2.200866909023666e-02	-3.436173e-03	2.200584e-01	-4.505308e-05
2.216175148977556e-02	-3.436173e-03	2.215890e-01	-4.505308e-05
2.231589866160726e-02	-3.436173e-03	2.231303e-01	-4.505308e-05
2.247111801180873e-02	-3.436173e-03	2.246823e-01	-4.505308e-05
2.262741699797030e-02	-3.436173e-03	2.262450e-01	-4.505308e-05
2.278480312955394e-02	-3.436173e-03	2.278187e-01	-4.505308e-05
2.294328396825404e-02	-3.436173e-03	2.294033e-01	-4.505308e-05
2.310286712836074e-02	-3.436173e-03	2.309989e-01	-4.505308e-05
2.326356027712578e-02	-3.436173e-03	2.326057e-01	-4.505308e-05
2.342537113513083e-02	-3.436173e-03	2.342236e-01	-4.505308e-05
2.358830747665845e-02	-3.436173e-03	2.358527e-01	-4.505308e-05
2.375237713006562e-02	-3.436173e-03	2.374932e-01	-4.505308e-05
2.391758797815986e-02	-3.436173e-03	2.391451e-01	-4.505308e-05
2.408394795857793e-02	-3.436173e-03	2.408085e-01	-4.505308e-05
2.425146506416723e-02	-3.436173e-03	2.424834e-01	-4.505308e-05
2.442014734336981e-02	-3.436173e-03	2.441700e-01	-4.505308e-05
2.459000290060907e-02	-3.436173e-03	2.458684e-01	-4.505308e-05
2.476103989667912e-02	-3.436173e-03	2.475785e-01	-4.505308e-05
2.493326654913688e-02	-3.436173e-03	2.493006e-01	-4.505308e-05
2.510669113269692e-02	-3.436173e-03	2.510346e-01	-4.505308e-05
2.528132197962897e-02	-3.436173e-03	2.527806e-01	-4.505308e-05
2.545716748015831e-02	-3.436173e-03	2.545389e-01	-4.505308e-05
2.563423608286883e-02	-3.436173e-03	2.563093e-01	-4.505308e-05
2.581253629510897e-02	-3.436173e-03	2.580921e-01	-4.505308e-05
2.599207668340047e-02	-3.436173e-03	2.598873e-01	-4.505308e-05
2.617286587384994e-02	-3.436173e-03	2.616949e-01	-4.505308e-05
2.635491255256329e-02	-3.436173e-03	2.635152e-01	-4.505308e-05
2.653822546606310e-02	-3.436173e-03	2.653480e-01	-4.505308e-05
2.672281342170879e-02	-3.436173e-03	2.671937e-01	-4.505308e-05
2.690868528811985e-02	-3.436173e-03	2.690522e-01	-4.505308e-05
2.709584999560186e-02	-3.436173e-03	2.709236e-01	-4.505308e-05
2.728431653657561e-02	-3.436173e-03	2.728080e-01	-4.505308e-05
2.747409396600913e-02	-3.436173e-03	2.747055e-01	-4.505308e-05
2.766519140185270e-02	-3.436173e-03	2.766162e-01	-4.505308e-05
2.785761802547700e-02	-3.436173e-03	2.785403e-01	-4.505308e-05
2.805138308211416e-02	-3.436173e-03	2.804776e-01	-4.505308e-05
2.824649588130200e-02	-3.436173e-03	2.824285e-01	-4.505308e-05
2.844296579733130e-02	-3.436173e-03	2.843930e-01	-4.505308e-05
2.864080226969618e-02	-3.436173e-03	2.863711e-01	-4.505308e-05
2.884001480354764e-02	-3.436173e-03	2.883630e-01	-4.505308e-05
2.904061297015023e-02	-3.436173e-03	2.903687e-01	-4.505308e-05
2.924260640734191e-02	-3.436173e-03	2.923883e-01	-4.505308e-05
2.944600481999710e-02	-3.436173e-03	2.944221e-01	-4.505308e-05
2.965081798049298e-02	-3.436173e-03	2.964699e-01	-4.505308e-05
2.985705572917896e-02	-3.436173e-03	2.985320e-01	-4.505308e-05
3.006472797484951e-02	-3.436173e-03	3.006085e-01	-4.505308e-05
3.027384469522021e-02	-3.436173e-03	3.026994e-01	-4.505308e-05
3.048441593740715e-02	-3.436173e-03	3.048048e-01	-4.505308e-05
3.069645181840962e-02	-3.436173e-03	3.069249e-01	-4.505308e-05
3.090996252559623e-02	-3.436173e-03	3.090597e-01	-4.505308e-05
3.112495831719432e-02	-3.436173e-03	3.112094e-01	-4.505308e-05
3.134144952278285e-02	-3.436173e-03	3.133740e-01	-4.505308e-05
3.155944654378870e-02	-3.436173e-03	3.155537e-01	-4.505308e-05
3.177895985398636e-02	-3.436173e-03	3.177485e-01	-4.505308e-05
3.200000000000122e-02	-3.436173e-03	3.199587e-01	-4.505308e-05
3.222257760181624e-02	-3.436173e-03	3.221841e-01	-4.505308e-05
3.244670335328218e-02	-3.436173e-03	3.244251e-01	-4.505308e-05
3.267238802263144e-02	-3.436173e-03	3.266817e-01	-4.505308e-05
3.289964245299540e-02	-3.436173e-03	3.289539e-01	-4.505308e-05
3.312847756292536e-02	-3.436173e-03	3.312420e-01	-4.505308e-05
3.335890434691718e-02	-3.436173e-03	3.335459e-01	-4.505308e-05
3.359093387593946e-02	-3.436173e-03	3.358659e-01	-4.505308e-05
3.382457729796549e-02	-3.436173e-03	3.382020e-01	-4.505308e-05
3.405984583850884e-02	-3.436173e-03	3.405544e-01	-4.505308e-05
3.429675080116272e-02	-3.436173e-03	3.429232e-01	-4.505308e-05
3.453530356814302e-02	-3.436173e-03	3.453084e-01	-4.505308e-05
3.477551560083522e-02	-3.436173e-03	3.477102e-01	-4.505308e-05
3.501739844034504e-02	-3.436173e-03	3.501287e-01	-4.505308e-05
3.526096370805293e-02	-3.436173e-03	3.525640e-01	-4.505308e-05
3.550622310617244e-02	-3.436173e-03	3.550163e-01	-4.505308e-05
3.575318841831245e-02	-3.436173e-03	3.574856e-01	-4.505308e-05
3.600187151004332e-02	-3.436173e-03	3.599721e-01	-4.505308e-05
3.625228432946698e-02	-3.436173e-03	3.624759e-01	-4.505308e-05
3.650443890779100e-02	-3.436173e-03	3.649971e-01	-4.505308e-05
3.675834735990657e-02	-3.436173e-03	3.675359e-01	-4.505308e-05
3.701402188497067e-02	-3.436173e-03	3.700923e-01	-4.505308e-05
3.727147476699207e-02	-3.436173e-03	3.726665e-01	-4.505308e-05
3.753071837542162e-02	-3.436173e-03	3.752586e-01	-4.505308e-05
3.779176516574648e-02	-3.436173e-03	3.778687e-01	-4.505308e-05
3.805462768008859e-02	-3.436173e-03	3.804970e-01	-4.505308e-05
3.831931854780725e-02	-3.436173e-03	3.831435e-01	-4.505308e-05
3.858585048610588e-02	-3.436173e-03	3.858085e-01	-4.505308e-05
3.885423630064305e-02	-3.436173e-03	3.884920e-01	-4.505308e-05
3.912448888614776e-02	-3.436173e-03	3.911942e-01	-4.505308e-05
3.939662122703890e-02	-3.436173e-03	3.939151e-01	-4.505308e-05
3.967064639804917e-02	-3.436173e-03	3.966550e-01	-4.505308e-05
3.994657756485320e-02	-3.436173e-03	3.994139e-01	-4.505308e-05
4.022442798470013e-02	-3.436173e-03	4.021921e-01	-4.505308e-05
4.050421100705060e-02	-3.436173e-03	4.049895e-01	-4.505308e-05
4.078594007421805e-02	-3.436173e-03	4.078065e-01	-4.505308e-05
4.106962872201461e-02	-3.436173e-03	4.106430e-01	-4.505308e-05
4.135529058040145e-02	-3.436173e-03	4.134992e-01	-4.505308e-05
4.164293937414358e-02	-3.436173e-03	4.163753e-01	-4.505308e-05
4.193258892346935e-02	-3.436173e-03	4.192714e-01	-4.505308e-05
4.222425314473436e-02	-3.436173e-03	4.221877e-01	-4.505308e-05
4.251794605109013e-02	-3.436173e-03	4.251242e-01	-4.505308e-05
4.281368175315736e-02	-3.436173e-03	4.280812e-01	-4.505308e-05
4.311147445970388e-02	-3.436173e-03	4.310587e-01	-4.505308e-05
4.341133847832730e-02	-3.436173e-03	4.340569e-01	-4.505308e-05
4.371328821614247e-02	-3.436173e-03	4.370760e-01	-4.505308e-05
4.401733818047363e-02	-3.436173e-03	4.401161e-01	-4.505308e-05
4.432350297955144e-02	-3.436173e-03	4.431774e-01	-4.505308e-05
4.463179732321484e-02	-3.436173e-03	4.462599e-01	-4.505308e-05
4.494223602361779e-02	-3.436173e-03	4.493639e-01	-4.505308e-05
4.525483399594094e-02	-3.436173e-03	4.524894e-01	-4.505308e-05
4.556960625910821e-02	-3.436173e-03	4.556367e-01	-4.505308e-05
4.588656793650841e-02	-3.436173e-03	4.588059e-01	-4.505308e-05
4.620573425672182e-02	-3.436173e-03	4.619972e-01	-4.505308e-05
4.652712055425190e-02	-3.436173e-03	4.652106e-01	-4.505308e-05
4.685074227026199e-02	-3.436173e-03	4.684464e-01	-4.505308e-05
4.717661495331724e-02	-3.436173e-03	4.717047e-01	-4.505308e-05
4.750475426013159e-02	-3.436173e-03	4.749856e-01	-4.505308e-05
4.783517595632006e-02	-3.436173e-03	4.782894e-01	-4.505308e-05
4.816789591715620e-02	-3.436173e-03	4.816161e-01	-4.505308e-05
4.850293012833481e-02	-3.436173e-03	4.849660e-01	-4.505308e-05
4.884029468673998e-02	-3.436173e-03	4.883392e-01	-4.505308e-05
4.918000580121850e-02	-3.436173e-03	4.917358e-01	-4.505308e-05
4.952207979335860e-02	-3.436173e-03	4.951561e-01	-4.505308e-05
4.986653309827413e-02	-3.436173e-03	4.986002e-01	-4.505308e-05
5.021338226539421e-02	-3.436173e-03	5.020682e-01	-4.505308e-05
5.056264395925832e-02	-3.436173e-03	5.055603e-01	-4.505308e-05
5.091433496031699e-02	-3.436173e-03	5.090768e-01	-4.505308e-05
5.126847216573803e-02	-3.436173e-03	5.126177e-01	-4.505308e-05
5.162507259021832e-02	-3.436173e-03	5.161832e-01	-4.505308e-05
5.198415336680133e-02	-3.436173e-03	5.197735e-01	-4.505308e-05
5.234573174770027e-02	-3.436173e-03	5.233888e-01	-4.505308e-05
5.270982510512698e-02	-3.436173e-03	5.270292e-01	-4.505308e-05
5.307645093212659e-02	-3.436173e-03	5.306950e-01	-4.505308e-05
5.344562684341798e-02	-3.436173e-03	5.343863e-01	-4.505308e-05
5.381737057624009e-02	-3.436173e-03	5.381032e-01	-4.505308e-05
5.419169999120411e-02	-3.436173e-03	5.418460e-01	-4.505308e-05
5.456863307315163e-02	-3.436173e-03	5.456148e-01	-4.505308e-05
5.494818793201866e-02	-3.436173e-03	5.494098e-01	-4.505308e-05
5.533038280370581e-02	-3.436173e-03	5.532312e-01	-4.505308e-05
5.571523605095441e-02	-3.436173e-03	5.570792e-01	-4.505308e-05
5.610276616422873e-02	-3.436173e-03	5.609540e-01	-4.505308e-05
5.649299176260442e-02	-3.436173e-03	5.648557e-01	-4.505308e-05
5.688593159466303e-02	-3.436173e-03	5.687845e-01	-4.505308e-05
5.728160453939279e-02	-3.436173e-03	5.727407e-01	-4.505308e-05
5.768002960709571e-02	-3.436173e-03	5.767245e-01	-4.505308e-05
5.808122594030089e-02	-3.436173e-03	5.807359e-01	-4.505308e-05
5.848521281468425e-02	-3.436173e-03	5.847751e-01	-4.505308e-05
5.889200963999464e-02	-3.436173e-03	5.888426e-01	-4.505308e-05
5.930163596098640e-02	-3.436173e-03	5.929382e-01	-4.505308e-05
5.971411145835836e-02	-3.436173e-03	5.970624e-01	-4.505308e-05
6.012945594969946e-02	-3.436173e-03	6.012153e-01	-4.505308e-05
6.054768939044087e-02	-3.436173e-03	6.053970e-01	-4.505308e-05
6.096883187481475e-02	-3.436173e-03	6.096079e-01	-4.505308e-05
6.139290363681970e-02	-3.436173e-03	6.138480e-01	-4.505308e-05
6.181992505119292e-02	-3.436173e-03	6.181176e-01	-4.505308e-05
6.224991663438910e-02	-3.436173e-03	6.224169e-01	-4.505308e-05
6.268289904556618e-02	-3.436173e-03	6.267462e-01	-4.505308e-05
6.311889308757787e-02	-3.436173e-03	6.311055e-01	-4.505308e-05
6.355791970797321e-02	-3.436173e-03	6.354951e-01	-4.505308e-05
6.400000000000294e-02	-3.436173e-03	6.399153e-01	-4.505308e-05
6.444515520363298e-02	-3.436173e-03	6.443662e-01	-4.505308e-05
6.489340670656486e-02	-3.436173e-03	6.488481e-01	-4.505308e-05
6.534477604526340e-02	-3.436173e-03	6.533611e-01	-4.505308e-05
6.579928490599131e-02	-3.436173e-03	6.579056e-01	-4.505308e-05
6.625695512585124e-02	-3.436173e-03	6.624817e-01	-4.505308e-05
6.671780869383487e-02	-3.436173e-03	6.670895e-01	-4.505308e-05
6.718186775187943e-02	-3.436173e-03	6.717294e-01	-4.505308e-05
6.764915459593149e-02	-3.436173e-03	6.764017e-01	-4.505308e-05
6.811969167701820e-02	-3.436173e-03	6.811063e-01	-4.505308e-05
6.859350160232595e-02	-3.436173e-03	6.858438e-01	-4.505308e-05
6.907060713628656e-02	-3.436173e-03	6.906141e-01	-4.505308e-05
6.955103120167096e-02	-3.436173e-03	6.954177e-01	-4.505308e-05
7.003479688069060e-02	-3.436173e-03	7.002546e-01	-4.505308e-05
7.052192741610638e-02	-3.436173e-03	7.051252e-01	-4.505308e-05
7.101244621234541e-02	-3.436173e-03	7.100297e-01	-4.505308e-05
7.150637683662543e-02	-3.436173e-03	7.149683e-01	-4.505308e-05
7.200374302008719e-02	-3.436173e-03	7.199413e-01	-4.505308e-05
7.250456865893452e-02	-3.436173e-03	7.249488e-01	-4.505308e-05
7.300887781558256e-02	-3.436173e-03	7.299911e-01	-4.505308e-05
7.351669471981372e-02	-3.436173e-03	7.350686e-01	-4.505308e-05
7.402804376994190e-02	-3.436173e-03	7.401813e-01	-4.505308e-05
7.454294953398471e-02	-3.436173e-03	7.453296e-01	-4.505308e-05
7.506143675084381e-02	-3.436173e-03	7.505137e-01	-4.505308e-05
7.558353033149355e-02	-3.436173e-03	7.557338e-01	-4.505308e-05
7.610925536017779e-02	-3.436173e-03	7.609903e-01	-4.505308e-05
7.663863709561511e-02	-3.436173e-03	7.662834e-01	-4.505308e-05
7.717170097221238e-02	-3.436173e-03	7.716132e-01	-4.505308e-05
7.770847260128674e-02	-3.436173e-03	7.769801e-01	-4.505308e-05
7.824897777229615e-02	-3.436173e-03	7.823844e-01	-4.505308e-05
7.879324245407844e-02	-3.436173e-03	7.878262e-01	-4.505308e-05
7.934129279609897e-02	-3.436173e-03	7.933059e-01	-4.505308e-05
7.989315512970703e-02	-3.436173e-03	7.988237e-01	-4.505308e-05
8.044885596940092e-02	-3.436173e-03	8.043798e-01	-4.505308e-05
8.100842201410186e-02	-3.436173e-03	8.099747e-01	-4.505308e-05
8.157188014843675e-02	-3.436173e-03	8.156084e-01	-4.505308e-05
8.213925744402988e-02	-3.436173e-03	8.212813e-01	-4.505308e-05
8.271058116080354e-02	-3.436173e-03	8.269936e-01	-4.505308e-05
8.328587874828783e-02	-3.436173e-03	8.327457e-01	-4.505308e-05
8.386517784693936e-02	-3.436173e-03	8.385379e-01	-4.505308e-05
8.444850628946939e-02	-3.436173e-03	8.443702e-01	-4.505308e-05
8.503589210218093e-02	-3.436173e-03	8.502432e-01	-4.505308e-05
8.562736350631540e-02	-3.436173e-03	8.561570e-01	-4.505308e-05
8.622294891940845e-02	-3.436173e-03	8.621119e-01	-4.505308e-05
8.682267695665531e-02	-3.436173e-03	8.681083e-01	-4.505308e-05
8.742657643228566e-02	-3.436173e-03	8.741463e-01	-4.505308e-05
8.803467636094799e-02	-3.436173e-03	8.802264e-01	-4.505308e-05
8.864700595910360e-02	-3.436173e-03	8.863487e-01	-4.505308e-05
8.926359464643041e-02	-3.436173e-03	8.925136e-01	-4.505308e-05
8.988447204723632e-02	-3.436173e-03	8.987214e-01	-4.505308e-05
9.050966799188262e-02	-3.436173e-03	9.049724e-01	-4.505308e-05
9.113921251821716e-02	-3.436173e-03	9.112668e-01	-4.505308e-05
9.177313587301757e-02	-3.436173e-03	9.176050e-01	-4.505308e-05
9.241146851344441e-02	-3.436173e-03	9.239873e-01	-4.505308e-05
9.305424110850458e-02	-3.436173e-03	9.304140e-01	-4.505308e-05
9.370148454052477e-02	-3.436173e-03	9.368854e-01	-4.505308e-05
9.435322990663525e-02	-3.436173e-03	9.434018e-01	-4.505308e-05
9.500950852026396e-02	-3.436173e-03	9.499635e-01	-4.505308e-05
9.567035191264092e-02	-3.436173e-03	9.565709e-01	-4.505308e-05
9.633579183431321e-02	-3.436173e-03	9.632242e-01	-4.505308e-05
9.700586025667042e-02	-3.436173e-03	9.699237e-01	-4.505308e-05
9.768058937348077e-02	-3.436173e-03	9.766699e-01	-4.505308e-05
9.836001160243782e-02	-3.436173e-03	9.834630e-01	-4.505308e-05
9.904415958671803e-02	-3.436173e-03	9.903033e-01	-4.505308e-05
9.973306619654911e-02	-3.436173e-03	9.971913e-01	-4.505308e-05
1.004267645307893e-01	-3.436173e-03	1.004127e+00	-4.505308e-05
1.011252879185175e-01	-3.436173e-03	1.011111e+00	-4.505308e-05
1.018286699206349e-01	-3.436173e-03	1.018144e+00	-4.505308e-05
1.025369443314769e-01	-3.436173e-03	1.025225e+00	-4.505308e-05
1.032501451804375e-01	-3.436173e-03	1.032356e+00	-4.505308e-05
1.039683067336035e-01	-3.436173e-03	1.039536e+00	-4.505308e-05
1.046914634954014e-01	-3.436173e-03	1.046767e+00	-4.505308e-05
1.054196502102548e-01	-3.436173e-03	1.054047e+00	-4.505308e-05
1.061529018642541e-01	-3.436173e-03	1.061378e+00	-4.505308e-05
1.068912536868368e-01	-3.436173e-03	1.068761e+00	-4.505308e-05
1.076347411524811e-01	-3.436173e-03	1.076194e+00	-4.505308e-05
1.083833999824091e-01	-3.436173e-03	1.083680e+00	-4.505308e-05
1.091372661463042e-01	-3.436173e-03	1.091217e+00	-4.505308e-05
1.098963758640382e-01	-3.436173e-03	1.098807e+00	-4.505308e-05
1.106607656074125e-01	-3.436173e-03	1.106449e+00	-4.505308e-05
1.114304721019097e-01	-3.436173e-03	1.114145e+00	-4.505308e-05
1.122055323284584e-01	-3.436173e-03	1.121894e+00	-4.505308e-05
1.129859835252098e-01	-3.436173e-03	1.129697e+00	-4.505308e-05
1.137718631893270e-01	-3.436173e-03	1.137554e+00	-4.505308e-05
1.145632090787865e-01	-3.436173e-03	1.145466e+00	-4.505308e-05
1.153600592141924e-01	-3.436173e-03	1.153433e+00	-4.505308e-05
1.161624518806027e-01	-3.436173e-03	1.161456e+00	-4.505308e-05
1.169704256293695e-01	-3.436173e-03	1.169534e+00	-4.505308e-05
1.177840192799903e-01	-3.436173e-03	1.177668e+00	-4.505308e-05
1.186032719219738e-01	-3.436173e-03	1.185859e+00	-4.505308e-05
1.194282229167177e-01	-3.436173e-03	1.194107e+00	-4.505308e-05
1.202589118993999e-01	-3.436173e-03	1.202412e+00	-4.505308e-05
1.210953787808827e-01	-3.436173e-03	1.210775e+00	-4.505308e-05
1.219376637496305e-01	-3.436173e-03	1.219197e+00	-4.505308e-05
1.227858072736404e-01	-3.436173e-03	1.227676e+00	-4.505308e-05
1.236398501023869e-01	-3.436173e-03	1.236215e+00	-4.505308e-05
1.244998332687792e-01	-3.436173e-03	1.244813e+00	-4.505308e-05
1.253657980911334e-01	-3.436173e-03	1.253471e+00	-4.505308e-05
1.262377861751568e-01	-3.436173e-03	1.262189e+00	-4.505308e-05
1.271158394159475e-01	-3.436173e-03	1.270968e+00	-4.505308e-05
1.280000000000069e-01	-3.436173e-03	1.279807e+00	-4.505308e-05
1.288903104072670e-01	-3.436173e-03	1.288709e+00	-4.505308e-05
1.297868134131308e-01	-3.436173e-03	1.297672e+00	-4.505308e-05
1.306895520905278e-01	-3.436173e-03	1.306697e+00	-4.505308e-05
1.315985698119836e-01	-3.436173e-03	1.315785e+00	-4.505308e-05
1.325139102517035e-01	-3.436173e-03	1.324937e+00	-4.505308e-05
1.334356173876708e-01	-3.436173e-03	1.334152e+00	-4.505308e-05
1.343637355037599e-01	-3.436173e-03	1.343431e+00	-4.505308e-05
1.352983091918641e-01	-3.436173e-03	1.352774e+00	-4.505308e-05
1.362393833540375e-01	-3.436173e-03	1.362183e+00	-4.505308e-05
1.371870032046530e-01	-3.436173e-03	1.371657e+00	-4.505308e-05
1.381412142725743e-01	-3.436173e-03	1.381197e+00	-4.505308e-05
1.391020624033431e-01	-3.436173e-03	1.390803e+00	-4.505308e-05
1.400695937613824e-01	-3.436173e-03	1.400476e+00	-4.505308e-05
1.410438548322139e-01	-3.436173e-03	1.410216e+00	-4.505308e-05
1.420248924246920e-01	-3.436173e-03	1.420024e+00	-4.505308e-05
1.430127536732521e-01	-3.436173e-03	1.429900e+00	-4.505308e-05
1.440074860401756e-01	-3.436173e-03	1.439845e+00	-4.505308e-05
1.450091373178703e-01	-3.436173e-03	1.449859e+00	-4.505308e-05
1.460177556311663e-01	-3.436173e-03	1.459943e+00	-4.505308e-05
1.470333894396287e-01	-3.436173e-03	1.470096e+00	-4.505308e-05
1.480560875398850e-01	-3.436173e-03	1.480321e+00	-4.505308e-05
1.490858990679707e-01	-3.436173e-03	1.490616e+00	-4.505308e-05
1.501228735016888e-01	-3.436173e-03	1.500983e+00	-4.505308e-05
1.511670606629883e-01	-3.436173e-03	1.511422e+00	-4.505308e-05
1.522185107203568e-01	-3.436173e-03	1.521934e+00	-4.505308e-05
1.532772741912314e-01	-3.436173e-03	1.532518e+00	-4.505308e-05
1.543434019444260e-01	-3.436173e-03	1.543176e+00	-4.505308e-05
1.554169452025747e-01	-3.436173e-03	1.553909e+00	-4.505308e-05
1.564979555445936e-01	-3.436173e-03	1.564716e+00	-4.505308e-05
1.575864849081582e-01	-3.436173e-03	1.575598e+00	-4.505308e-05
1.586825855921992e-01	-3.436173e-03	1.586555e+00	-4.505307e-05
1.597863102594153e-01	-3.436173e-03	1.597589e+00	-4.505307e-05
1.608977119388031e-01	-3.436172e-03	1.608700e+00	-4.505307e-05
1.620168440282050e-01	-3.436172e-03	1.619888e+00	-4.505307e-05
1.631437602968748e-01	-3.436172e-03	1.631153e+00	-4.505307e-05
1.642785148880610e-01	-3.436172e-03	1.642497e+00	-4.505307e-05
1.654211623216084e-01	-3.436172e-03	1.653920e+00	-4.505307e-05
1.665717574965769e-01	-3.436172e-03	1.665422e+00	-4.505307e-05
1.677303556938800e-01	-3.436172e-03	1.677004e+00	-4.505307e-05
1.688970125789400e-01	-3.436172e-03	1.688666e+00	-4.505307e-05
1.700717842043631e-01	-3.436172e-03	1.700410e+00	-4.505307e-05
1.712547270126321e-01	-3.436172e-03	1.712235e+00	-4.505307e-05
1.724458978388182e-01	-3.436172e-03	1.724142e+00	-4.505307e-05
