v1	V(n007)
2.514026749044012e-03	2.513703e-02
2.515769943672392e-03	2.515445e-02
2.517514347010071e-03	2.517190e-02
2.519259959895155e-03	2.518935e-02
2.521006783166328e-03	2.520682e-02
2.522754817662857e-03	2.522429e-02
2.524504064224590e-03	2.524178e-02
2.526254523691957e-03	2.525929e-02
2.528006196905973e-03	2.527680e-02
2.529759084708234e-03	2.529433e-02
2.531513187940920e-03	2.531187e-02
2.533268507446796e-03	2.532942e-02
2.535025044069211e-03	2.534698e-02
2.536782798652097e-03	2.536456e-02
2.538541772039972e-03	2.538214e-02
2.540301965077942e-03	2.539974e-02
2.542063378611697e-03	2.541736e-02
2.543826013487512e-03	2.543498e-02
2.545589870552251e-03	2.545262e-02
2.547354950653365e-03	2.547026e-02
2.549121254638890e-03	2.548793e-02
2.550888783357455e-03	2.550560e-02
2.552657537658273e-03	2.552328e-02
2.554427518391148e-03	2.554098e-02
2.556198726406471e-03	2.555869e-02
2.557971162555227e-03	2.557641e-02
2.559744827688986e-03	2.559415e-02
2.561519722659911e-03	2.561189e-02
2.563295848320757e-03	2.562965e-02
2.565073205524868e-03	2.564742e-02
2.566851795126180e-03	2.566521e-02
2.568631617979224e-03	2.568300e-02
2.570412674939119e-03	2.570081e-02
2.572194966861581e-03	2.571863e-02
2.573978494602916e-03	2.573647e-02
2.575763259020026e-03	2.575431e-02
2.577549260970406e-03	2.577217e-02
2.579336501312147e-03	2.579004e-02
2.581124980903934e-03	2.580792e-02
2.582914700605047e-03	2.582582e-02
2.584705661275362e-03	2.584372e-02
2.586497863775352e-03	2.586164e-02
2.588291308966086e-03	2.587957e-02
2.590085997709230e-03	2.589752e-02
2.591881930867047e-03	2.591548e-02
2.593679109302400e-03	2.593345e-02
2.595477533878748e-03	2.595143e-02
2.597277205460150e-03	2.596942e-02
2.599078124911262e-03	2.598743e-02
2.600880293097344e-03	2.600545e-02
2.602683710884251e-03	2.602348e-02
2.604488379138441e-03	2.604153e-02
2.606294298726972e-03	2.605958e-02
2.608101470517505e-03	2.607765e-02
2.609909895378301e-03	2.609573e-02
2.611719574178221e-03	2.611383e-02
2.613530507786733e-03	2.613194e-02
2.615342697073905e-03	2.615006e-02
2.617156142910408e-03	2.616819e-02
2.618970846167518e-03	2.618633e-02
2.620786807717115e-03	2.620449e-02
2.622604028431683e-03	2.622266e-02
2.624422509184311e-03	2.624084e-02
2.626242250848695e-03	2.625904e-02
2.628063254299133e-03	2.627724e-02
2.629885520410533e-03	2.629546e-02
2.631709050058408e-03	2.631370e-02
2.633533844118879e-03	2.633194e-02
2.635359903468673e-03	2.635020e-02
2.637187228985126e-03	2.636847e-02
2.639015821546182e-03	2.638676e-02
2.640845682030395e-03	2.640505e-02
2.642676811316925e-03	2.642336e-02
2.644509210285545e-03	2.644168e-02
2.646342879816636e-03	2.646002e-02
2.648177820791191e-03	2.647836e-02
2.650014034090812e-03	2.649672e-02
2.651851520597714e-03	2.651510e-02
2.653690281194722e-03	2.653348e-02
2.655530316765275e-03	2.655188e-02
2.657371628193423e-03	2.657029e-02
2.659214216363830e-03	2.658871e-02
2.661058082161773e-03	2.660715e-02
2.662903226473143e-03	2.662560e-02
2.664749650184445e-03	2.664406e-02
2.666597354182800e-03	2.666254e-02
2.668446339355941e-03	2.668102e-02
2.670296606592220e-03	2.669952e-02
2.672148156780603e-03	2.671804e-02
2.674000990810673e-03	2.673656e-02
2.675855109572630e-03	2.675510e-02
2.677710513957290e-03	2.677365e-02
2.679567204856088e-03	2.679222e-02
2.681425183161078e-03	2.681080e-02
2.683284449764930e-03	2.682939e-02
2.685145005560935e-03	2.684799e-02
2.687006851443002e-03	2.686660e-02
2.688869988305661e-03	2.688523e-02
2.690734417044062e-03	2.690388e-02
2.692600138553975e-03	2.692253e-02
2.694467153731791e-03	2.694120e-02
2.696335463474525e-03	2.695988e-02
2.698205068679810e-03	2.697857e-02
2.700075970245904e-03	2.699728e-02
2.701948169071688e-03	2.701600e-02
2.703821666056665e-03	2.703473e-02
2.705696462100963e-03	2.705348e-02
2.707572558105333e-03	2.707224e-02
2.709449954971151e-03	2.709101e-02
2.711328653600418e-03	2.710979e-02
2.713208654895761e-03	2.712859e-02
2.715089959760431e-03	2.714740e-02
2.716972569098308e-03	2.716622e-02
2.718856483813896e-03	2.718506e-02
2.720741704812329e-03	2.720391e-02
2.722628232999367e-03	2.722277e-02
2.724516069281397e-03	2.724165e-02
2.726405214565436e-03	2.726054e-02
2.728295669759130e-03	2.727944e-02
2.730187435770755e-03	2.729836e-02
2.732080513509214e-03	2.731728e-02
2.733974903884042e-03	2.733622e-02
2.735870607805406e-03	2.735518e-02
2.737767626184101e-03	2.737415e-02
2.739665959931557e-03	2.739313e-02
2.741565609959833e-03	2.741212e-02
2.743466577181621e-03	2.743113e-02
2.745368862510248e-03	2.745015e-02
2.747272466859672e-03	2.746918e-02
2.749177391144486e-03	2.748823e-02
2.751083636279916e-03	2.750729e-02
2.752991203181824e-03	2.752636e-02
2.754900092766705e-03	2.754545e-02
2.756810305951692e-03	2.756455e-02
2.758721843654552e-03	2.758366e-02
2.760634706793690e-03	2.760279e-02
2.762548896288146e-03	2.762193e-02
2.764464413057598e-03	2.764108e-02
2.766381258022363e-03	2.766025e-02
2.768299432103394e-03	2.767943e-02
2.770218936222284e-03	2.769862e-02
2.772139771301264e-03	2.771783e-02
2.774061938263206e-03	2.773704e-02
2.775985438031620e-03	2.775628e-02
2.777910271530658e-03	2.777552e-02
2.779836439685112e-03	2.779478e-02
2.781763943420414e-03	2.781405e-02
2.783692783662641e-03	2.783334e-02
2.785622961338509e-03	2.785264e-02
2.787554477375379e-03	2.787195e-02
2.789487332701251e-03	2.789128e-02
2.791421528244774e-03	2.791062e-02
2.793357064935237e-03	2.792997e-02
2.795293943702574e-03	2.794934e-02
2.797232165477365e-03	2.796872e-02
2.799171731190834e-03	2.798811e-02
2.801112641774853e-03	2.800752e-02
2.803054898161936e-03	2.802694e-02
2.804998501285247e-03	2.804637e-02
2.806943452078596e-03	2.806582e-02
2.808889751476440e-03	2.808528e-02
2.810837400413885e-03	2.810475e-02
2.812786399826685e-03	2.812424e-02
2.814736750651243e-03	2.814374e-02
2.816688453824610e-03	2.816325e-02
2.818641510284488e-03	2.818278e-02
2.820595920969228e-03	2.820232e-02
2.822551686817835e-03	2.822188e-02
2.824508808769960e-03	2.824145e-02
2.826467287765910e-03	2.826103e-02
2.828427124746642e-03	2.828063e-02
2.830388320653764e-03	2.830024e-02
2.832350876429540e-03	2.831986e-02
2.834314793016886e-03	2.833950e-02
2.836280071359371e-03	2.835914e-02
2.838246712401219e-03	2.837881e-02
2.840214717087309e-03	2.839849e-02
2.842184086363175e-03	2.841818e-02
2.844154821175005e-03	2.843788e-02
2.846126922469647e-03	2.845760e-02
2.848100391194601e-03	2.847733e-02
2.850075228298026e-03	2.849708e-02
2.852051434728740e-03	2.851684e-02
2.854029011436217e-03	2.853661e-02
2.856007959370588e-03	2.855640e-02
2.857988279482647e-03	2.857620e-02
2.859969972723843e-03	2.859601e-02
2.861953040046287e-03	2.861584e-02
2.863937482402750e-03	2.863568e-02
2.865923300746663e-03	2.865554e-02
2.867910496032119e-03	2.867541e-02
2.869899069213872e-03	2.869529e-02
2.871889021247337e-03	2.871519e-02
2.873880353088593e-03	2.873510e-02
2.875873065694382e-03	2.875502e-02
2.877867160022108e-03	2.877496e-02
2.879862637029840e-03	2.879491e-02
2.881859497676311e-03	2.881488e-02
2.883857742920919e-03	2.883486e-02
2.885857373723727e-03	2.885485e-02
2.887858391045463e-03	2.887486e-02
2.889860795847523e-03	2.889488e-02
2.891864589091967e-03	2.891492e-02
2.893869771741525e-03	2.893497e-02
2.895876344759592e-03	2.895503e-02
2.897884309110233e-03	2.897511e-02
2.899893665758179e-03	2.899520e-02
2.901904415668833e-03	2.901530e-02
2.903916559808266e-03	2.903542e-02
2.905930099143217e-03	2.905556e-02
2.907945034641099e-03	2.907570e-02
2.909961367269993e-03	2.909586e-02
2.911979097998653e-03	2.911604e-02
2.913998227796502e-03	2.913623e-02
2.916018757633639e-03	2.915643e-02
2.918040688480832e-03	2.917665e-02
2.920064021309526e-03	2.919688e-02
2.922088757091835e-03	2.921712e-02
2.924114896800550e-03	2.923738e-02
2.926142441409137e-03	2.925765e-02
2.928171391891735e-03	2.927794e-02
2.930201749223161e-03	2.929824e-02
2.932233514378904e-03	2.931856e-02
2.934266688335134e-03	2.933889e-02
2.936301272068694e-03	2.935923e-02
2.938337266557106e-03	2.937959e-02
2.940374672778570e-03	2.939996e-02
2.942413491711965e-03	2.942034e-02
2.944453724336846e-03	2.944074e-02
2.946495371633451e-03	2.946116e-02
2.948538434582693e-03	2.948158e-02
2.950582914166170e-03	2.950203e-02
2.952628811366158e-03	2.952248e-02
2.954676127165614e-03	2.954295e-02
2.956724862548177e-03	2.956344e-02
2.958775018498169e-03	2.958394e-02
2.960826596000593e-03	2.960445e-02
2.962879596041135e-03	2.962498e-02
2.964934019606166e-03	2.964552e-02
2.966989867682740e-03	2.966608e-02
2.969047141258596e-03	2.968665e-02
2.971105841322156e-03	2.970723e-02
2.973165968862529e-03	2.972783e-02
2.975227524869510e-03	2.974844e-02
2.977290510333579e-03	2.976907e-02
2.979354926245905e-03	2.978971e-02
2.981420773598342e-03	2.981037e-02
2.983488053383433e-03	2.983104e-02
2.985556766594409e-03	2.985172e-02
2.987626914225189e-03	2.987242e-02
2.989698497270381e-03	2.989313e-02
2.991771516725285e-03	2.991386e-02
2.993845973585889e-03	2.993460e-02
2.995921868848871e-03	2.995536e-02
2.997999203511602e-03	2.997613e-02
3.000077978572145e-03	2.999691e-02
3.002158195029251e-03	3.001771e-02
3.004239853882368e-03	3.003853e-02
3.006322956131636e-03	3.005936e-02
3.008407502777886e-03	3.008020e-02
3.010493494822646e-03	3.010106e-02
3.012580933268137e-03	3.012193e-02
3.014669819117275e-03	3.014281e-02
3.016760153373671e-03	3.016371e-02
3.018851937041634e-03	3.018463e-02
3.020945171126166e-03	3.020556e-02
3.023039856632969e-03	3.022650e-02
3.025135994568440e-03	3.024746e-02
3.027233585939676e-03	3.026844e-02
3.029332631754470e-03	3.028942e-02
3.031433133021315e-03	3.031043e-02
3.033535090749404e-03	3.033144e-02
3.035638505948628e-03	3.035248e-02
3.037743379629580e-03	3.037352e-02
3.039849712803553e-03	3.039458e-02
3.041957506482540e-03	3.041566e-02
3.044066761679239e-03	3.043675e-02
3.046177479407046e-03	3.045785e-02
3.048289660680063e-03	3.047897e-02
3.050403306513093e-03	3.050010e-02
3.052518417921644e-03	3.052125e-02
3.054634995921927e-03	3.054241e-02
3.056753041530860e-03	3.056359e-02
3.058872555766063e-03	3.058478e-02
3.060993539645864e-03	3.060599e-02
3.063115994189295e-03	3.062721e-02
3.065239920416096e-03	3.064845e-02
3.067365319346715e-03	3.066970e-02
3.069492192002305e-03	3.069097e-02
3.071620539404729e-03	3.071225e-02
3.073750362576557e-03	3.073354e-02
3.075881662541071e-03	3.075485e-02
3.078014440322259e-03	3.077618e-02
3.080148696944821e-03	3.079752e-02
3.082284433434167e-03	3.081887e-02
3.084421650816418e-03	3.084024e-02
3.086560350118407e-03	3.086163e-02
3.088700532367678e-03	3.088303e-02
3.090842198592488e-03	3.090444e-02
3.092985349821808e-03	3.092587e-02
3.095129987085320e-03	3.094731e-02
3.097276111413423e-03	3.096877e-02
3.099423723837228e-03	3.099024e-02
3.101572825388562e-03	3.101173e-02
3.103723417099967e-03	3.103324e-02
3.105875500004702e-03	3.105475e-02
3.108029075136742e-03	3.107629e-02
3.110184143530779e-03	3.109783e-02
3.112340706222220e-03	3.111940e-02
3.114498764247194e-03	3.114098e-02
3.116658318642547e-03	3.116257e-02
3.118819370445842e-03	3.118418e-02
3.120981920695363e-03	3.120580e-02
3.123145970430114e-03	3.122744e-02
3.125311520689820e-03	3.124909e-02
3.127478572514926e-03	3.127076e-02
3.129647126946597e-03	3.129244e-02
3.131817185026724e-03	3.131414e-02
3.133988747797917e-03	3.133585e-02
3.136161816303509e-03	3.135758e-02
3.138336391587558e-03	3.137932e-02
3.140512474694846e-03	3.140108e-02
3.142690066670878e-03	3.142285e-02
3.144869168561884e-03	3.144464e-02
3.147049781414822e-03	3.146644e-02
3.149231906277372e-03	3.148826e-02
3.151415544197944e-03	3.151010e-02
3.153600696225673e-03	3.153194e-02
3.155787363410422e-03	3.155381e-02
3.157975546802782e-03	3.157569e-02
3.160165247454071e-03	3.159758e-02
3.162356466416339e-03	3.161949e-02
3.164549204742364e-03	3.164142e-02
3.166743463485652e-03	3.166335e-02
3.168939243700442e-03	3.168531e-02
3.171136546441704e-03	3.170728e-02
3.173335372765138e-03	3.172927e-02
3.175535723727178e-03	3.175127e-02
3.177737600384987e-03	3.177328e-02
3.179941003796466e-03	3.179532e-02
3.182145935020245e-03	3.181736e-02
3.184352395115690e-03	3.183942e-02
3.186560385142903e-03	3.186150e-02
3.188769906162717e-03	3.188359e-02
3.190980959236705e-03	3.190570e-02
3.193193545427174e-03	3.192782e-02
3.195407665797167e-03	3.194996e-02
3.197623321410465e-03	3.197211e-02
3.199840513331587e-03	3.199428e-02
3.202059242625789e-03	3.201647e-02
3.204279510359067e-03	3.203867e-02
3.206501317598154e-03	3.206088e-02
3.208724665410525e-03	3.208311e-02
3.210949554864395e-03	3.210536e-02
3.213175987028717e-03	3.212762e-02
3.215403962973188e-03	3.214990e-02
3.217633483768246e-03	3.217219e-02
3.219864550485071e-03	3.219450e-02
3.222097164195586e-03	3.221682e-02
3.224331325972456e-03	3.223916e-02
3.226567036889092e-03	3.226151e-02
3.228804298019647e-03	3.228388e-02
3.231043110439020e-03	3.230627e-02
3.233283475222856e-03	3.232867e-02
3.235525393447545e-03	3.235109e-02
3.237768866190224e-03	3.237352e-02
3.240013894528774e-03	3.239597e-02
3.242260479541828e-03	3.241843e-02
3.244508622308763e-03	3.244091e-02
3.246758323909707e-03	3.246340e-02
3.249009585425535e-03	3.248591e-02
3.251262407937874e-03	3.250844e-02
3.253516792529098e-03	3.253098e-02
3.255772740282334e-03	3.255353e-02
3.258030252281458e-03	3.257611e-02
3.260289329611098e-03	3.259869e-02
3.262549973356637e-03	3.262130e-02
3.264812184604205e-03	3.264392e-02
3.267075964440691e-03	3.266655e-02
3.269341313953733e-03	3.268920e-02
3.271608234231726e-03	3.271187e-02
3.273876726363818e-03	3.273455e-02
3.276146791439913e-03	3.275725e-02
3.278418430550672e-03	3.277996e-02
3.280691644787509e-03	3.280269e-02
3.282966435242598e-03	3.282544e-02
3.285242803008869e-03	3.284820e-02
3.287520749180009e-03	3.287097e-02
3.289800274850464e-03	3.289377e-02
3.292081381115440e-03	3.291658e-02
3.294364069070901e-03	3.293940e-02
3.296648339813571e-03	3.296224e-02
3.298934194440936e-03	3.298509e-02
3.301221634051240e-03	3.300796e-02
3.303510659743492e-03	3.303085e-02
3.305801272617460e-03	3.305376e-02
3.308093473773676e-03	3.307667e-02
3.310387264313436e-03	3.309961e-02
3.312682645338798e-03	3.312256e-02
3.314979617952585e-03	3.314553e-02
3.317278183258384e-03	3.316851e-02
3.319578342360548e-03	3.319151e-02
3.321880096364195e-03	3.321452e-02
3.324183446375210e-03	3.323755e-02
3.326488393500245e-03	3.326060e-02
3.328794938846719e-03	3.328366e-02
3.331103083522817e-03	3.330674e-02
3.333412828637496e-03	3.332984e-02
3.335724175300479e-03	3.335294e-02
3.338037124622260e-03	3.337607e-02
3.340351677714102e-03	3.339922e-02
3.342667835688040e-03	3.342237e-02
3.344985599656878e-03	3.344555e-02
3.347304970734193e-03	3.346874e-02
3.349625950034334e-03	3.349195e-02
3.351948538672423e-03	3.351517e-02
3.354272737764354e-03	3.353841e-02
3.356598548426796e-03	3.356166e-02
3.358925971777192e-03	3.358493e-02
3.361255008933759e-03	3.360822e-02
3.363585661015491e-03	3.363153e-02
3.365917929142155e-03	3.365485e-02
3.368251814434298e-03	3.367818e-02
3.370587318013242e-03	3.370153e-02
3.372924441001086e-03	3.372490e-02
3.375263184520708e-03	3.374828e-02
3.377603549695765e-03	3.377169e-02
3.379945537650692e-03	3.379510e-02
3.382289149510705e-03	3.381854e-02
3.384634386401799e-03	3.384199e-02
3.386981249450749e-03	3.386545e-02
3.389329739785115e-03	3.388893e-02
3.391679858533234e-03	3.391243e-02
3.394031606824228e-03	3.393595e-02
3.396384985788003e-03	3.395948e-02
3.398739996555245e-03	3.398302e-02
3.401096640257428e-03	3.400659e-02
3.403454918026808e-03	3.403017e-02
3.405814830996427e-03	3.405376e-02
3.408176380300111e-03	3.407738e-02
3.410539567072476e-03	3.410101e-02
3.412904392448919e-03	3.412465e-02
3.415270857565630e-03	3.414831e-02
3.417638963559583e-03	3.417199e-02
3.420008711568543e-03	3.419568e-02
3.422380102731062e-03	3.421940e-02
3.424753138186481e-03	3.424312e-02
3.427127819074934e-03	3.426687e-02
3.429504146537342e-03	3.429063e-02
3.431882121715420e-03	3.431440e-02
3.434261745751673e-03	3.433819e-02
3.436643019789398e-03	3.436201e-02
3.439025944972685e-03	3.438583e-02
3.441410522446419e-03	3.440968e-02
3.443796753356277e-03	3.443353e-02
3.446184638848731e-03	3.445741e-02
3.448574180071046e-03	3.448130e-02
3.450965378171288e-03	3.450521e-02
3.453358234298312e-03	3.452913e-02
3.455752749601774e-03	3.455308e-02
3.458148925232127e-03	3.457704e-02
3.460546762340620e-03	3.460101e-02
3.462946262079302e-03	3.462500e-02
3.465347425601018e-03	3.464901e-02
3.467750254059416e-03	3.467304e-02
3.470154748608942e-03	3.469708e-02
3.472560910404843e-03	3.472114e-02
3.474968740603165e-03	3.474521e-02
3.477378240360760e-03	3.476930e-02
3.479789410835277e-03	3.479341e-02
3.482202253185171e-03	3.481754e-02
3.484616768569700e-03	3.484168e-02
3.487032958148925e-03	3.486584e-02
3.489450823083712e-03	3.489001e-02
3.491870364535730e-03	3.491421e-02
3.494291583667456e-03	3.493842e-02
3.496714481642173e-03	3.496264e-02
3.499139059623968e-03	3.498689e-02
3.501565318777738e-03	3.501115e-02
3.503993260269186e-03	3.503542e-02
3.506422885264824e-03	3.505971e-02
3.508854194931973e-03	3.508402e-02
3.511287190438763e-03	3.510835e-02
3.513721872954133e-03	3.513269e-02
3.516158243647835e-03	3.515705e-02
3.518596303690431e-03	3.518143e-02
3.521036054253292e-03	3.520583e-02
3.523477496508606e-03	3.523024e-02
3.525920631629371e-03	3.525467e-02
3.528365460789397e-03	3.527911e-02
3.530811985163312e-03	3.530357e-02
3.533260205926554e-03	3.532805e-02
3.535710124255379e-03	3.535255e-02
3.538161741326857e-03	3.537706e-02
3.540615058318876e-03	3.540159e-02
3.543070076410139e-03	3.542614e-02
3.545526796780167e-03	3.545070e-02
3.547985220609298e-03	3.547528e-02
3.550445349078691e-03	3.549988e-02
3.552907183370320e-03	3.552450e-02
3.555370724666982e-03	3.554913e-02
3.557835974152292e-03	3.557378e-02
3.560302933010688e-03	3.559845e-02
3.562771602427427e-03	3.562313e-02
3.565241983588589e-03	3.564783e-02
3.567714077681076e-03	3.567255e-02
3.570187885892613e-03	3.569728e-02
3.572663409411748e-03	3.572204e-02
3.575140649427855e-03	3.574681e-02
3.577619607131132e-03	3.577159e-02
3.580100283712600e-03	3.579639e-02
3.582582680364107e-03	3.582121e-02
3.585066798278331e-03	3.584605e-02
3.587552638648771e-03	3.587091e-02
3.590040202669759e-03	3.589578e-02
3.592529491536451e-03	3.592067e-02
3.595020506444834e-03	3.594558e-02
3.597513248591724e-03	3.597050e-02
3.600007719174765e-03	3.599544e-02
3.602503919392435e-03	3.602040e-02
3.605001850444039e-03	3.604538e-02
3.607501513529718e-03	3.607037e-02
3.610002909850440e-03	3.609538e-02
3.612506040608011e-03	3.612041e-02
3.615010907005065e-03	3.614546e-02
3.617517510245075e-03	3.617052e-02
3.620025851532345e-03	3.619560e-02
3.622535932072016e-03	3.622070e-02
3.625047753070063e-03	3.624581e-02
3.627561315733299e-03	3.627094e-02
3.630076621269371e-03	3.629609e-02
3.632593670886767e-03	3.632126e-02
3.635112465794810e-03	3.634645e-02
3.637633007203663e-03	3.637165e-02
3.640155296324328e-03	3.639687e-02
3.642679334368646e-03	3.642210e-02
3.645205122549299e-03	3.644736e-02
3.647732662079810e-03	3.647263e-02
3.650261954174542e-03	3.649792e-02
3.652793000048702e-03	3.652323e-02
3.655325800918339e-03	3.654855e-02
3.657860358000344e-03	3.657389e-02
3.660396672512453e-03	3.659926e-02
3.662934745673245e-03	3.662463e-02
3.665474578702146e-03	3.665003e-02
3.668016172819427e-03	3.667544e-02
3.670559529246203e-03	3.670087e-02
3.673104649204439e-03	3.672632e-02
3.675651533916944e-03	3.675178e-02
3.678200184607378e-03	3.677727e-02
3.680750602500247e-03	3.680277e-02
3.683302788820907e-03	3.682829e-02
3.685856744795564e-03	3.685382e-02
3.688412471651274e-03	3.687938e-02
3.690969970615943e-03	3.690495e-02
3.693529242918330e-03	3.693054e-02
3.696090289788046e-03	3.695615e-02
3.698653112455551e-03	3.698177e-02
3.701217712152163e-03	3.700741e-02
3.703784090110051e-03	3.703307e-02
3.706352247562239e-03	3.705875e-02
3.708922185742607e-03	3.708445e-02
3.711493905885889e-03	3.711016e-02
3.714067409227675e-03	3.713590e-02
3.716642697004413e-03	3.716164e-02
3.719219770453408e-03	3.718741e-02
3.721798630812823e-03	3.721320e-02
3.724379279321679e-03	3.723900e-02
3.726961717219856e-03	3.726482e-02
3.729545945748095e-03	3.729066e-02
3.732131966147995e-03	3.731652e-02
3.734719779662019e-03	3.734239e-02
3.737309387533490e-03	3.736828e-02
3.739900791006591e-03	3.739420e-02
3.742493991326370e-03	3.742012e-02
3.745088989738740e-03	3.744607e-02
3.747685787490474e-03	3.747204e-02
3.750284385829212e-03	3.749802e-02
3.752884786003458e-03	3.752402e-02
3.755486989262583e-03	3.755004e-02
3.758090996856823e-03	3.757607e-02
3.760696810037281e-03	3.760213e-02
3.763304430055928e-03	3.762820e-02
3.765913858165603e-03	3.765429e-02
3.768525095620015e-03	3.768040e-02
3.771138143673738e-03	3.770653e-02
3.773753003582222e-03	3.773267e-02
3.776369676601782e-03	3.775883e-02
3.778988163989608e-03	3.778502e-02
3.781608467003759e-03	3.781122e-02
3.784230586903169e-03	3.783743e-02
3.786854524947642e-03	3.786367e-02
3.789480282397858e-03	3.788992e-02
3.792107860515369e-03	3.791620e-02
3.794737260562605e-03	3.794249e-02
3.797368483802867e-03	3.796880e-02
3.800001531500335e-03	3.799513e-02
3.802636404920065e-03	3.802147e-02
3.805273105327989e-03	3.804784e-02
3.807911633990919e-03	3.807421e-02
3.810551992176544e-03	3.810062e-02
3.813194181153431e-03	3.812703e-02
3.815838202191029e-03	3.815347e-02
3.818484056559665e-03	3.817993e-02
3.821131745530548e-03	3.820640e-02
3.823781270375768e-03	3.823289e-02
3.826432632368298e-03	3.825940e-02
3.829085832781992e-03	3.828593e-02
3.831740872891588e-03	3.831248e-02
3.834397753972709e-03	3.833904e-02
3.837056477301861e-03	3.836563e-02
3.839717044156437e-03	3.839223e-02
3.842379455814712e-03	3.841885e-02
3.845043713555852e-03	3.844549e-02
3.847709818659907e-03	3.847215e-02
3.850377772407814e-03	3.849882e-02
3.853047576081401e-03	3.852552e-02
3.855719230963383e-03	3.855223e-02
3.858392738337365e-03	3.857896e-02
3.861068099487840e-03	3.860571e-02
3.863745315700196e-03	3.863248e-02
3.866424388260707e-03	3.865927e-02
3.869105318456544e-03	3.868607e-02
3.871788107575766e-03	3.871290e-02
3.874472756907328e-03	3.873974e-02
3.877159267741078e-03	3.876660e-02
3.879847641367758e-03	3.879348e-02
3.882537879079006e-03	3.882038e-02
3.885229982167354e-03	3.884730e-02
3.887923951926232e-03	3.887424e-02
3.890619789649965e-03	3.890119e-02
3.893317496633777e-03	3.892817e-02
3.896017074173789e-03	3.895516e-02
3.898718523567021e-03	3.898217e-02
3.901421846111394e-03	3.900920e-02
3.904127043105726e-03	3.903625e-02
3.906834115849737e-03	3.906331e-02
3.909543065644051e-03	3.909040e-02
3.912253893790188e-03	3.911750e-02
3.914966601590575e-03	3.914463e-02
3.917681190348540e-03	3.917177e-02
3.920397661368316e-03	3.919893e-02
3.923116015955039e-03	3.922611e-02
3.925836255414752e-03	3.925331e-02
3.928558381054402e-03	3.928053e-02
3.931282394181841e-03	3.930777e-02
3.934008296105831e-03	3.933502e-02
3.936736088136039e-03	3.936230e-02
3.939465771583042e-03	3.938959e-02
3.942197347758324e-03	3.941690e-02
3.944930817974278e-03	3.944423e-02
3.947666183544209e-03	3.947158e-02
3.950403445782333e-03	3.949895e-02
3.953142606003774e-03	3.952634e-02
3.955883665524571e-03	3.955375e-02
3.958626625661673e-03	3.958117e-02
3.961371487732945e-03	3.960862e-02
3.964118253057164e-03	3.963608e-02
3.966866922954021e-03	3.966356e-02
3.969617498744123e-03	3.969107e-02
3.972369981748994e-03	3.971859e-02
3.975124373291071e-03	3.974613e-02
3.977880674693710e-03	3.977369e-02
3.980638887281185e-03	3.980127e-02
3.983399012378687e-03	3.982886e-02
3.986161051312327e-03	3.985648e-02
3.988925005409135e-03	3.988412e-02
3.991690875997060e-03	3.991177e-02
3.994458664404975e-03	3.993945e-02
3.997228371962670e-03	3.996714e-02
4.000000000000861e-03	3.999485e-02
4.002773549851185e-03	4.002259e-02
4.005549022846201e-03	4.005034e-02
4.008326420319395e-03	4.007811e-02
4.011105743605176e-03	4.010590e-02
4.013886994038877e-03	4.013370e-02
4.016670172956759e-03	4.016154e-02
4.019455281696009e-03	4.018938e-02
4.022242321594741e-03	4.021725e-02
4.025031293991997e-03	4.024513e-02
4.027822200227746e-03	4.027304e-02
4.030615041642888e-03	4.030097e-02
4.033409819579253e-03	4.032891e-02
4.036206535379599e-03	4.035687e-02
4.039005190387617e-03	4.038486e-02
4.041805785947931e-03	4.041286e-02
4.044608323406093e-03	4.044088e-02
4.047412804108593e-03	4.046892e-02
4.050219229402851e-03	4.049698e-02
4.053027600637222e-03	4.052506e-02
4.055837919160998e-03	4.055316e-02
4.058650186324403e-03	4.058128e-02
4.061464403478602e-03	4.060942e-02
4.064280571975692e-03	4.063758e-02
4.067098693168710e-03	4.066575e-02
4.069918768411632e-03	4.069395e-02
4.072740799059371e-03	4.072217e-02
4.075564786467780e-03	4.075040e-02
4.078390731993653e-03	4.077866e-02
4.081218636994723e-03	4.080693e-02
4.084048502829666e-03	4.083523e-02
4.086880330858100e-03	4.086354e-02
4.089714122440585e-03	4.089188e-02
4.092549878938625e-03	4.092023e-02
4.095387601714667e-03	4.094861e-02
4.098227292132105e-03	4.097700e-02
4.101068951555276e-03	4.100541e-02
4.103912581349464e-03	4.103385e-02
4.106758182880899e-03	4.106230e-02
4.109605757516760e-03	4.109077e-02
4.112455306625172e-03	4.111926e-02
4.115306831575209e-03	4.114777e-02
4.118160333736896e-03	4.117630e-02
4.121015814481206e-03	4.120485e-02
4.123873275180065e-03	4.123343e-02
4.126732717206347e-03	4.126202e-02
4.129594141933879e-03	4.129063e-02
4.132457550737443e-03	4.131926e-02
4.135322944992771e-03	4.134791e-02
4.138190326076551e-03	4.137658e-02
4.141059695366426e-03	4.140527e-02
4.143931054240991e-03	4.143398e-02
4.146804404079800e-03	4.146271e-02
4.149679746263364e-03	4.149146e-02
4.152557082173149e-03	4.152023e-02
4.155436413191578e-03	4.154902e-02
4.158317740702037e-03	4.157783e-02
4.161201066088867e-03	4.160666e-02
4.164086390737370e-03	4.163551e-02
4.166973716033810e-03	4.166438e-02
4.169863043365411e-03	4.169327e-02
4.172754374120360e-03	4.172217e-02
4.175647709687804e-03	4.175111e-02
4.178543051457855e-03	4.178005e-02
4.181440400821590e-03	4.180903e-02
4.184339759171049e-03	4.183801e-02
