v1	V(n007)
1.290562490451829e-03	1.290395e-02
1.291457350302385e-03	1.291290e-02
1.292352830637543e-03	1.292185e-02
1.293248931887537e-03	1.293081e-02
1.294145654482904e-03	1.293978e-02
1.295042998854476e-03	1.294875e-02
1.295940965433384e-03	1.295773e-02
1.296839554651061e-03	1.296671e-02
1.297738766939234e-03	1.297570e-02
1.298638602729935e-03	1.298470e-02
1.299539062455491e-03	1.299370e-02
1.300440146548532e-03	1.300271e-02
1.301341855441986e-03	1.301173e-02
1.302244189569081e-03	1.302075e-02
1.303147149363347e-03	1.302978e-02
1.304050735258613e-03	1.303882e-02
1.304954947689010e-03	1.304786e-02
1.305859787088971e-03	1.305690e-02
1.306765253893226e-03	1.306596e-02
1.307671348536812e-03	1.307502e-02
1.308578071455064e-03	1.308408e-02
1.309485423083619e-03	1.309316e-02
1.310393403858417e-03	1.310223e-02
1.311302014215701e-03	1.311132e-02
1.312211254592015e-03	1.312041e-02
1.313121125424207e-03	1.312951e-02
1.314031627149426e-03	1.313861e-02
1.314942760205126e-03	1.314772e-02
1.315854525029063e-03	1.315684e-02
1.316766922059299e-03	1.316596e-02
1.317679951734196e-03	1.317509e-02
1.318593614492422e-03	1.318423e-02
1.319507910772950e-03	1.319337e-02
1.320422841015056e-03	1.320252e-02
1.321338405658321e-03	1.321167e-02
1.322254605142631e-03	1.322083e-02
1.323171439908177e-03	1.323000e-02
1.324088910395454e-03	1.323917e-02
1.325007017045265e-03	1.324835e-02
1.325925760298715e-03	1.325754e-02
1.326845140597219e-03	1.326673e-02
1.327765158382495e-03	1.327593e-02
1.328685814096569e-03	1.328513e-02
1.329607108181773e-03	1.329435e-02
1.330529041080744e-03	1.330356e-02
1.331451613236429e-03	1.331279e-02
1.332374825092080e-03	1.332202e-02
1.333298677091257e-03	1.333126e-02
1.334223169677828e-03	1.334050e-02
1.335148303295967e-03	1.334975e-02
1.336074078390159e-03	1.335901e-02
1.337000495405193e-03	1.336827e-02
1.337927554786171e-03	1.337754e-02
1.338855256978502e-03	1.338682e-02
1.339783602427901e-03	1.339610e-02
1.340712591580396e-03	1.340539e-02
1.341642224882322e-03	1.341468e-02
1.342572502780324e-03	1.342398e-02
1.343503425721357e-03	1.343329e-02
1.344434994152687e-03	1.344261e-02
1.345367208521887e-03	1.345193e-02
1.346300069276844e-03	1.346125e-02
1.347233576865752e-03	1.347059e-02
1.348167731737118e-03	1.347993e-02
1.349102534339761e-03	1.348928e-02
1.350037985122808e-03	1.349863e-02
1.350974084535700e-03	1.350799e-02
1.351910833028188e-03	1.351736e-02
1.352848231050337e-03	1.352673e-02
1.353786279052522e-03	1.353611e-02
1.354724977485431e-03	1.354549e-02
1.355664326800064e-03	1.355489e-02
1.356604327447735e-03	1.356428e-02
1.357544979880070e-03	1.357369e-02
1.358486284549009e-03	1.358310e-02
1.359428241906803e-03	1.359252e-02
1.360370852406019e-03	1.360194e-02
1.361314116499538e-03	1.361138e-02
1.362258034640553e-03	1.362081e-02
1.363202607282572e-03	1.363026e-02
1.364147834879420e-03	1.363971e-02
1.365093717885232e-03	1.364917e-02
1.366040256754461e-03	1.365863e-02
1.366987451941875e-03	1.366810e-02
1.367935303902557e-03	1.367758e-02
1.368883813091904e-03	1.368706e-02
1.369832979965632e-03	1.369655e-02
1.370782804979770e-03	1.370605e-02
1.371733288590664e-03	1.371555e-02
1.372684431254977e-03	1.372506e-02
1.373636233429689e-03	1.373458e-02
1.374588695572096e-03	1.374410e-02
1.375541818139811e-03	1.375363e-02
1.376495601590765e-03	1.376317e-02
1.377450046383205e-03	1.377271e-02
1.378405152975699e-03	1.378226e-02
1.379360921827129e-03	1.379182e-02
1.380317353396697e-03	1.380138e-02
1.381274448143925e-03	1.381095e-02
1.382232206528651e-03	1.382053e-02
1.383190629011034e-03	1.383011e-02
1.384149716051549e-03	1.383970e-02
1.385109468110994e-03	1.384930e-02
1.386069885650484e-03	1.385890e-02
1.387030969131455e-03	1.386851e-02
1.387992719015662e-03	1.387813e-02
1.388955135765180e-03	1.388775e-02
1.389918219842407e-03	1.389738e-02
1.390881971710058e-03	1.390702e-02
1.391846391831172e-03	1.391666e-02
1.392811480669106e-03	1.392631e-02
1.393777238687540e-03	1.393597e-02
1.394743666350476e-03	1.394563e-02
1.395710764122238e-03	1.395530e-02
1.396678532467469e-03	1.396498e-02
1.397646971851138e-03	1.397466e-02
1.398616082738533e-03	1.398435e-02
1.399585865595268e-03	1.399404e-02
1.400556320887277e-03	1.400375e-02
1.401527449080818e-03	1.401346e-02
1.402499250642474e-03	1.402317e-02
1.403471726039148e-03	1.403290e-02
1.404444875738070e-03	1.404263e-02
1.405418700206793e-03	1.405236e-02
1.406393199913193e-03	1.406211e-02
1.407368375325471e-03	1.407186e-02
1.408344226912155e-03	1.408162e-02
1.409320755142094e-03	1.409138e-02
1.410297960484464e-03	1.410115e-02
1.411275843408767e-03	1.411093e-02
1.412254404384830e-03	1.412071e-02
1.413233643882805e-03	1.413050e-02
1.414213562373170e-03	1.414030e-02
1.415194160326732e-03	1.415011e-02
1.416175438214620e-03	1.415992e-02
1.417157396508293e-03	1.416974e-02
1.418140035679535e-03	1.417956e-02
1.419123356200459e-03	1.418939e-02
1.420107358543504e-03	1.419923e-02
1.421092043181437e-03	1.420908e-02
1.422077410587352e-03	1.421893e-02
1.423063461234672e-03	1.422879e-02
1.424050195597149e-03	1.423866e-02
1.425037614148862e-03	1.424853e-02
1.426025717364219e-03	1.425841e-02
1.427014505717957e-03	1.426830e-02
1.428003979685142e-03	1.427819e-02
1.428994139741172e-03	1.428809e-02
1.429984986361769e-03	1.429800e-02
1.430976520022991e-03	1.430791e-02
1.431968741201223e-03	1.431783e-02
1.432961650373179e-03	1.432776e-02
1.433955248015907e-03	1.433769e-02
1.434949534606783e-03	1.434764e-02
1.435944510623515e-03	1.435758e-02
1.436940176544143e-03	1.436754e-02
1.437936532847037e-03	1.437750e-02
1.438933580010900e-03	1.438747e-02
1.439931318514766e-03	1.439745e-02
1.440929748838002e-03	1.440743e-02
1.441928871460305e-03	1.441742e-02
1.442928686861709e-03	1.442742e-02
1.443929195522577e-03	1.443742e-02
1.444930397923607e-03	1.444743e-02
1.445932294545829e-03	1.445745e-02
1.446934885870607e-03	1.446747e-02
1.447938172379641e-03	1.447751e-02
1.448942154554961e-03	1.448754e-02
1.449946832878934e-03	1.449759e-02
1.450952207834261e-03	1.450764e-02
1.451958279903977e-03	1.451770e-02
1.452965049571453e-03	1.452777e-02
1.453972517320394e-03	1.453784e-02
1.454980683634840e-03	1.454792e-02
1.455989548999170e-03	1.455801e-02
1.456999113898095e-03	1.456810e-02
1.458009378816663e-03	1.457820e-02
1.459020344240259e-03	1.458831e-02
1.460032010654606e-03	1.459843e-02
1.461044378545760e-03	1.460855e-02
1.462057448400118e-03	1.461868e-02
1.463071220704412e-03	1.462882e-02
1.464085695945711e-03	1.463896e-02
1.465100874611423e-03	1.464911e-02
1.466116757189295e-03	1.465927e-02
1.467133344167409e-03	1.466943e-02
1.468150636034189e-03	1.467960e-02
1.469168633278395e-03	1.468978e-02
1.470187336389127e-03	1.469997e-02
1.471206745855825e-03	1.471016e-02
1.472226862168265e-03	1.472036e-02
1.473247685816567e-03	1.473057e-02
1.474269217291189e-03	1.474078e-02
1.475291457082927e-03	1.475100e-02
1.476314405682921e-03	1.476123e-02
1.477338063582649e-03	1.477147e-02
1.478362431273930e-03	1.478171e-02
1.479387509248926e-03	1.479196e-02
1.480413298000138e-03	1.480222e-02
1.481439798020409e-03	1.481248e-02
1.482467009802925e-03	1.482275e-02
1.483494933841212e-03	1.483303e-02
1.484523570629139e-03	1.484331e-02
1.485552920660919e-03	1.485361e-02
1.486582984431106e-03	1.486390e-02
1.487613762434596e-03	1.487421e-02
1.488645255166631e-03	1.488452e-02
1.489677463122794e-03	1.489484e-02
1.490710386799012e-03	1.490517e-02
1.491744026691557e-03	1.491551e-02
1.492778383297045e-03	1.492585e-02
1.493813457112435e-03	1.493620e-02
1.494849248635031e-03	1.494656e-02
1.495885758362482e-03	1.495692e-02
1.496922986792784e-03	1.496729e-02
1.497960934424275e-03	1.497767e-02
1.498999601755641e-03	1.498805e-02
1.500038989285911e-03	1.499845e-02
1.501079097514465e-03	1.500885e-02
1.502119926941023e-03	1.501925e-02
1.503161478065657e-03	1.502967e-02
1.504203751388782e-03	1.504009e-02
1.505246747411162e-03	1.505052e-02
1.506290466633907e-03	1.506095e-02
1.507334909558476e-03	1.507140e-02
1.508380076686674e-03	1.508185e-02
1.509425968520655e-03	1.509230e-02
1.510472585562921e-03	1.510277e-02
1.511519928316323e-03	1.511324e-02
1.512567997284058e-03	1.512372e-02
1.513616792969676e-03	1.513421e-02
1.514666315877073e-03	1.514470e-02
1.515716566510495e-03	1.515520e-02
1.516767545374539e-03	1.516571e-02
1.517819252974152e-03	1.517623e-02
1.518871689814627e-03	1.518675e-02
1.519924856401614e-03	1.519728e-02
1.520978753241108e-03	1.520782e-02
1.522033380839457e-03	1.521836e-02
1.523088739703360e-03	1.522892e-02
1.524144830339868e-03	1.523947e-02
1.525201653256383e-03	1.525004e-02
1.526259208960659e-03	1.526062e-02
1.527317497960800e-03	1.527120e-02
1.528376520765267e-03	1.528179e-02
1.529436277882868e-03	1.529238e-02
1.530496769822768e-03	1.530299e-02
1.531557997094483e-03	1.531360e-02
1.532619960207884e-03	1.532421e-02
1.533682659673193e-03	1.533484e-02
1.534746096000988e-03	1.534547e-02
1.535810269702200e-03	1.535611e-02
1.536875181288114e-03	1.536676e-02
1.537940831270371e-03	1.537742e-02
1.539007220160965e-03	1.538808e-02
1.540074348472245e-03	1.539875e-02
1.541142216716918e-03	1.540943e-02
1.542210825408044e-03	1.542011e-02
1.543280175059038e-03	1.543080e-02
1.544350266183673e-03	1.544150e-02
1.545421099296078e-03	1.545221e-02
1.546492674910738e-03	1.546292e-02
1.547564993542494e-03	1.547365e-02
1.548638055706545e-03	1.548437e-02
1.549711861918447e-03	1.549511e-02
1.550786412694114e-03	1.550586e-02
1.551861708549817e-03	1.551661e-02
1.552937750002184e-03	1.552737e-02
1.554014537568204e-03	1.553813e-02
1.555092071765222e-03	1.554891e-02
1.556170353110943e-03	1.555969e-02
1.557249382123430e-03	1.557048e-02
1.558329159321106e-03	1.558127e-02
1.559409685222753e-03	1.559208e-02
1.560490960347513e-03	1.560289e-02
1.561572985214889e-03	1.561371e-02
1.562655760344742e-03	1.562453e-02
1.563739286257295e-03	1.563537e-02
1.564823563473130e-03	1.564621e-02
1.565908592513193e-03	1.565706e-02
1.566994373898789e-03	1.566792e-02
1.568080908151586e-03	1.567878e-02
1.569168195793610e-03	1.568965e-02
1.570256237347254e-03	1.570053e-02
1.571345033335269e-03	1.571142e-02
1.572434584280773e-03	1.572231e-02
1.573524890707241e-03	1.573321e-02
1.574615953138516e-03	1.574412e-02
1.575707772098802e-03	1.575504e-02
1.576800348112666e-03	1.576596e-02
1.577893681705041e-03	1.577689e-02
1.578987773401220e-03	1.578783e-02
1.580082623726865e-03	1.579878e-02
1.581178233207999e-03	1.580974e-02
1.582274602371011e-03	1.582070e-02
1.583371731742655e-03	1.583167e-02
1.584469621850050e-03	1.584264e-02
1.585568273220681e-03	1.585363e-02
1.586667686382398e-03	1.586462e-02
1.587767861863417e-03	1.587562e-02
1.588868800192322e-03	1.588663e-02
1.589970501898061e-03	1.589765e-02
1.591072967509950e-03	1.590867e-02
1.592176197557673e-03	1.591970e-02
1.593280192571279e-03	1.593074e-02
1.594384953081186e-03	1.594179e-02
1.595490479618180e-03	1.595284e-02
1.596596772713414e-03	1.596390e-02
1.597703832898410e-03	1.597497e-02
1.598811660705059e-03	1.598605e-02
1.599920256665620e-03	1.599713e-02
1.601029621312721e-03	1.600822e-02
1.602139755179359e-03	1.601932e-02
1.603250658798903e-03	1.603043e-02
1.604362332705088e-03	1.604155e-02
1.605474777432023e-03	1.605267e-02
1.606587993514184e-03	1.606380e-02
1.607701981486419e-03	1.607494e-02
1.608816741883948e-03	1.608608e-02
1.609932275242360e-03	1.609724e-02
1.611048582097618e-03	1.610840e-02
1.612165662986053e-03	1.611957e-02
1.613283518444370e-03	1.613075e-02
1.614402149009648e-03	1.614193e-02
1.615521555219334e-03	1.615313e-02
1.616641737611253e-03	1.616433e-02
1.617762696723597e-03	1.617553e-02
1.618884433094936e-03	1.618675e-02
1.620006947264211e-03	1.619797e-02
1.621130239770737e-03	1.620920e-02
1.622254311154205e-03	1.622044e-02
1.623379161954677e-03	1.623169e-02
1.624504792712591e-03	1.624295e-02
1.625631203968760e-03	1.625421e-02
1.626758396264373e-03	1.626548e-02
1.627886370140990e-03	1.627676e-02
1.629015126140552e-03	1.628804e-02
1.630144664805372e-03	1.629934e-02
1.631274986678141e-03	1.631064e-02
1.632406092301925e-03	1.632195e-02
1.633537982220168e-03	1.633327e-02
1.634670656976689e-03	1.634459e-02
1.635804117115685e-03	1.635592e-02
1.636938363181731e-03	1.636727e-02
1.638073395719779e-03	1.637861e-02
1.639209215275158e-03	1.638997e-02
1.640345822393576e-03	1.640134e-02
1.641483217621121e-03	1.641271e-02
1.642621401504256e-03	1.642409e-02
1.643760374589826e-03	1.643548e-02
1.644900137425053e-03	1.644687e-02
1.646040690557541e-03	1.645828e-02
1.647182034535272e-03	1.646969e-02
1.648324169906607e-03	1.648111e-02
1.649467097220289e-03	1.649254e-02
1.650610817025441e-03	1.650397e-02
1.651755329871566e-03	1.651542e-02
1.652900636308550e-03	1.652687e-02
1.654046736886658e-03	1.653833e-02
1.655193632156538e-03	1.654979e-02
1.656341322669219e-03	1.656127e-02
1.657489808976112e-03	1.657275e-02
1.658639091629011e-03	1.658425e-02
1.659789171180093e-03	1.659574e-02
1.660940048181917e-03	1.660725e-02
1.662091723187424e-03	1.661877e-02
1.663244196749942e-03	1.663029e-02
